,brief,classes_name,header,news_url,pubtime
0,韩国版支付宝 Kakao Pay的交易量一年增8倍。 在本周二的阿里巴巴投资者大会上，蚂蚁金服透露了最新的韩国本地钱包的亮眼成绩单。这是继印度版本地钱包Paytm 跻身全球四大钱包之后的又一蚂蚁技术出海成果的新例证。 不仅于此，9月19日的2018云栖大会主论坛上，蚂蚁金服CTO程立首次详解,人工智能,拥抱区块链，蚂蚁金服CTO程立云栖大会首解方法论,http://www.aihot.net/other/finance/11782.html,2018-09-21 19:41:32
1,9月20日消息，据彭博社援引知情人士的消息称，电商巨头亚马逊正计划在2021年前开设多达3000家无人便利店AmazonGo，这种积极而昂贵的扩张将威胁到便利连锁店7-Eleven、快餐赛百味(Subway)和Panera Bread以及其他夫妻披萨店等。 亚马逊首席执行官杰夫&middot;贝索斯(Jeff Bezos)认为，消除,人工智能,亚马逊计划2021年前开设3000家无人便利店,http://www.aihot.net/other/finance/11781.html,2018-09-21 19:41:32
2,9月20日消息，在2018杭州&middot;云栖大会，阿里巴巴集团宣布升级汽车战略：由车向路延展，利用车路协同技术打造全新的智能高速公路。 这一战略将由AliOS联合阿里云、达摩院、高德、支付宝、千寻位置、斑马网络等共同完成，旨在探索未来二十年的路。 据官方资料显示，从2014年开始，阿里巴巴,人工智能,阿里发布“车路协同”技术：打造“智能高速公路”,http://www.aihot.net/selfdriving/11780.html,2018-09-21 19:41:32
3,继顺风车下线、深夜停服、主动整改、迎接多部门入驻检查之后，9月15日夜间11点起，滴滴恢复深夜出行服务，并试行深夜运营规则。《每日经济新闻》记者第一时间就整改后滴滴出行App进行体验，发现各项安全措施确实已初步落地，但仍有留待完善之处。 在滴滴公布的七大安全整治措施中，一键报警,人工智能,滴滴“一键报警”实测：不止要按一个键,http://www.aihot.net/selfdriving/11779.html,2018-09-21 19:41:32
4,李开复是全球AI领域最积极的布道者，而创新工场的全新子公司创新奇智则希望成为AI时代智能化转型的尖刀。 这家刚刚成立六个月的公司，宣布聚焦在零售、制造、金融三个领域，开展AI赋能 的企业服务，目前，创新奇智拥有近两百人的技术和行业团队，依托创新工场人工智能工程院的AI技术专家群，打,人工智能,创新奇智CTO张发恩：AI+to B还是蓝海 将诞生新巨头,http://www.aihot.net/application/11778.html,2018-09-21 19:41:32
5,9月20日消息，在创办美团的第8个年头，王兴在香港迎来了美团的上市。今日美团点评正式在港挂牌上市。美团点评港股IPO定价69港元，发行4.8027亿股B类股，融资额约为42亿美元，估值达到528亿美元。 早上9:00 美团创始人王兴、联合创始人王慧文和穆荣均登场，公司高管、投资人代表等均到场。王,人工智能,第四大互联网公司，美团市值超小米京东仅次于BAT,http://www.aihot.net/other/finance/11777.html,2018-09-21 19:41:32
6,2018年9月15日，由重庆经开区、美国高通公司(Qualcomm)、中科创达（ThunderSoft）三方共同成立的重庆经开区&middot;Qualcomm中国智能物联网联合创新中心（以下简称联合创新中心）正式揭牌并投入使用。重庆市副市长李殿勋、美国高通公司首席执行官史蒂夫&middot;莫伦科夫、美国高通公司中国区,人工智能,高通中国智能物联网联合创新中心落成并投入使用,http://www.aihot.net/iot/11776.html,2018-09-21 19:41:32
7,9月20日消息，美国军方正试图让士兵们更容易地远距离作战。随着无人机战争的不断涌现，飞行员已经首次能够坐在美国的办公室，就在中东地区投下炸弹。现在，一名飞行员只需要借助他们的大脑就能够完成全部的作战任务，完全不需要用手动操控。 本月月初的时候，美国军事研究机构&mdash;&mdash;,人工智能,DARPA脑机接口技术突破，单人同时操控三架无人机,http://www.aihot.net/selfdriving/11775.html,2018-09-21 19:41:32
8,近日，清华大学联合阿尔山金融科技公司推出的数字钱包校园版，有多家媒体将其解读为法定数字货币应用试验田，从而引发各方争论。 在数字钱包校园版用户服务协议中提到，对数字货币及相关转账服务都进行了定义。其中提到，数字货币是货币的数字化体现，是先进的一种表现形式，与人民币永久锚定,人工智能,法定数字货币概念引争议 “清华数字钱包”被叫停,http://www.aihot.net/other/finance/11774.html,2018-09-21 19:41:32
9,9月20日消息，近日，vivo副总裁、全球AI研究院院长周围在世界人工智能大会上预测，2年之后的手机，将迎来大变革，将会成为一个自学习、自索引、自推荐的智能终端。 周围认为，届时消费者将会体会到所有功能都已经AI化后的手机，享受到被深度聚合后的各行各业的服务。包括具有很好用户体验的，互,人工智能,Vivo副总裁：两年后手机将迎来大变革,http://www.aihot.net/iot/11773.html,2018-09-21 19:41:32
10,9月19日消息，据TESLARATI报道，继美国太空探索技术公司SpaceX发布有关未来航天器BFR更新细节和签署首个绕月飞行合约之后，其首席执行官伊隆&middot;马斯克(Elon Musk)又在推特上表示，该公司打算用高清VR技术直播为期六天的整个太空旅行过程。高清VR技术旨在月球和地球之间建立前所未有,人工智能,马斯克想5年后VR直播绕月之旅，地月间网速能达标吗,http://www.aihot.net/other/vrar/2018-09-20/11772.html,2018-09-21 19:41:32
11,9月19日消息，2018云栖大会上，阿里巴巴正式发布杭州城市大脑2.0，管辖范围扩大28倍，覆盖面积增至420平方公里，相当于65个西湖大小。 据介绍，经过两年多的试点，城市大脑管辖范围扩大了28倍。总计420平方公里，相当于65个西湖。优化信号灯路口1300个，覆盖杭州四分之一路口，同时还接入了视频4500,人工智能,阿里发布城市大脑2.0：可实时指挥200名交警,http://www.aihot.net/application/11771.html,2018-09-21 19:41:32
