,brief,header,news_url,pubtime,savetime
0,原标题：最高法大数据：出租车案发率约为网约车13倍 网约车犯罪半数案发夜间 法制晚报·看法新闻（记者 赵加琪）20日下午，最高法院发布网约车与出租车服务过程中犯罪情况司法大数据 ...,最高法大数据：出租车案发率约为网约车13倍,http://news.sina.com.cn/s/2018-09-20/doc-ihkhfqnt3022400.shtml,大数据,2018-09-21 19:43:17
1,重庆商报 作者：张宇 9月20日，中国司法大数据研究院发布《网络约车与传统出租车服务过程中犯罪情况》专题报告。数据显示，2017年全年，全国各级人民法院一审结案的被告为网络约 ...,司法大数据：网约车安全性高于出租车,http://tech.sina.com.cn/i/2018-09-21/doc-ifxeuwwr6675734.shtml,大数据,2018-09-21 19:43:17
2,新浪科技讯 北京时间9月21日消息，9月20日，深圳医疗健康大数据创新应用国际大赛总决赛及颁奖仪式在深圳国际BT领袖峰会上举行。本次大赛以“数据驱动、智慧医疗”为主题，立足深圳 ...,全球首个国人心血管健康大数据大赛在深举行,http://tech.sina.com.cn/2018-09-21/doc-ihkhfqnt4782252.shtml,大数据大,2018-09-21 19:43:17
3,对于旅行社、酒店或是旅游景点、项目来说，线上线下融合成了大势所趋。挖掘OTA大数据 对于用大量线上数据的OTA们来说，如何使线上大数据能够真正提升客户体验，依旧需要落地到线 ...,旅游业线上线下融合背后：大数据和自媒体的狂欢时代,http://tech.sina.com.cn/i/2018-09-21/doc-ihkhfqnt3525648.shtml,大数据,2018-09-21 19:43:18
4,"大唐移动携手四川现代应急产业研究院，共促5G+大数据+应急产业发展】在""2018中国（成都）国际应急产业发展论坛""上，中国信科集团旗下大唐移动通信设备有限公司与四川现代应急产业研究 ...",大唐移动携手四川现代应急产业研究院，共促5G+大数据+应急产业发展,http://finance.sina.com.cn/7x24/2018-09-21/doc-ihkhfqnt4500076.shtml,大,2018-09-21 19:43:18
5,来源：中国司法大数据研究院 提供服务中犯罪总体情况 传统出租车司机万人案发率为0.627，网络约车司机万人案发率为0.048·2017年，全国各级人民法院一审审结的被告人为网络约车司机且 ...,最高法发布大数据报告：网约车案发率低于传统出租车,http://tech.sina.com.cn/i/2018-09-20/doc-ifxeuwwr6527174.shtml,大数据,2018-09-21 19:43:18
6,原标题：最高法司法大数据报告：网约车案发率远低于传统出租车 9月20日，最高人民法院发布《网络约车与传统出租车服务过程中犯罪情况司法大数据专题报告》。中国司法大数据研究院社 ...,最高法司法大数据报告：网约车案发率远低于传统出租车,http://news.sina.com.cn/o/2018-09-21/doc-ifxeuwwr6894921.shtml,大数据,2018-09-21 19:43:18
7,原标题：江苏发布去年黄金周出行大数据：夫子庙人最多，拙政园最拥挤 一年一度的十一黄金周即将来临，哪里人多？哪里路堵？交通出行、旅游景区再次成为民众和舆论关注焦点。日前 ...,江苏发布去年黄金周出行大数据：夫子庙人最多，拙政园最拥挤,http://news.sina.com.cn/o/2018-09-21/doc-ihkhfqnt5342297.shtml,大数据,2018-09-21 19:43:18
8,原标题：国家互联网基础资源大数据（服务）平台一期启动？？？？9月20日，中国互联网络信息中心（CNNIC）在京召开国家互联网基础资源大数据（服务）平台启动暨“网域”DNS系列产品发布 ...,国家互联网基础资源大数据（服务）平台一期启动,http://news.sina.com.cn/o/2018-09-21/doc-ihkhfqnt5339695.shtml,大数据,2018-09-21 19:43:18
9,原标题：最高法司法大数据报告：网约车案发率低于传统出租车 人民网北京9月21日电 最高法中国司法大数据研究院20日发布《网络约车与传统出租车服务过程中犯罪情况》司法大数据专题报 ...,最高法司法大数据报告：网约车案发率低于传统出租车,http://news.sina.com.cn/o/2018-09-21/doc-ifxeuwwr6900620.shtml,大数据,2018-09-21 19:43:18
