,header,pub_time,url
0,新西兰这片神奇土地 种出了NASA指定的太空粮食,9-21 19:30,http://www.chinanews.com/gj/2018/09-21/8633642.shtml
1,西班牙马德里地铁内一乘客电脑突然爆炸 致12人伤,9-21 19:23,http://www.chinanews.com/gj/2018/09-21/8633625.shtml
2,纽约一52岁女子在幼儿园持刀伤人 致3名儿童受伤,9-21 19:05,http://www.chinanews.com/gj/2018/09-21/8633606.shtml
3,民调显示51%的人反对安倍今秋提交自民党修宪案,9-21 18:58,http://www.chinanews.com/gj/2018/09-21/8633602.shtml
4,调查：超八成巴西人希望更多女性参与到政治舞台,9-21 18:52,http://www.chinanews.com/gj/2018/09-21/8633601.shtml
5,智利复活节岛海外石像身在何处？,9-21 18:50,http://www.chinanews.com/gj/2018/09-21/8633599.shtml
6,沃尔玛：对华加征关税将导致美国国内物价上涨,9-21 17:38,http://www.chinanews.com/gj/2018/09-21/8633554.shtml
7,泰国曼谷所有公园及公共场所禁止私自喂食鸽子,9-21 17:35,http://www.chinanews.com/gj/2018/09-21/8633512.shtml
8,你会花多少钱结婚？调查：澳近一半情侣负债办婚礼,9-21 16:42,http://www.chinanews.com/gj/2018/09-21/8633483.shtml
9,16个孩子还不够？！澳大利亚最大的家庭再添丁,9-21 16:35,http://www.chinanews.com/gj/2018/09-21/8633471.shtml
10,坦桑尼亚一艘船只倾覆已致86人死 船只严重超载,9-21 16:25,http://www.chinanews.com/gj/2018/09-21/8633451.shtml
11,阿富汗西部发生重大交通事故 造成15人死亡33人伤,9-21 15:52,http://www.chinanews.com/gj/2018/09-21/8633422.shtml
12,韩国7月一架直升机坠毁致5人死 事故原因系零件缺陷,9-21 15:47,http://www.chinanews.com/gj/2018/09-21/8633413.shtml
13,日文科省官员因受贿辞职 日媒：组织重振成当务之急,9-21 15:31,http://www.chinanews.com/gj/2018/09-21/8633389.shtml
14,威尼斯立法叫停游客不文明行为 最高罚款500欧元,9-21 15:00,http://www.chinanews.com/gj/2018/09-21/8633332.shtml
15,巴基斯坦邀请沙特参与中巴经济走廊建设,9-21 14:40,http://www.chinanews.com/gj/2018/09-21/8633257.shtml
16,“中华武术的传承――武术与现代生活”教学培训在尼泊尔学校开展,9-21 14:40,http://www.chinanews.com/gj/2018/09-21/8633253.shtml
17,日媒：备战2019日本参院选举 安倍计划维持现有内阁,9-21 14:28,http://www.chinanews.com/gj/2018/09-21/8633291.shtml
18,坦桑尼亚发生沉船事故至少44人遇难 多人下落不明,9-21 14:25,http://www.chinanews.com/gj/2018/09-21/8633256.shtml
19,美国密歇根州州长接受CGTN专访：中美贸易战对谁都没有好处,9-21 14:23,http://www.chinanews.com/gj/2018/09-21/8633286.shtml
20,中国驻纽约总领馆举行国庆69周年招待会,9-21 14:22,http://www.chinanews.com/gj/2018/09-21/8633255.shtml
21,佐科与普拉博沃二度竞逐印尼总统宝座,9-21 14:17,http://www.chinanews.com/gj/2018/09-21/8633182.shtml
22,越南国家主席陈大光因病医治无效去世 享年61岁,9-21 13:38,http://www.chinanews.com/gj/2018/09-21/8633223.shtml
23,美国坚持朝鲜应弃核在先,9-21 13:26,http://www.chinanews.com/gj/2018/09-21/8633208.shtml
24,国际观察：欧盟峰会难解移民和“脱欧”问题,9-21 13:22,http://www.chinanews.com/gj/2018/09-21/8633202.shtml
25,越南国家主席陈大光去世 享年61岁,9-21 13:13,http://www.chinanews.com/gj/2018/09-21/8633188.shtml
