,brief,header,pub_time,type,url
0,腾讯在财报中表示，其他业务收入2018年Q2收入同比增长81%及环比增长10%，至人民币174.96亿元，主要是由支付、相关金融服务以及云服务贡献。,腾讯发布Q2财报，支付、金融、云服务增速超手游,3分钟前,AI+,https://www.leiphone.com/news/201808/bAo8gLec0LxiDDh1.html
1,恰逢地产商正在转型，AI热潮也再度兴起，擅长ToB业务的智能语音龙头科大讯飞会有怎样的智能家居战法？能否携手地产商快速撬动智能家居市场？,深度解读科大讯飞智能家居战法，如何与地产商携手快速撬动千亿市场？,3小时前,业界,https://www.leiphone.com/news/201808/GKXlSOFUwVwSyWAU.html
2,5月末，美国人对中国汽车制造商比亚迪给出了截然相反的评价。,搅动美国公交市场的中国“鲶鱼”何以遭质疑,5小时前,业界,https://www.leiphone.com/news/201808/PBYiufBSuvitbTjD.html
3,三星认为这将加速 5G 的商业化脚步；同时三星也已经与一批全球的运营商和合作作伴进行 5G 方面的合作。,三星发布首款全面符合最新标准的 5G 基带，2018 年年底见,7小时前,业界,https://www.leiphone.com/news/201808/ToyZ8JqcXAZtQDS6.html
4,YC进军中国的消息也揭示了陆奇的全新选择。,陆奇全新选择：Y Combinator宣布正式进入中国 陆奇担任YC中国创始人及CEO,10小时前,业界,https://www.leiphone.com/news/201808/ROfUbjC8PpKBnB9i.html
5,雷锋早报，为你筛选科技热点。,贾跃亭的FF91今日国内首试；苹果招聘曝光新的定制芯片；以太币价格一日大跌20% | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201808/p1beCa5SkwVwkm6t.html
