,brief,header,pubtime,savetime
0,据人民日报报道，航天信息提供的基于区块链的电子票据系统在北京、山东、湖北、安徽、宁夏等地试运行状况良好，入链发票及非税票据达 30 余万张，将有助于提升票据流通领域信息化水平，有效降低管理成本。航天信息董事长时旸表示，航天信息采用区块链技术，建立了税局监管、第三方服务平台和社会组织共治的电子票据链，将电子票据数据、流转、状态等信息上链，实现对这些信息的锁定，做到电子票据可信、可验证、可追溯，解决了电子票据的监管与使用困难。,人民日报：基于区块链的电子票据系统入链发票及非税票据达 30 余万张,17:33,2018-08-15 19:50:55
1,据联合新闻报道，在新北市区块链产业发产研讨会中，台湾立法委员许毓仁表示，要在新北建 3800 坪区块链经济特区基地，打造全世界最前瞻区块链特区；新北市长朱立伦也表示，今年新北将成立区块链推动办公室。许毓仁会后说，区块链实验特区希望在年底前可确认场地，该特区要有一条龙服务，包括投资、媒合、技术合作、人才培育及产业对接等 5 项服务，预期特区成立可带进 200 家企业，估计有 20 亿美金投资量，吸引全世界来台设研发中心。,台湾新北市计划建立区块链经济特区基地,17:27,2018-08-15 19:50:55
2,据 CCN 消息，澳大利亚区块链公司 Identitii Limited 近日在澳大利亚证券交易所上线了价值 1100 万美元的 IPO，以每股 75 美分的价格出售 1460 万股，所得款项将用来支付 Identitii 的反洗钱解决方案 Serra 的开发和营销费用。,区块链公司发起 IPO 募资 1100 万美元用于开发反洗钱解决方案,17:24,2018-08-15 19:50:55
3,俄罗斯列宁格勒州首个加密货币采矿基地将于 8 月 20 日投入运营，新基地将成为俄罗斯最大的加密货币采矿项目。,俄罗斯列宁格勒州首个加密货币采矿基地将于 8 月 20 日投入运营,17:15,2018-08-15 19:50:55
4,NetCentric 量化投资交易平台正式宣布获得火币全球生态基金投资。据悉，新一轮融资将用于推进量化交易策略平民化、数字资产投资自动化的建设。目前 NetCentric 已得到包括火币生态，ICONIZ 标准资本，浮点资本等多家机构的战略投资。,数字资产量化投资平台 NetCentric 正式宣布获得火币全球生态基金投资,16:58,2018-08-15 19:50:55
5,据彭博，比特大陆最早 9 月在香港申请上市，募资规模不超过 30 亿美元。此前，比特大陆已完成 5.6 亿美元融资，这一轮融资前估值为 140 亿美元，融资后，比特大陆估值为 146 亿美元。有消息称，比特大陆这一轮融资窗口很短，完成时间很快，以至于很多投资人完成投资流程的时间不够，没能参加到比特大陆这一轮融资。,比特大陆最早 9 月申请上市，募资规模不超过 30 亿美元,15:22,2018-08-15 19:50:55
6,据 Coindesk 消息，区块链初创公司 CrownThrown 计划筹资 1 亿美元建立新式橄榄球联盟 Crown League。该公司的执行主席 Dan Nissanoff 称，该联盟起初有 12 只队伍，粉丝可以通过平台币来运作这些队伍。该公司称，这可以让粉丝真正体会到拥有一支队伍，粉丝们将会分享队伍所有权的股份。据悉，该平台将在 12 月发布在测试网络上，计划在明年夏天运营。,区块链公司 CrownThrown 计划筹资 1 亿美元建立橄榄球联盟，粉丝通过平台币运作队伍,15:14,2018-08-15 19:50:56
7,日本社交巨头 LINE 公告，近期通过其最近成立的子公司 Unblock Ventures 推出 1000 万美元代币风投基金，目的是投资区块链初创公司，以促进技术发展。,日本社交巨头 LINE 推出 1000 万美元代币风投基金,15:10,2018-08-15 19:50:56
8,全球负有盛名的创业加速器 Y Combinator 宣布正式进入中国；陆奇担任 YC 中国创始人及首席执行官，并任 YC 全球研究院院长。陆奇在接受采访时表示，我对区块链技术长期看好，它的特性带来很多好处。,百度前总裁陆奇担任 YC 中国创始人，称对区块链技术长期看好,14:13,2018-08-15 19:50:56
9,电气和电子工程师协会 Institute of Electrical and Electronics Engineers（简称IEEE）标准协会主席 Don Wright 日前率 IEEE 标准协会研究区块链、人工智能和物联网的专家团队来到中国杭州，为蚂蚁金服颁发了 IEEE-SA 高级会员证书，蚂蚁金服成为 IEEE 标准协会高级会员，并将参与区块链等领域标准制定。,蚂蚁金服成为 IEEE 标准协会高级会员，将参与区块链等领域标准制定,12:15,2018-08-15 19:50:56
10,根据 Bitcoin.com 消息，泰国的比特币诈骗案的主犯 Prinya Jaravijit，在被逮捕之前就已经通过韩国逃往美国。正在调查案件的泰国警察犯罪抑制司（CSD）要求美国当局帮助追踪他。而泰国证券交易委员会作为泰国的加密货币监管机构则发布声明，警告公众有关加密货币相关的欺诈行为。,泰国比特币诈骗案主犯保释期间逃亡美国,10:51,2018-08-15 19:50:56
11,据 Khon2 报道，比特币诈骗者声称 Hawaiian Electric、Maui Electric 和 Hawaii Electric Light 等美国夏威夷州电力公司有过期的公用事业账单需要客户支付，并且客户被指示使用比特币进行支付，如果没有立即付款，诈骗者威胁他们要断开其电力服务。,美国夏威夷州电力公司陷入比特币骗局,10:50,2018-08-15 19:50:56
12,"全球知名创业投资及加速器 Y Combinator 周三宣布正式入华，并成立 Y Combinator 中国，同时 YC 还正式宣布由陆奇出任 YC 中国创始人及首席执行官，全权负责 YC 在华业务发展，并担任 YC 全球研究院院长，领导 YC 全球研究院的前沿科学研究。YC 成立于 2005 年，总部位于美国加州山景城，致力于为初创企业提供全方位的创业解决方案，推动技术驱动型创新。截至目前 YC 已加速超过 1,900 家初创公司，这些公司的总估值高达 1 千亿美元，总融资规模逾 180 亿美元。",陆奇担任 Y Combinator 中国创始人及 CEO,10:40,2018-08-15 19:50:56
13,ADA 币联合创始人 Charles Hoskinson 在与网友互动中表示，比特币核心 BTC Core 开发团队非常难接触，不愿与 ADA 团队进行任何研发问题对话。不过他表示，比特币现金 BCH 团队比较好接触，与 ADA 币团队进行过对话，但他表示，比特币现金是一个很排外的中心化项目，不欢迎外部人加入。,ADA 联合创始人：BTC Core 团队比 BCH 团队难接触,10:13,2018-08-15 19:50:56
14,"据香港《大公报》消息，香港科技大学商学院获得香港研究资助局近 2,000 万港币的研究经费，用于提高电子支付系统的安全能力。该项目将联合香港大学、香港中文大学等，统筹人谭嘉因教授 20 年前就为汇丰银行研发的香港电子货币「Mondex」操刀。项目设 8 个专责小组，包括最热门的区块链、网络保安、人工智能学习、AI 财务顾问等。","香港科大获 2,000 万研究经费，涉及区块链项目",08月15日 05:36,2018-08-15 19:50:56
15,据《韩国中央日报》 13 日报道，韩国济州特别自治道知事正式提请中央政府将该岛列为「区块链和加密货币特区」。知事 Won Hee-ryong 表示，允许济州岛的初创公司在岛上自由 ICO，这将使得它成为国内创业公司寻求通过加密货币筹款的有吸引力的目的地。此外，政府应尽快允许区快链和加密货币公司运营。Won 曾公开表示希望把济州岛发展为像马耳他一样的区块链中心。,韩国济州岛正式申请成为「区块链和加密货币特区」,08月15日 05:32,2018-08-15 19:50:56
16,据美国证券交易委员会 SEC 官网消息，SEC 近日对 Tomahawk Exploration 公司及其创始人 David T.Laurance 发布了永久禁令，禁止其在上市公司任职以及交易或持有低价股。SEC 称该公司及其创始人试图通过出售代币「Tomahawkcoins」，但宣传中存在明显的夸大和欺诈，比如谎称公司拥有钻井租赁权。SEC 称：投资者应该警惕传统欺诈伪装成基于区块链的 ICO，例如石油和天然气计划。,美国 SEC 对数字货币欺诈公司下达永久禁令,08月15日 05:31,2018-08-15 19:50:56
