,brief,header,pubtime,savetime
0,继获得全球 21 个机构作为超级节点投资之后，Bgogo 交易所又获得了包括美国 CNBC、策源创投、共识实验室、AlphaCoin、币用、印尼 KNS、IOST 基金会、了得资本、澳洲 Kosmos 等多家著名机构投资。其平台币 BGG 上线后，24 小时交易额超过 4 亿美元。,Bgogo 交易所获美国财经媒体巨头 CNBC 等多家机构投资,14:47,2018-09-17 20:12:44
1,据 Coingeek 消息，美国数字资产交易所 Coinbase 近日宣布，将于 2019 年招聘 150 名新员工。,2019 年 Coinbase 将招聘 150 名新员工,12:50,2018-09-17 20:12:44
2,据中国经营报消息，快播创始人王欣执掌的深圳市云歌人工智能技术有限公司一位负责人透露，公司目前未考虑向基于区块链技术的虚拟货币领域做延伸。他表示，目前公司在人工智能领域主要布局在应用层市场，区块链方面主要是希望能推进区块链技术的落地及行业的健康发展，相关的产品还在研发中。,王欣旗下公司负责人透露公司尚未考虑延伸至虚拟货币领域,12:47,2018-09-17 20:12:45
3,据新浪财经消息，多位消息人士表示，央行基于区块链的数字货币研究已取得阶段性成果，原型方案已初步确定，法定数字货币的原型系统 Demo 有望在春节后推出。此前，央行发行法定数字货币的原型方案已完成两轮修订。专业人士表示，方案原型、票据试验本就是时间计划表上按步推进的事情，也就是说，这个有望春节后推出的数字货币系统 Demo，也应该是配合数字票据系统一起使用，作为原型推出。,央行数字货币原型方案初步确定，系统预计春节后推出,12:45,2018-09-17 20:12:45
4,据日本经济新闻消息，日本 triple-1（tripleone，福冈市）开发出用于比特币挖矿、速度达到之前速度大约 2 倍的半导体。该公司将线路宽度为 7 纳米的专用集成电路的生产委托给台积电。据悉，样品中耗电 750 瓦的计算速度是 14.5TH/s，是比特大陆半导体 S9 速度的 2 倍。尽管日本进展神速，仍未超过中国。中国神马矿机 M10 算力高达 33TH/S±5%，为目前全球矿机市场中算力最大的矿机。,日本 tripleone 加密货币挖矿计算速度达比特大陆 S9 的 2 倍,12:43,2018-09-17 20:12:45
5,9 月 17 日上午，俄罗斯总统普京经济顾问 Sergey Glazyev 在火币董事长李林陪同下，到火币公司进行参观考察，并与李林展开亲切友好谈话。Sergey Glazyev 是俄罗斯坚定的区块链技术支持者，主张采用区块链技术协理政务，打击腐败、各类金融诈骗。Sergey Glazyev 对李林的邀请和接待表示感谢，并表示未来有很大的合作空间。,俄罗斯普京经济顾问 Sergey Glazyev 以私人身份访问火币,12:33,2018-09-17 20:12:45
6,Tezos XTZ 基金会宣布，将在美国时间周一正式启动 Tezos 区块链主网，届时正式结束 beta 阶段。Tezos 是一个通用的且能够自我进化的加密数字账本。其最大优势是可以吸收任何一种基于区块链的账本好的方面，其将常规区块链上的各种操作以单纯的功能模块的方式实现。比特币、以太坊、Cryptonote 等都可以在 Tezos 内通过网络层接口实现，进而被表征。,Tezos 主网周一正式启动,07:41,2018-09-17 20:12:45
7,9 月 15 日，火币创始人李林在朋友圈发表了对稳定币的看法。他表示，行业逐渐意识到稳定币/法定数字货币才是区块链行业最重要的基础设施，它的重要性与支付对互联网的重要性一样，没有互联网支付，电商、O2O 等互联网应用都无法落地。并指出，随着稳定币的发展，预计业内很快就会出现大量基于稳定币/法定数字货币的区块链应用，火币近期也会孵化一个基于稳定币（自己不发币）的区块链应用作为尝试。,火币李林：近期会孵化一个基于稳定币的区块链应用,07:38,2018-09-17 20:12:45
8,据 Coindesk 消息，以太坊基础设施的虚拟机 EVM 部分正准备进行一次彻底的重写。重写后，目前的 EVM 将被一个名为 eWASM 的新虚拟机所取代。eWASM 是以太坊版本的 WASM 代码。负责 eWASM 开发的 Rettig 说:「与 EVM 相比，有许多高薪，非常有经验的工程师，以及数千个专业工程师花许多时间投入 『WASM』 构造中。」,以太坊虚拟机正在彻底重写,07:35,2018-09-17 20:12:45
9,据 BitGo 网站显示，ELF 成为首批加入 BitGo 托管服务币种之一。近日区块链技术服务公司 BitGo 成为美国本土首个获美国监管局批准，开展加密资产托管服务的公司，其业务将面向机构客户 BitGo 将定期接受美国监管部门严格的了解客户 KYC 和反洗钱 AML 审核 ，以及财务审计和月度披露信息等。美国监管部门将确保 BitGo 业务、财务的透明性和公开性。,ELF 首批加入 BitGo 加密资产托管服务,07:34,2018-09-17 20:12:45
