,brief,header,pubtime,savetime
10,据 IMEOS 报道，REX 电报群成员们在讨论关于 REX 和 EOS 的转换问题，有成员提到 BM 表示任何时候 REX 持有者都可以按照账簿价值把 REX 转换为 EOS，还是说 30 天租期之后。BM 答复：「可借出和已被借之间剩余部分，任何时候都可以。」并且说到：「REX 不会改变 token 的权利。」,BM 回应关于 REX 持有者随时转换回 EOS,07:32,2018-09-17 20:12:45
11,据 CCN 消息，针对 BitGo 近日获得监管许可运行数字货币托管业务，BitGo 首席执行官 Mike Belshe 表示：「数字货币托管业务是基础设施中缺少的一环。对冲基金、家庭办公室都需要这项业务，只有一个接受监管的数字资产存储机构出现时，他们才能参与数字货币。这是一个新行业的早期阶段，而现在这个行业波动性很强。看现在的趋势来说我们处于一个循环的下降部分，但是众多机构看到了机会。」,BitGo CEO：数字货币托管业务是基础设施中缺少的一环,07:26,2018-09-17 20:12:45
12,据 CoinCryptoRama 消息，知名网络安全公司 Segasec 的报告显示，与《财富》 500 强银行相比，以太坊钱包 MyEtherWallet MEW 记录的黑客攻击未遂案例更多。Segasec 负责保护 MEW 免受恶意攻击。,Segasec：以太坊钱包记录黑客攻击未遂案例多过财富 500 强银行,07:24,2018-09-17 20:12:45
13,据 OKEx 数据显示，目前做多账户 60%，做空账户 37%，主力多头持仓比例 23.94%，主力空头持仓比例 18.21%，从数据看，做多主力账户依然占优，比例变化不大，市场整体相对平稳。当月 BTC0928 合约价格为暂报 6409.01美元，现货价格为 6490.11 美元，贴水 81.1 美元，为近期较高的贴水值，交割日临近，投资者看淡未来 2 周的价格走势。,BTC 期货合约持仓变化,07:21,2018-09-17 20:12:45
14,港交所 9 月 14 日更新的待处理发行人名单中未出现比特大陆的名字，即比特大陆尚未提交上市审核资料。媒体此前报道称，比特大陆会于 8 月末向港交所提交上市申请表。,比特大陆尚未向港交所提交 IPO 审核资料,07:19,2018-09-17 20:12:45
15,据 CB Insights 最新发布的报告，多家科技公司积极拓展区块链领域，其中科技巨头 IBM 占领了企业级区块链市场份额的 32%。该报告称， IBM 有超过 1500 名员工从事区块链相关工作。,CB Insights 称 IBM 占领了企业级区块链市场份额的 32%,09:02,2018-09-17 20:12:46
16,Tezos 基金会宣布，周一将正式发布 Tezos 区块链，届时，主网将全功能运转，该项目也将完全由社区运营，从此不再是测试状态。Tezos 代币目前总市值超过 10 亿美元。,Tezos 主网周一将正式上线,05:49,2018-09-17 20:12:46
17,总部位于新加坡的加密货币交易所 Digifinex 决定在其提供的交易对中，用稳定币 TrueUSD 取代 USDT。该交易所联合创始人 Kiana Shek 表示，自己不信任 USDT，过去几个月中已经在采取行动，寻找方法不提供 USDT 交易。据 CoinMarketCap 信息，以交易量计算，Digifinex 是全球第 16 大交易所。,全球第 16 大交易所 Digifinex 将用 TrueUSD 取代交易对中的 USDT,05:44,2018-09-17 20:12:46
18,塞浦路斯证券及交易委员会 CySEC 成立了一个区块链创新中心，通过该创新中心申请流程的企业，可接触更多专门的知识并参与行业会议，并可就区块链创新相关问题与塞浦路斯证券及交易委员会保持沟通。塞浦路斯证券及交易委员会主席 Demetra Kalogerou 表示，该监管机构愿意与专家互动，进一步了解区块链进入金融市场后的带来的有利影响和风险。,塞浦路斯证券监管机构希望与区块链专家保持互动,05:34,2018-09-17 20:12:46
19,CoinDesk 报道称，Coinbase 计划在纽约招募更多员工，计划明年纽约办公室的人员数量从目前的 20 名员工增加到 150 名左右，以更好为机构投资者提供服务。Coinbase 旗下为机构投资者提供服务的业务部门 Coinbase Institutional 的总经理 Adam White 表示，当市场调整时，机构投资者并没有失去兴趣。,Coinbase 将扩充纽约办公室，为机构投资者提供服务,05:31,2018-09-17 20:12:46
