,brief,classes_name,header,news_url,pubtime,savetime
0,日本潜艇首次赴南海演练，正在赴越南金兰湾途中；我外交部回应：敦促有关域外国家务必慎重行事，不要做损害地区和平稳定的事>>详情,澎湃新闻,日本潜艇首次赴南海演练，外交部：别做损害地区和平稳定的事,https://www.thepaper.cn/newsDetail_forward_2449249,2小时前,2018-09-17 20:11:34
1,最近央视曝光的多起台湾间谍策反大陆学生的案件，可谓触目惊心！而大陆青年学生成为台湾间谍情报机构的主攻对象，对有关部门敲响了警钟，也理应引起整个社会的深刻思考。,澎湃新闻,曝光台湾女间谍策反大陆学生释放信号：莫把善意当无能,https://www.thepaper.cn/newsDetail_forward_2449261,1小时前,2018-09-17 20:11:35
2,中国电视剧制作产业协会针对收视率造假发布声明称，协会坚决拥护国家广电总局采取相关措施开展调查，对违法违规问题进行严肃处理。,澎湃新闻,中国电视剧制作产业协会声明：抵制收视率造假行为,https://www.thepaper.cn/newsDetail_forward_2449348,1小时前,2018-09-17 20:11:35
3,在上海举行的世界人工智能大会，也终将成为一座里程碑。它不仅是源于顶尖科学家、业界大咖的出席，还源于国家最高领导人的关注，以及一个大国、一个世界级城市的热情拥抱。,澎湃新闻,【社论】打造“上海高地”，见证未来已来,https://www.thepaper.cn/newsDetail_forward_2449494,1小时前,2018-09-17 20:11:35
4,西安交通大学校长王树国说，“作为大学‘掌门人’，我有些恐慌，很多新的技术成果已不是产生于大学之内，使我们反思，社会走到我们大学前面去了，大学存在的价值何在？”,澎湃新闻,全球知名高校校长聚首上海，共话跨国人工智能合作研究,https://www.thepaper.cn/newsDetail_forward_2449765,4分钟前,2018-09-17 20:11:35
5,廖怡收到朋友转发的省公安厅追逃信息后，自知逃亡无望，乘车辗转赶往恩施自首，由于害怕在路上被举报、抓获导致“自首落空”，他出发前就电话联系了恩施警方。,澎湃新闻,湖北被通缉的90后涉黑嫌犯自首：一早出发，赶一天路到警局,https://www.thepaper.cn/newsDetail_forward_2448766,13分钟前,2018-09-17 20:11:35
6,9月17日，广东深圳。超强台风“山竹”过后的第一天，不少被吹断的树枝树干影响市区交通，美团外卖的骑手们自发参与到当地的灾后自救中，协助交警清理街道、清除路障。,澎湃新闻,深圳：台风后首日，外卖哥自发清除路障,https://www.thepaper.cn/newsDetail_forward_2449795,14分钟前,2018-09-17 20:11:35
7,中央气象台9月17日18时解除台风蓝色预警：由于“山竹”已经减弱为热带低压，且其强度未来持续减弱，中央气象台今天下午6点钟解除台风蓝色预警。,澎湃新闻,中央气象台解除台风蓝色预警：“山竹”已经减弱为热带低压,https://www.thepaper.cn/newsDetail_forward_2449517,16分钟前,2018-09-17 20:11:35
8,16日登陆广东的台风“山竹”引发珠江水倒灌，广州多地遭受水浸，不少道路树木横倒，部分地下车库积水成“湖”。,澎湃新闻,“山竹”引珠江水倒灌，广州部分车库成“湖”一片狼藉,https://www.thepaper.cn/newsDetail_forward_2449701,16分钟前,2018-09-17 20:11:35
9,近日，湖南省长沙市公安局通报了近期破获的一起公安部督办的特大毒品案件，刑事拘留犯罪嫌疑人34人，行政处罚吸毒人员100人，查获毒品大麻成品共计19.2公斤。,澎湃新闻,湖南摧毁跨五省特大网络贩毒团伙，一歌手竟是“一级代理”,https://www.thepaper.cn/newsDetail_forward_2449741,17分钟前,2018-09-17 20:11:35
10,9月16日，今年第22号台风“山竹”登陆香港、澳门，造成当地民众财产损失。商务部高度关注，并积极采取措施保障灾后内地对港澳鲜活农副产品和重建物资供应工作。,澎湃新闻,商务部：采取措施保障灾后内地对港澳农副产品供应,https://www.thepaper.cn/newsDetail_forward_2449591,17分钟前,2018-09-17 20:11:35
11,外交小灵通微信公众号9月17日报道，2018年9月15日，国务委员兼外交部长王毅在越南胡志明市会见越共中央政治局委员、胡志明市市委书记阮善仁。,澎湃新闻,王毅在越南会见越共中央政治局委员、胡志明市市委书记,https://www.thepaper.cn/newsDetail_forward_2449715,18分钟前,2018-09-17 20:11:35
12,近日，律师易胜华一篇“火车换铺有感”的文章引来网友围观，网友质疑其是道德绑架。对此，易胜华回应称，将就某些网友的恶意诋毁和诅咒诉诸法律，以维护名誉权。,澎湃新闻,想上铺换下铺被拒、发文批评又被指道德绑架，律师称用法维权,https://www.thepaper.cn/newsDetail_forward_2449610,19分钟前,2018-09-17 20:11:35
13,近日，一段“面包车撞多人”的视频在微信群中传播，传言称事发地为“浦东高桥地区的第七人民医院门口”。,澎湃新闻,上海市第七人民医院门口发生面包车失控事故？警方辟谣,https://www.thepaper.cn/newsDetail_forward_2449785,26分钟前,2018-09-17 20:11:35
14,韩国总统文在寅18日将前往平壤，与朝鲜最高领导人金正恩会晤。韩国总统府国民沟通首席秘书尹永灿17日表示，文在寅将于当地时间18日早上8点从官邸出发。,澎湃新闻,金文会前瞻：为避早高峰文在寅将坐直升机去机场乘专机飞平壤,https://www.thepaper.cn/newsDetail_forward_2449688,26分钟前,2018-09-17 20:11:36
15,中方一贯支持老柬双方本着和平友好精神通过协商妥善解决争端，乐见双方近期就有关问题达成共识。,澎湃新闻,老挝柬埔寨就领土争议达成共识，外交部：支持协商解决争端,https://www.thepaper.cn/newsDetail_forward_2449403,29分钟前,2018-09-17 20:11:36
16,公司对涉事快递员张某的违法行为严厉谴责，会坚决支持法律给予的应有惩处。事件给当事人及其家属带来了身心伤害，给行业和社会造成了不良影响。,澎湃新闻,中通通报快递员强奸女客未遂案：建信用黑名单，定期法制考试,https://www.thepaper.cn/newsDetail_forward_2449734,34分钟前,2018-09-17 20:11:36
17,自从1978年中国经济体制改革的大幕拉开以来，有关经济学在中国的发展、创新问题的争论，就像中国的经济体制改革大讨论一样，从未停止过。,澎湃新闻,问政智库｜肖林：中国经济学话语体系、分析框架、重大问题,https://www.thepaper.cn/newsDetail_forward_2449442,38分钟前,2018-09-17 20:11:36
18,9月14日安徽阜阳。一女子因和对象吵架跳河轻生，路人多次拦住行人希望大家施救。一钓鱼男子跳水救起女子。面对消防员询问，男子称“咋不救，死了也要救，这是好事。”,澎湃新闻,路人冒险救下跳河轻生女：我死了也要救,https://www.thepaper.cn/newsDetail_forward_2449023,42分钟前,2018-09-17 20:11:36
19,澎湃新闻注意到，9月17日，包括辽宁、陕西、山东、海南等省份在内，又有一批台湾间谍案通过地方媒体公之于众，目前已有8起。,澎湃新闻,央视曝光一批台湾间谍案后，山东海南等四地再通报8起,https://www.thepaper.cn/newsDetail_forward_2448959,43分钟前,2018-09-17 20:11:36
20,经历台风“山竹”洗礼，商铺损失较为严重，门前堆满水浸茶叶与纸箱，约有半个人高。积水被茶叶浸成褐色，空气中散发茶叶与纸箱的味道。,澎湃新闻,山竹过后：广州芳村茶叶市场堆满水浸茶叶，“来不及抢救”,https://www.thepaper.cn/newsDetail_forward_2449537,43分钟前,2018-09-17 20:11:36
21,狂暴的山竹来了，洗劫了大片地区，所到之处一片狼藉，让人心塞。但是，台风这玩意儿究竟是咋来的，你清楚吗？,澎湃新闻,台风“山竹”走了，它去哪儿了？,https://www.thepaper.cn/newsDetail_forward_2447934,45分钟前,2018-09-17 20:11:36
22,遵照最高人民法院下达的死刑执行命令，2018年9月17日，贵州省毕节市中级人民法院依法对故意杀人罪犯聂祥执行死刑。,澎湃新闻,杀人犯聂祥被执行死刑：有预谋、有计划地杀人，致2死2伤,https://www.thepaper.cn/newsDetail_forward_2449691,52分钟前,2018-09-17 20:11:36
23,中超第13轮补赛将在上海上港和广州恒大间打响，积分榜上，上港领先恒大1分。联赛剩下8轮的情况下，这场比赛的最终结果，可能对本赛季联赛冠军的最后归属起到决定作用。,澎湃新闻,榜首大战上港恒大都不想保平，佩雷拉不示弱：中超没有巨无霸,https://www.thepaper.cn/newsDetail_forward_2449626,57分钟前,2018-09-17 20:11:36
24,当早起上班的你，庆幸躲过了大风大雨的“侵袭”时，却有这样一群人在这场风雨中，从未缺席，彻夜不眠！,澎湃新闻,90后网店客服掏空老板账户，5天自我“打赏”红包32万元,https://www.thepaper.cn/newsDetail_forward_2448929,58分钟前,2018-09-17 20:11:36
25,5天时间，温州一淘宝店客服小陈因网络赌博动贪念，自我打赏2000多次，掏空老板账户，所得金额32万余元——她感觉自己像做了一场梦。直到民警上门，她才如梦初醒。,澎湃新闻,央行“意外”通过MLF投放2650亿元，下一步会降准吗？,https://www.thepaper.cn/newsDetail_forward_2448919,1小时前,2018-09-17 20:11:37
26,9月17日早间，市场没有如期等来央行逆回购操作的消息，而是意外等到了期限更长的资金—一年期中期借贷便利（MLF）。,澎湃新闻,“上饶两教师家属无证办幼儿园”续：一家关停，一家正取缔,https://www.thepaper.cn/newsDetail_forward_2449627,1小时前,2018-09-17 20:11:37
27,经查，洋口镇鹤山幼儿园办园地址在洋口镇祝家墩村，办园规模仅一个小班，属无证办学；“启蒙学前班”办园地址在永丰街道西山居，规模仅29名幼儿学生，同样属无证办学。,澎湃新闻,男子地铁站里连续两天猥亵同一女乘客，“她打扮像我女朋友”,https://www.thepaper.cn/newsDetail_forward_2449609,1小时前,2018-09-17 20:11:37
