,header,pub_time,url
0,亚马逊市值蒸发2600亿美元，称霸全球云服务的他怎么了？,3小时前,https://ai.ofweek.com/news/2018-11/ART-201712-8500-30283011.html
1,全球OCR文字识别测试最新结果公布：中国军团霸屏,5小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8470-30282958.html
2,人工智能商业化应用的六大典型行业,5小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8140-30282971.html
3,启英泰伦CI1006和人麦信息YQ5969离线语音识别效果哪家好？看专家怎么说？,5小时前,https://ai.ofweek.com/news/2018-11/ART-201719-8330-30282939.html
4,《新一代人工智能产业创新重点任务揭榜工作方案》解读,9小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8120-30282877.html
5,解码“认知之轮”：AI与人类的终极一战,9小时前,https://ai.ofweek.com/news/2018-11/ART-201717-8140-30282864.html
6,神经网络突破：给未来的量子AI铺路,9小时前,https://ai.ofweek.com/news/2018-11/ART-201717-8140-30282863.html
7,双足机器人除了拍戏，应用场景太多正在变成困扰,9小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8500-30282844.html
8,未来战场主宰者 人工智能改变战争,10小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8470-30282835.html
9,如何防止AI将你认成“大猩猩”？光靠肤白可不行,11小时前,https://ai.ofweek.com/news/2018-11/ART-201720-8140-30282768.html
10,热爱机器人的软银，又给它的家族添了一名新成员Whiz,11小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8140-30282741.html
11,调查显示58%美国人认为AI算法存在偏见,11小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8470-30282730.html
12,泛人工智能简报：区块链商用时代加速到来,19小时前,https://ai.ofweek.com/news/2018-11/ART-201721-8140-30282682.html
