,brief,classes_name,header,news_url,pubtime
0,上海网约车市场迎来了新的玩家。 11月18日，上汽集团移动出行战略品牌享道出行在上汽荣威智能广场宣布开启试运营。 享道出行在上汽荣威智能广场宣布开启试运营。 据悉，本次试运营将从上汽集团及产业链内外部员工起步，逐步向外界用户开放，试运营期间将全面测试并优化享道出行平台的,人工智能,上汽网约车平台启动试运营：短途收费介于滴滴快车,http://www.aihot.net/selfdriving/12476.html,2018-11-20 20:27:42
1,近日，有消息称，锤子科技陷入资金荒，资金链极度紧张以至于不够支付员工工资，并称锤子科技实际已开启全公司裁员计划，最终只留下40%的人员，且暗示锤子科技CEO罗永浩可能患有抑郁症。 这一消息，引发罗永浩的强烈反对，其称自己将起诉，罗永浩甚至称自己要针对抑郁症的说法亲赴医院出具检查报告,人工智能,罗永浩被指无法支付工资，锤子：有危机 但请给时间,http://www.aihot.net/iot/12475.html,2018-11-20 20:27:42
2,2018年10月31日，腾讯董事长马化腾发表了一封公开信。在公开信中，他声称：移动互联网的上半场已经接近尾声，下半场的序幕正在拉开。而互联网的主战场，正在从消费互联网向产业互联网转移。这一判断再度引发各界对于产业互联网发展进程的关注。 （一）产业互联网是什么？ 那么，被各界追捧的产业,人工智能,"马化腾总在说""产业互联网"":它机遇何在?如何破",http://www.aihot.net/iot/12474.html,2018-11-20 20:27:42
3,11月19日消息，据国外媒体报道，像曾经的DIY电脑一样，现在也有很多人工智能爱好者在利用现有的工具和数据开发自己的人工智能系统。 1975年冬末，在旧金山半岛附近的公告板上开始出现了一则写在纸片上的邀请。你在造自己的电脑吗？它这样问道，或者其他什么数字黑魔法盒？如果是这样的话，你可能,人工智能,当年DIYer迷恋装电脑，如今他们转向了人工智能,http://www.aihot.net/iot/12473.html,2018-11-20 20:27:42
4,人工智能（AI）人才薪水之高、涨幅之大，颇有令人瞠目结舌之感。 一年前，针对AI领域的应届毕业生，硕士生约莫能拿到30万元的年薪，博士生则高达50万元。今年，薪水行情仍在噌噌上涨。 有企业给应届生的薪水拔高了10%~20%；也有企业上涨幅度更大，尤其是给博士生的薪水从去年的50万元年薪倏地蹿到,人工智能,AI人才抢夺“生猛”： 应届博士年薪涨到80万元,http://www.aihot.net/application/12472.html,2018-11-20 20:27:42
5,11月19日消息，据国外媒体报道，当地时间周一日本软银集团宣布推出一款新型机器人，但与三年前上市的对话机器人Pepper不同，这款名为Whiz的机器人只会拖地。 软银宣布，公司将于明年2月份在日本发售一款自动地板清洁机Whiz。这台重达32公斤的机器由自动驾驶软件和Brain公司的一系列传感器,人工智能,软银将发布扫地机器人Whiz，月租金222美元,http://www.aihot.net/robot/12471.html,2018-11-20 20:27:42
6,作为中国最大的两家互联网企业，阿里和腾讯今年大动作不断。10月底，马云和马化腾几乎同时在公开信中提到了互联网转型&mdash;&mdash;帮助制造业变革，拥抱产业互联网，做好实体产业的助手&hellip;&hellip; 当市场的目光聚焦在阿里和腾讯在互联网下半场的竞争时，腾讯在老路上突然杀了一个,人工智能,正面对决余额宝，微信支付重磅升级来了！,http://www.aihot.net/other/finance/12470.html,2018-11-20 20:27:42
7,11月18日消息，据国外媒体报道，亚马逊最近推出了一款售价60美元的微波炉，你可以通过亚马逊的智能助理Alexa对其进行语音控制，但前提是你要拥有亚马逊的智能音箱Echo。 这意味着你可以通过说话让它为你解冻肉、热咖啡或是做饭，而不需要摆弄微波炉的控制按钮和研究如何预先设置菜单。这真,人工智能,外媒体验亚马逊智能微波炉：自动帮你算热饭时间,http://www.aihot.net/other/smarthome/12469.html,2018-11-20 20:27:42
8,这的确是一场盛宴或狂欢。去年，一波以比特币为首的加密货币的大涨大跌，让美国几大主要的芯片制造商股价疯涨。然而，随着加密货币盛宴的逐渐消退，美国芯片股也因此不再受投资者青睐，只留下一地狼藉。 美东时间周四，昔日美股明星芯片股英伟达发布令人失望的2018年第三财季财报，报告期内，英,人工智能,市值一夜蒸发230亿美元，加密货币凉了这家公司最倒,http://www.aihot.net/other/finance/12468.html,2018-11-20 20:27:42
9,新华社长沙11月17日电（记者谭畅）根据往年双11后网购类诈骗案件发案数、损失金额急速增长的问题，湖南省反电诈中心日前发出预警，提醒警惕双11后冒充网购客服类、网络刷单类、冒充快递客服退款类常见骗局。 据警方预警信息，冒充网络购物客服类诈骗的常见手法是，实施诈骗的客服以网购商品,人工智能,退货、返利、丢件？ 警惕“双11”后三类常见骗局,http://www.aihot.net/other/security/12467.html,2018-11-20 20:27:42
10,据中国台湾电子时报网站日前引述行业消息人士称，2018年三季度，三星电子在中国只交付了60万部手机，今年全年，三星电子在华手机销量预计将只有300万部。之前的机构报告称，三星电子在中国智能手机市场的份额已经跌到了的2%。 中国智能手机市场已经形成了四加一主导的格局，分别是华为、小米,人工智能,三星Q3在中国只卖出60万部手机，中国市场份额跌至2,http://www.aihot.net/iot/12466.html,2018-11-20 20:27:42
11,11月17日消息，在2018年未来科学大奖颁奖典礼暨F?科学峰会上，美国工程院院士、未来科学大奖科学委员会委员鲍哲南在柔性电子器件的未来研讨会上表示，需要有新的材料出现，才能让电子器械更加适应人类的变化，变成更加强壮的人类。 最近我们从人类皮肤受到灵感，其实人的皮肤就是很好的材料，,人工智能,鲍哲南院士：未来智能机可能消失，但功能或融入皮肤,http://www.aihot.net/robot/12465.html,2018-11-20 20:27:42
12,▲黛安&middot;格林（Diane Greene） 11月17日日消息，据国外媒体报道，当地时间周五谷歌表示，谷歌云（Google Cloud）首席执行官黛安&middot;格林（Diane Greene）即将离任，其继任者是甲骨文前总裁托马斯&middot;库里安（Thomas Kurian）。 据悉，三年前谷歌收购了格林创办的公司后，其成为谷歌云的负,人工智能,谷歌云总裁格林将离任，或因运营成效不大,http://www.aihot.net/other/cloud/12464.html,2018-11-20 20:27:42
13,11月17日消息，据VentureBeat报道，美国国家癌症研究所(NCI)的数据显示，美国约有1/9男性会患上前列腺癌，目前被诊断出患有前列腺癌的患者超过290万人。从治疗的角度来看，这些诊断往往是有问题的，因为前列腺癌通常是非侵袭性的，因此很难确定是否有必要接受治疗或进行哪些治疗。 但在人工智能,人工智能,谷歌AI可对前列腺癌进行病理诊断，准确率达70%,http://www.aihot.net/other/medicine/12463.html,2018-11-20 20:27:43
14,11月17日消息，在2018年未来科学大奖颁奖典礼暨F?科学峰会上，哈佛大学讲席教授、美国艺术与科学学院院士、美国工程院院士、美国国家发明家科学院院士、美国科学院院士George M.Whitesides在柔性电子器件的未来研讨会上谈到，总会有人问我软体机器人会不会代替人的工作？其实它代替的是人,人工智能,哈佛教授Whitesides：相比硬材料，柔性机器人好在哪,http://www.aihot.net/robot/12462.html,2018-11-20 20:27:43
15,为何NVIDIA业绩大涨之后股价还会暴跌？这个事说到底还是跟矿卡有关，虽然大家都知道Q2季度时矿卡已经凉了，但是矿卡的负面影响可谓银魂不散，一直影响到现在，完全解决可能要到明年2月份。 昨天NVIDIA发布了2019财年Q3季度财报，尽管31.8亿美元的营收、12.3亿美元的净利润同比增长了21%、47%,人工智能,NVIDIA股价暴跌19%，市值跌破千亿美元：矿卡影响阴魂,http://www.aihot.net/hardware/12461.html,2018-11-20 20:27:43
16,【市场监管总局：正在对滴滴优步合并案进行反垄断调查】国家市场监管总局反垄断局局长吴振国15日在国新办表示，市场监管总局正在运用《反垄断法》对滴滴优步合并案进行反垄断调查，全面分析评估该交易案对市场竞争和行业发展的影响，以及对损害消费者利益的垄断行为。 2016年8月1日，滴滴,人工智能,市场监管总局：正对滴滴优步合并案进行反垄断调查,http://www.aihot.net/selfdriving/12460.html,2018-11-20 20:27:43
17,商务部新闻发言人高峰11月15日表示，根据商务大数据的监测，今年双11期间全国网络零售交易额超过3000亿元，同比增长约27%，再创历史新高。 在当天举行的商务部例行发布会上，高峰还表示，今年双11我国网络零售市场主要呈现了几个特点。一是国际化程度进一步提高。从11月1日到11日，中国跨境电,人工智能,商务部：双11网络零售交易额超3000亿，创历史新高,http://www.aihot.net/other/finance/12459.html,2018-11-20 20:27:43
18,代表比特大陆的加州 Perkins Coie LLP 律师事务所于2018年 11 月 7 日向西雅图华盛顿西区法院提起诉讼，控告黑客 John Doe （尚无法确认身份和住址）非法侵入比特大陆的币安账户，通过一系列非法交易将收益转回黑客的 Bittrex 账户，对比特大陆造成了至少 550 万美元的损失。 代表比特大陆,人工智能,惊天盗窃案！涉及比特大陆、币安、Bittrex、MANA,http://www.aihot.net/other/security/12458.html,2018-11-20 20:27:43
19,今天上午，由雷锋网、松鼠AI、IEEE联合举办的AI+智适应教育峰会在北京举行。会上，美国三院院士、机器学习泰斗、加州伯克利大学教授Michael I. Jordan发表了开场演讲。 Michael I. Jordan解释了AI到底是什么？他认为，AI并不是要复制人的智能或智慧，而是要建立一个新的智能系统。 但是，超,人工智能,机器学习泰斗Michael Jordan阐述AI到底是什么,http://www.aihot.net/application/12457.html,2018-11-20 20:27:43
20,新华社天津11月15日电（记者周润健）记者14日从国家互联网应急中心天津分中心获悉，通过自主监测、商店送检、主动爬取、投诉举报等四大方式，国家互联网应急中心近日共检测为恶意的App90个，分别通知12个分中心协调27个应用商店、15个广告平台、4个个人网站、3个云平台等49个传播渠道下架这,人工智能,威胁用户信息安全，90个恶意App被曝光并下架,http://www.aihot.net/other/security/12456.html,2018-11-20 20:27:43
21,▲Facebook首席执行官马克&middot;扎克伯格（Mark Zuckerberg）命令所有Facebook高管使用安卓手机 11月15日消息，据The Verge报道，Facebook首席执行官马克&middot;扎克伯格(Mark Zuckerberg)下令其高管团队只能使用安卓手机，因安卓操作系统在全球拥有更多用户。但据《纽约时报》报道，实际,人工智能,被库克批评之后，扎克伯格下令FB高管都用安卓手机,http://www.aihot.net/application/12455.html,2018-11-20 20:27:43
22,11月15日消息，美团联合中国物流与采购联合会（以下简称中物联）、罗戈研究院，在北京共同发布《2018年中国即时配送行业发展报告》。 美团外卖配送事业部总经理魏巍在会上表示，美团市场份额从2015年的31.7%增至截至2018年3月31日的59.1%，每天有超过50万骑手小哥奔波在大街小巷，日订单量突破,人工智能,美团2018年日订单超2000万，市场份额增至59.1%,http://www.aihot.net/other/finance/12454.html,2018-11-20 20:27:43
23,昨天晚上八点来钟，网络知名大V花总在其微信公众号「新装腔指南」上曝光了10几家五星级连锁酒店服务员用客人浴巾擦拭杯具、马桶的视频，引发全网热议。（配乐过于惊悚恶心，建议静音播放。 很多从来不住五星级酒店的朋友也疾呼：「老子再也不住高档酒店了。」 甚至有朋友坦言：「以后住店带,人工智能,相比卫生问题，我更担心酒店隐藏的摄像头,http://www.aihot.net/other/security/12453.html,2018-11-20 20:27:43
24,英国一家小型机器人公司开发了一系列用于农业的定制型灵活机器人，这种机器人能够替代现有的田间拖拉机。 农业往往被认为落后于高科技时代，对农民来说，他们的工作场所是创新技术的肥沃试验田。他们是最早使用商用无人机的人员，也是最早使用自动驾驶技术的人员。配置自动驾驶系统的农,人工智能,科研人员研发种地机器人：能种地能喷药还能除草,http://www.aihot.net/robot/12452.html,2018-11-20 20:27:43
25,11月15日消息，据CNBC报道，美国当地时间周三，比特币价格相对稳定的周期突然结束。比特币新闻资源网CoinDesk报道称，比特币当日跌幅高达9%，跌至5640.36美元，创下年内新低。 在今年秋季的大部分时间里，比特币的交易价格始终在6400美元左右徘徊，与去年波动较大的走势形成鲜明对比。数字货币投,人工智能,比特币价格暴跌至6000美元以下，创下年内新低,http://www.aihot.net/other/finance/12451.html,2018-11-20 20:27:43
26,11月15日 消息:近期，ofo运营主体东峡大通(北京)管理咨询有限公司被列入被执行人的信息多达20条，立案时间范围从2018年 08 月 31 日至 11 月 12 日，涉及北京市第一中级人民法院、北京市海淀区人民法院和苏州工业园区人民法院。 其中，被执行标的也从数万元到数千万元不等，累计执行标的合,人工智能,Ofo被多个法院列入被执行人名单 涉及金额5360万,http://www.aihot.net/selfdriving/12450.html,2018-11-20 20:27:43
27,让没有电视机的来管电视，著名政治讽刺剧《是，首相》中的这个故事如今有了真人版。11月14日上午，日本国会众议院内阁委员会质询会议上上演搞笑一幕。作为日本网络安全大臣的樱田义孝不仅承认自己没有用过电脑，甚至连USB是什么也不知道。引来全场嘲笑声一片。而樱田义孝正是此次国会审议,人工智能,日本网络安全大臣没用过电脑，不知道USB是什么,http://www.aihot.net/other/security/12449.html,2018-11-20 20:27:43
28,今年来，随着监管部门重拳治理ICO乱象，借虚拟货币之名行诈骗之实鲜有耳闻。不过，近日市场上却传出阿里巴巴和蚂蚁金服发CC币、淘宝币消息，该消息已遭蚂蚁金服官方辟谣。蚂蚁金服表示，蚂蚁区块链从来不碰虚拟币，我们区块链申请技术专利全球第一，没有一项与ICO相关。 《证券日报》记者观察,人工智能,"假冒""蚂蚁金服白皮书"" 蚂蚁金服辟谣:从不碰虚",http://www.aihot.net/other/finance/12448.html,2018-11-20 20:27:43
29,11月16日消息，据美国媒体报道，福特与迈阿密合作在道路上测试自动驾驶汽车，希望利用这种新科技推出网约车和快递业务。福特计划在2021年前推出自动驾驶汽车，该公司自动驾驶汽车部门CEO谢里夫&middot;马拉比称，公司关注盈利和规模。 他表示：我们非常关注盈利能力，虽然这种车昂贵，最初我们将,人工智能,福特计划2021年前推出自动驾驶网约车,http://www.aihot.net/selfdriving/12447.html,2018-11-20 20:27:43
