,brief,header,pub_time,url
0,36氪讯，联想今日在官方微博宣布，联宝第一亿台PC下线。据介绍，联宝科技是联想全球最大的PC研发制造基地、国家级智能制造示范基地。未来，联宝科技将聚焦笔记本、新型台式机、服务器业务和智能物联设备三大核心业务领域，更好地服务用户，用三到五年时间再造一亿台，打造千亿规模的产业链。,联想最大PC研发制造基地第一亿台PC下线,2018-11-20 20:23,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/146011&title=36%E6%B0%AA%E8%AE%AF%EF%BC%8C%E8%81%94%E6%83%B3%E4%BB%8A%E6%97%A5%E5%9C%A8%E5%AE%98%E6%96%B9%E5%BE%AE%E5%8D%9A%E5%AE%A3%E5%B8%83%EF%BC%8C%E8%81%94%E5%AE%9D%E7%AC%AC%E4%B8%80%E4%BA%BF%E5%8F%B0PC%E4%B8%8B%E7%BA%BF%E3%80%82%E6%8D%AE%E4%BB%8B%E7%BB%8D%EF%BC%8C%E8%81%94%E5%AE%9D%E7%A7%91%E6%8A%80%E6%98%AF%E8%81%94%E6%83%B3%E5%85%A8%E7%90%83%E6%9C%80%E5%A4%A7%E7%9A%84PC%E7%A0%94%E5%8F%91%E5%88%B6%E9%80%A0%E5%9F%BA%E5%9C%B0%E3%80%81%E5%9B%BD%E5%AE%B6%E7%BA%A7%E6%99%BA%E8%83%BD%E5%88%B6%E9%80%A0%E7%A4%BA%E8%8C%83%E5%9F%BA%E5%9C%B0%E3%80%82%E6%9C%AA%E6%9D%A5%EF%BC%8C%E8%81%94%E5%AE%9D%E7%A7%91%E6%8A%80%E5%B0%86%E8%81%9A%E7%84%A6%E7%AC%94%E8%AE%B0%E6%9C%AC%E3%80%81%E6%96%B0%E5%9E%8B%E5%8F%B0%E5%BC%8F%E6%9C%BA%E3%80%81%E6%9C%8D%E5%8A%A1%E5%99%A8%E4%B8%9A%E5%8A%A1%E5%92%8C%E6%99%BA%E8%83%BD%E7%89%A9%E8%81%94%E8%AE%BE%E5%A4%87%E4%B8%89%E5%A4%A7%E6%A0%B8%E5%BF%83%E4%B8%9A%E5%8A%A1%E9%A2%86%E5%9F%9F%EF%BC%8C%E6%9B%B4%E5%A5%BD%E5%9C%B0%E6%9C%8D%E5%8A%A1%E7%94%A8%E6%88%B7%EF%BC%8C%E7%94%A8%E4%B8%89%E5%88%B0%E4%BA%94%E5%B9%B4%E6%97%B6%E9%97%B4%E5%86%8D%E9%80%A0%E4%B8%80%E4%BA%BF%E5%8F%B0%EF%BC%8C%E6%89%93%E9%80%A0%E5%8D%83%E4%BA%BF%E8%A7%84%E6%A8%A1%E7%9A%84%E4%BA%A7%E4%B8%9A%E9%93%BE%E3%80%82
1,Tumblr在App Store上下架一事在社交网络业内引发关注。今天Tumblr发布官方声明称，其数据库中出现儿童色情内容是其应用程序从iOS App Store突然消失的原因。该应用程序自11月16日以来一直在商店中消失不见——最初Tumblr只是说他们“正在努力解决iOS应用程序的问题。”（cnBeta）,出现儿童色情内容，Tumblr在iOS App Store被下架,2018-11-20 20:20,https://www.cnbeta.com/articles/tech/789913.htm
2,天猫联合菜鸟发出公开信致谢300万快递员，仅用一周时间，双11几天期间产生十几亿包裹中，已经有超过11亿被及时送达，相当于2006年中国全年的快递业务量，连接起来长度足以绕地球赤道7圈。感谢信提及，双11当天，菜鸟进口订单通关超过2000万单，占中国跨境进口总单量近8成。（TechWeb）,菜鸟天猫致信感谢双11快递员：一周送完2006年全年快递量,2018-11-20 20:16,http://www.techweb.com.cn/internet/2018-11-20/2713126.shtml
3,高盛下调苹果目标价至182美元。昨日苹果收跌近4%报185.86美元，收盘较纪录高点232.65美元跌超20%，进入技术性熊市。（腾讯科技）,高盛：下调苹果目标价至182美元,2018-11-20 20:14,http://tech.qq.com/a/20181120/013663.htm
4,36氪讯，小米电视今日在官方微博宣布，明天将发布新款小米电视，微博配文为“大S来了”。,小米电视宣布明日将发新品,2018-11-20 20:14,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/146007&title=36%E6%B0%AA%E8%AE%AF%EF%BC%8C%E5%B0%8F%E7%B1%B3%E7%94%B5%E8%A7%86%E4%BB%8A%E6%97%A5%E5%9C%A8%E5%AE%98%E6%96%B9%E5%BE%AE%E5%8D%9A%E5%AE%A3%E5%B8%83%EF%BC%8C%E6%98%8E%E5%A4%A9%E5%B0%86%E5%8F%91%E5%B8%83%E6%96%B0%E6%AC%BE%E5%B0%8F%E7%B1%B3%E7%94%B5%E8%A7%86%EF%BC%8C%E5%BE%AE%E5%8D%9A%E9%85%8D%E6%96%87%E4%B8%BA%E2%80%9C%E5%A4%A7S%E6%9D%A5%E4%BA%86%E2%80%9D%E3%80%82
5,支付服务提供商Worldpay发布的“2018全球支付报告”显示，到2022年，中国移动商务市场将实现跳跃式发展，多个国家也在追随移动商务这一全球趋势。Worldpay发现，未来4年体量最大的电子商务市场分别是中国、美国和英国。报告建议，中国商户若想拓展国际业务，应考虑进入年复合增长率最快的电子商务市场，如印度等国。（经济日报）,报告：中国几年内继续保持全球最大电子商务市场地位,2018-11-20 20:11,http://www.ce.cn/xwzx/gnsz/gdxw/201811/20/t20181120_30826355.shtml
6,据台湾“中央社”报道，观察新款iPhone在新兴市场的销售状况，国外科技网站Appleinsider和新闻网站CNBC引述瑞士银行报告指出，iPhone在海外市场销售遇到压力，主要是美元汇率相对强势，使得iPhone售价过高。报道表示，不仅iPhone XR销售量可能减少，包括iPhone XS Max销售也可能遇到逆风。（参考消息网）,台媒：新兴市场对新款iPhone反应平淡，主要因为售价过高,2018-11-20 20:09,http://www.cankaoxiaoxi.com/finance/20181120/2355782.shtml
7,据淘宝方面消息，11月16日韩国当地时间晚上21点，淘宝和东大门Queen's Square正式宣布启动合作，淘宝全球购成为Queen's Square在国内电商中的新品首发平台。官方数据显示，20多个买手创造了700多万直播观看人次， 7万多件服饰被扫购一空。淘宝方面表示，本次合作只是淘宝直播海外直播基地布局的开始。（TechWeb）,淘宝全球购与韩国东大门达成合作，直播一晚卖出7万多件服饰,2018-11-20 20:08,http://www.techweb.com.cn/internet/2018-11-20/2713164.shtml
8,广发证券董事总经理、首席经济学家沈明高表示，布局中国消费升级，就是布局中国的未来。需要把握以下几个关键词：突出品牌优势、实现标准化可复制、代际消费升级方兴未艾、培育互联网时代新业态、发现和布局世界级企业。此外，还应关注“进口替代”，因为进口替代能够对冲外部压力，医疗、精细化工、高端制造等产业有望中长期内受益。（21世纪经济报道）,广发证券沈明高：布局中国消费升级，就是布局中国的未来,2018-11-20 20:06,https://m.21jingji.com/article/20181120/herald/df980f54bff5e783cec2041ef5af77d4.html
9,36氪讯，抖音近日公布了今年10月对违规账号及内容的处罚通告。通告显示，2018年10月1日至10月31日，抖音平台累计清理43908条视频，35538个音频，496个挑战，永久封禁51540个账号。,抖音11月累计清理43908条视频，永久封禁51540个账号,2018-11-20 20:04,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/146002&title=36%E6%B0%AA%E8%AE%AF%EF%BC%8C%E6%8A%96%E9%9F%B3%E8%BF%91%E6%97%A5%E5%85%AC%E5%B8%83%E4%BA%86%E4%BB%8A%E5%B9%B410%E6%9C%88%E5%AF%B9%E8%BF%9D%E8%A7%84%E8%B4%A6%E5%8F%B7%E5%8F%8A%E5%86%85%E5%AE%B9%E7%9A%84%E5%A4%84%E7%BD%9A%E9%80%9A%E5%91%8A%E3%80%82%E9%80%9A%E5%91%8A%E6%98%BE%E7%A4%BA%EF%BC%8C2018%E5%B9%B410%E6%9C%881%E6%97%A5%E8%87%B310%E6%9C%8831%E6%97%A5%EF%BC%8C%E6%8A%96%E9%9F%B3%E5%B9%B3%E5%8F%B0%E7%B4%AF%E8%AE%A1%E6%B8%85%E7%90%8643908%E6%9D%A1%E8%A7%86%E9%A2%91%EF%BC%8C35538%E4%B8%AA%E9%9F%B3%E9%A2%91%EF%BC%8C496%E4%B8%AA%E6%8C%91%E6%88%98%EF%BC%8C%E6%B0%B8%E4%B9%85%E5%B0%81%E7%A6%8151540%E4%B8%AA%E8%B4%A6%E5%8F%B7%E3%80%82
