,brief,header,pubtime,savetime
0,据 CoinDesk 消息，周四，韩国地方长官与总统文在寅举行了会谈，讨论在韩国创造就业机会的问题。济州岛长官 Won Hee-ryong 在会谈中向总统提议：「济州岛应该被指定为区块链的一个特殊枢纽，允许企业开展 ICO 活动。」他表示：「如果济州岛被指定为区块链特区，就应该建立有关数字货币的国际标准和法规，以确保促进国内外的区块链和数字货币公司能够在济州岛开展业务。」,韩国济州岛长官呼吁总统将济州岛指定为区块链特区,19:06,2018-08-30 19:35:35
1,FCoin 公告称：接到 FInsur 项目方的通知，FInsur 正在筹划重大资产重组，特申请临时停牌。此前，FInsur 联合 FCoin 推出的特定场景保险首期投保。近日，中国互联网金融举报信息平台将「代币融资发行」纳入举报范围。包括承保与代币和「虚拟货币」相关的保险业务或将代币和「虚拟货币」纳入保险责任范围。,FCoin：FI 项目因筹划重大资产重组申请临时停牌,18:52,2018-08-30 19:35:36
2,美国移动支付提供商 Square 一项可以允许商家接受包括数字货币在内的任何币种的支付系统专利申请获得美国专利商标局 USPTO 授权。Square 2017 年 9 月 22 日提起此项专利申请。专利申请称该系统加密货币与信用卡等传统交易方式的结算速度并无二致。该系统将采用一条私链来实时记录交易。,Square 新支付系统取得专利授权，可接受含数字货币的任何币种,18:18,2018-08-30 19:35:36
3,目前雅虎财经网站页面已不能直接进行 BTC、ETH、LTC 交易，用户需通过 Cryptocompare 链接进入 etoro 交易页面。据悉，今早三个币种的交易尚可直接进行。,雅虎财经页面目前无法直接进行 BTC、ETH、LTC 交易,17:17,2018-08-30 19:35:36
4,今日，海南省政府金融办公室发布《关于防范以「虚拟货币」「区块链」名义进行非法集资的风险提示》。该公告称，据银保监会、中央网信办、公安部、人民银行、市场监管总局提示：近期，一些不法分子打着「金融创新」「区块链」的旗号，通过发行所谓「虚拟货币」「虚拟资产」「数字资产」等方式吸收资金，侵害公众合法权益。此类活动以「金融创新」为噱头，实质是「借新还旧」的庞氏骗局，资金运转难以长期维系。,海南省政府金融办公室发布《关于防范以「虚拟货币」「区块链」名义进行非法集资的风险提示》,17:04,2018-08-30 19:35:36
5,"Lisk 周三发布 Lisk Hub 1.1.0 和 Lisk Nano 2.0.0。最新发布组件与 Lisk Core 1.0 兼容，后者正向主网迁移。Lisk 团队推荐所有用户尽快更新最新版本 Lisk Hub 和 Lisk Nano。此次发布的具体细节在 Lisk 的 GitHub 官方页面可以看到。Lisk 团队同时公布了主网迁移状况更新。据该团队介绍，估计中的区块高度 6,901,027 应该会很快达成。",Lisk 发布最新版 Lisk Hub 和 Lisk Nano,15:32,2018-08-30 19:35:36
6,针对区块链透明度研究所（BTI）研究报告提出的「OKEx 和火币大量交易额注水」的说法，火币向链闻表示，该机构研究方法存在瑕疵，因为该机构仅仅统计了 huobi.com 的流量，而火币为了满足各地法律规定，使用多个域名，其中主要流量是 hbg.com；火币在韩国运营的 huobi.co.kr，已经是韩国当地第三大数字资产交易所。此前，BTI 发布的研究报告称，OKEx 的每日交易金额很有可能被注水放大了 19.2 倍，而火币的每日交易金额很有可能被注水放大了 12.5 倍。,火币回应 BTI 认为其「交易额注水」的报告,14:02,2018-08-30 19:35:36
7,据新华网消息，国家禁毒办副主任、公安部禁毒局副局长邓明称，国际毒品形势的发展变化的特征之一便是走私渠道更加隐蔽。境内外不法分子通过 Skype 等即时聊天工具撮合毒品交易，利用地下钱庄或比特币进行资金转移。,国家禁毒办副主任：不法分子在毒品交易中利用比特币等进行资金转移,13:30,2018-08-30 19:35:36
8,据凤凰网消息，深圳市互联网金融协会于近日下发《关于防范以「区块链」、「虚拟货币」名义进行非法集资的风险提示》。并呼吁各会员单位和从业人员严格遵守法规，自觉抵制与虚拟货币和伪区块链相关的非法金融业务。该《风险提示》指出，虚拟货币易成为违法犯罪的工具，此类活动存在多种违法特征。投资者炒作「虚拟货币」易亏损本金，「虚拟货币」不是法定货币。,深圳互金协会发布风险提示：防范以区块链、虚拟货币为名义的非法集资,13:25,2018-08-30 19:35:36
9,据海宁日报消息，中共海宁市委近日发布《中共海宁市委关于实施品质智造的决定》。《决定》指出，海宁市要推广物联网技术，建设一批「无人工厂」和「无人车间」。推动区块链等先进技术在智能制造领域的广泛运用。,海宁市将推动区块链等技术在智能制造领域的运用,13:23,2018-08-30 19:35:37
