,brief,header,pubtime,savetime
0,Ripple 发布的「区块链支付」报告揭示了采用基于区块链支付的「临界质量」，另外各种组织都期待将数字资产整合到跨境支付流程中。Boston Consulting Group 最近的报告显示，全球跨境支付额为 27 万亿美元，到 2026 年，交易量可能会达到 47 万亿美元。,报告：2026 年跨境支付市场价值或将达到 47 万亿美元,07:28,2018-10-04 20:02:31
1,在线经纪商 TD Ameritrade 投资了加密货币交易所 ErisX。TD Ameritrade 客户此前可以通过 CBOE 交易比特币期货，现在其客户可以交易其他加密货币期货。,在线经纪商 TD Ameritrade 投资加密货币交易所 ErisX,07:27,2018-10-04 20:02:31
2,IBM 的新专利强调了区块链技术如何在监控计算机网络中的安全漏洞方面发挥作用。该专利于 2017 年 9 月首次提交，并由美国专利商标局（USPTO）于周二颁发。,IBM 获得基于区块链的网络安全系统专利,07:25,2018-10-04 20:02:31
3,币安目前已经向澳大利亚创业公司 TravelbyBit 投资 250 万美元，TravelbyBit 将推出基于区块链技术的 POS 支付系统，并将其安装在世界主要机场。,币安向 TravelbyBit 投资超 250 万美元,07:24,2018-10-04 20:02:31
4,据知情人士透露，Coinbase 正在与 Tiger Global 及其现有股东进行投资谈判，投资额将高达 5 亿美元。该交易将使 Coinbase 估值升至 80 亿美元，成为价值最高的初创公司之一。,Coinbase 正进行投资谈判，估值或升至 80 亿美元,07:22,2018-10-04 20:02:31
5,ICO Rating 的一份新报告显示，54％ 的加密货币交易所至少在一个区域存在安全性较差问题，使交易所及其用户容易受到攻击。ICO Rating 分析了100个每日交易量超过 100 万美元的交易所，其中，Coinbase 和 Kraken 的安全评分最高，分别为 89 和 80 分，Okcoin 最低仅为 15 分（满分为 100 分）。,报告：54％ 的加密货币交易所存在安全问题,07:21,2018-10-04 20:02:32
6,据 Ripple.com 报道，在 Swell 会议中，Ripple 公布了其首个区块链支付报告的结果。报告显示，今年采用基于区块链的全球支付正在达到临界点，全球的各大组织已经在寻求整合数字资产付款流程。今年区块链从实验转向生产阶段，18％ 的受访者处于付款用例的生产或接近生产阶段。大规模采用区块链的转折点正在快速逼近，45％ 的受访者表示他们已经在生产阶段、试行阶段或接近与区块链提供商签约的阶段。已在生产阶段及快速投入生产的人中有 85％ 和 90％ 对使用数字资产作为支付形式非常感兴趣。,Ripple：大规模采用区块链的转折点正快速逼近,07:20,2018-10-04 20:02:32
7,美国圣路易斯联储研究部门副主席 David Andolfatto 本周二在推特的问答活动中，被一位用户询问是否可以使用加密货币来解决 50 年以来的特里芬困境。对此 Andolfatto 表示，如果私有加密货币取代给定的世界储备货币，这将消除该货币的两难境地。,圣路易斯联储副主席：私有加密货币或解决「特里芬难题」,07:19,2018-10-04 20:02:32
8,包括 TD Ameritrade、DRW 和 Virtu Financial 在内，一众华尔街金融机构投资组建了全新加密货币交易所 ErisX。该交易所由前花旗集团高管 Thomas Chippas 创立，计划在获得监管机构批准后，推出比特币、以太币、比特币现金、莱特币相关的期货产品，届时将与 Bakkt 展开直接竞争。SIG、Cboe、DCG 和 Pantera Capital 也参与了该项目投资。,数家华尔街巨头参与投资加密货币交易所 ErisX，料与 Bakkt 展开竞争,02:11,2018-10-04 20:02:32
9,数字资产钱包及交易平台 Abra 联合加密货币投资指数编制机构 Bitwise，推出一种简单便捷的加密货币投资产品「Bitwise 10 Crypto 指数代币」，简称 BIT10 代币。BIT10 代币是一种追踪「Bitwise 10 大盘加密货币指数」的全新代币，用户可以通过 Abra 平台购买该代币，从而实现依据指数权重投资市值最大的十种加密货币。Abra 创始人兼 CEO Bill Barhydt 表示，该代币最低投资限额仅为 5 美元，并没有交易费，可以让用户极其便捷地参与加密货币投资。Abra 是《华尔街日报》评选出的 2018 年全球科技领域最值得关注的 25 家新创企业之一，其投资人包括鸿海集团旗下的投资机构 HCM 资本，以及著名加密资产投资机构 Pantera Capital。,钱包及交易平台 Abra 推出追踪加密货币指数的 BIT10 代币,00:04,2018-10-04 20:02:32
10,继前日发表文章揭露加密交易所涉嫌成为犯罪活动洗钱通道之后，华尔街日报又发表调查文章，矛头直指加密货币领域的程式交易基金，称「在加密货币的蛮荒之地，程式交易正操控着比特币价格」，因为自动化交易程序更容易推高加密货币价格，并且该领域缺乏监管。华尔街日报称，美国的监管机构对加密货币领域内自动化交易程序的滥用及缺乏监管现状，已经多次表示担忧。,华尔街日报：程式交易正操控比特币价格,03:23,2018-10-04 20:02:32
11,知名区块链媒体 CoinDesk 评选出美国区块链领域最强的十所大学名单，斯坦福大学、加州大学伯克利分校、纽约大学位列三甲，MIT、康奈尔大学名列第四和第五。该榜单由 CoinDesk 根据美国各大学开设区块链相关课程数量、校园内区块链社群数量、学校在区块链行业的技术贡献等信息为依据，排名产生。,CoinDesk 发布全美区块链十强大学名单，斯坦福、加大伯克利、纽约大学位列三甲,02:40,2018-10-04 20:02:32
12,据 Recode 获得的知情人士线报，美国最大的加密货币交易所 Coinbase 正在进行 5 亿美元的新一轮融资，已经接触老虎环球基金，后者有意投资， Coinbase 现有股东也有意继续投资。Coinbase 本轮估值约为 80 亿美元，相比之下，该公司去年夏天完成上一轮融资时，估值约为 15 亿美元。另，Coinbase 今天宣布，嘉信理财董事会成员 Chris Dodds 正式加入 Coinbase 董事会。,传 Coinbase 正接触老虎环球基金，进行新一轮 5 亿美元融资，估值 80 亿美元,02:20,2018-10-04 20:02:32
