,brief,header,pub_time,url
0,36氪讯，拉夏贝尔发布公告称，公司全资孙公司拟出资3534万欧元，间接收购Naf Naf SAS的60%股权。公司此前已完成对Naf Naf SAS的40%股权的间接收购，如此次交易顺利完成，公司将持有其100%股权。Naf Naf SAS于1973年在法国创立，主要从事女装产品及配饰销售，今年上半年实现营业收入8989万欧元，净利润亏损342万欧元。,拉夏贝尔：拟收购法国女装品牌Naf Naf SAS剩余60%股权,2018-11-26 19:59,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/2018-11-27/603157_20181127_2.pdf
1,36氪讯，吉利控股与中国电信达成战略合作，双方将建立长期战略合作关系，在企业信息化建设、车家互联网、云计算和大数据、5G和V2X、边缘计算、国际业务合作等核心领域开展合作。双方还将围绕战略契合点，成立专项工作小组或合资公司,吉利控股与中国电信达成战略合作,2018-11-26 19:54,https://mp.weixin.qq.com/s/yuwnWSehETwgVgi0bluPfw
2,上海市经信委《关于征集推荐上交所科创板企业名单的通知》表示，为做好上海证券交易所设立科创板并试点注册制的准备工作，请各有关部门及单位，按照相关要求，梳理推荐拟挂牌上交所科创板的优质企业名单。拟挂牌企业名单于11月23日中午前上报，推荐企业要在全球或者国内行业地位明显，企业不限于盈利但收入具备一定规模，大数据、云计算、生物医药等领域最受青睐。（中证网）,科创板拟挂牌企业名单征集结束，要求推荐企业行业地位明显,2018-11-26 19:49,http://www.cs.com.cn/xwzx/hg/201811/t20181126_5897378.html
3,vivo在印度地区正式发布新机vivo Y95，售价16990卢比，约合人民币1700元。vivo Y95采用6.22英寸水滴屏，搭载高通骁龙439处理器，前置2000万像素自拍镜头，支持AI美颜，后置1300万+200万AI双摄，支持人像模式，全景模式等。（TechWeb）,vivo在印度推出新款智能手机Y95，售价1700元,2018-11-26 19:43,http://mo.techweb.com.cn/phone/2018-11-26/2714068.shtml
4,诺基亚称已经与OPPO签署多年的专利授权协议。不过具体的授权内容，诺基亚方面称，这些信息将对外保密。目前，诺基亚已经拥有在5G、WiFi、石墨烯等领域的诸多专利，这些对于许多手机厂商来讲是未来重要的发展方向。（IT之家）,诺基亚与OPPO达成授权协议，将允许后者使用多项技术专利,2018-11-26 19:39,https://www.ithome.com/0/396/993.htm
5,一位知情人士解释了吉利起诉百度的原因，“吉利只是希望百度能加强百家号平台的监管，从而得到一个更好的媒体环境。”该人士表示，“这并不是冲着百度，更不是冲着李彦宏”。吉利方面认为，作为自媒体平台的提供者，类似于百度百家号等平台方固然拥有对入驻自媒体的隐私保护义务，但是也有对企业商誉保护、对虚假恶意捏造信息进行审核处理的义务。（每日经济新闻）,吉利起诉百度：并不是冲着百度，更不是冲着李彦宏,2018-11-26 19:32,http://www.nbd.com.cn/articles/2018-11-24/1275757.html
6,36氪讯，百度已完成智能小游戏的内测接入，即将推出百度小游戏平台业务，推测其正式开放时间或在12月底或1月初。百度小游戏将首先覆盖拥有1.6亿用户流量的手机百度APP。另外，引擎厂商Layabox已完成了引擎对百度小游戏的适配，并在LayaAirIDE里集成了百度小游戏的发布，Layabox还将承担为百度小游戏平台提供与推荐精品小游戏内容的服务。,百度将推出智能小游戏，Layabox完成引擎适配支持,2018-11-26 19:28,https://mp.weixin.qq.com/s/PzoV4l5kxzF_VmNBnjrr2Q
7,关于世界首例基因编辑婴儿临床试验，国家卫生健康委员会表示目前中国对此类研究采取备案制，需要到相关网站进行备案，但贺建奎所进行的这项基因编辑婴儿手术并未备案。国家卫生健康委员会拒绝对此事进行回应。（科技日报）,国家卫健委拒绝回应“基因编辑婴儿”事件,2018-11-26 19:18,https://www.yicai.com/brief/100067106.html
8,母婴互联网公司宝宝树将于11月27日在香港主板挂牌。今日的暗盘收盘价7.18港元，较发行价6.8港元上涨5.59%。同时，宝宝树公布配售结果：每股发售价格定为6.8港元，计划在港融资16.086亿港元，香港公开发售获1.18倍超额认购，国际发售获适度超额认购。(财联社),宝宝树今日26日暗盘较发行价收涨5.59%,2018-11-26 19:16,https://www.cailianpress.com/roll/296156
9,云米科技今日发布了该公司截至2018年9月30日的第三季度未经审计财报。财报显示，云米科技第三季度净营收为人民币5.653亿元（约合8230万美元），较去年同期增长170.9%；净亏损为人民币5980万元（约合870万美元），较去年同期的净利润人民币2730万元转亏。（腾讯科技）,云米科技第三季度净营收为人民币5.653亿元，较去年同期增长170.9%,2018-11-26 19:16,http://tech.qq.com/a/20181126/013879.htm
10,36氪讯，今日头条反谣言官方头条号“头条辟谣”宣布，推出“谣零零”反谣言计划，即日起正式实行。平台每月依据内容质量，筛选出100篇优质辟谣内容，予以现金奖励，金额从300元至3000元不等。,今日头条推“谣零零”反谣言计划,2018-11-26 19:06,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/146914&title=36%E6%B0%AA%E8%AE%AF%EF%BC%8C%E4%BB%8A%E6%97%A5%E5%A4%B4%E6%9D%A1%E5%8F%8D%E8%B0%A3%E8%A8%80%E5%AE%98%E6%96%B9%E5%A4%B4%E6%9D%A1%E5%8F%B7%E2%80%9C%E5%A4%B4%E6%9D%A1%E8%BE%9F%E8%B0%A3%E2%80%9D%E5%AE%A3%E5%B8%83%EF%BC%8C%E6%8E%A8%E5%87%BA%E2%80%9C%E8%B0%A3%E9%9B%B6%E9%9B%B6%E2%80%9D%E5%8F%8D%E8%B0%A3%E8%A8%80%E8%AE%A1%E5%88%92%EF%BC%8C%E5%8D%B3%E6%97%A5%E8%B5%B7%E6%AD%A3%E5%BC%8F%E5%AE%9E%E8%A1%8C%E3%80%82%E5%B9%B3%E5%8F%B0%E6%AF%8F%E6%9C%88%E4%BE%9D%E6%8D%AE%E5%86%85%E5%AE%B9%E8%B4%A8%E9%87%8F%EF%BC%8C%E7%AD%9B%E9%80%89%E5%87%BA100%E7%AF%87%E4%BC%98%E8%B4%A8%E8%BE%9F%E8%B0%A3%E5%86%85%E5%AE%B9%EF%BC%8C%E4%BA%88%E4%BB%A5%E7%8E%B0%E9%87%91%E5%A5%96%E5%8A%B1%EF%BC%8C%E9%87%91%E9%A2%9D%E4%BB%8E300%E5%85%83%E8%87%B33000%E5%85%83%E4%B8%8D%E7%AD%89%E3%80%82
11,深圳卫计委发布关于《世界首例免疫艾滋病的基因编辑婴儿在中国诞生》声明称，根据“医疗卫生机构应当在伦理委员会设立之日起3个月内向本机构的执业登记机关备案”，经查，深圳和美妇儿科医院医学伦理委员会这一机构未按要求进行备案。深圳市医学伦理专家委员会已启动对该事件涉及伦理问题的调查。（新京报）,深圳卫计委：已启动对深圳和美妇儿科医院伦理问题的调查,2018-11-26 18:55,http://www.bjnews.com.cn/news/2018/11/26/525038.html
