,brief,header,news_url,pubtime,savetime
0,记者从推进会上获悉：明年将完成司法大数据平台建设，到2019年底，我国司法行政系统将基本实现“数字法治、智慧司法”信息化建设目标。会议部署落实“数字法治、智慧司法”信息 ...,司法部加快推进信息化工作 司法大数据平台明年建成,http://tech.sina.com.cn/https://tech.sina.com.cn/i/2018-10-30/doc-ihnaivxq5809704.shtml,大数据,2018-10-31 20:02:14
1,原标题 构建需求预测模型 协同制造支撑平台 大数据助力企业从“制造”向“智造”转型 记者 王政 钢板冷轧过程中的色差、划伤、污染、夹杂等十几种不良问题，过去靠人工检测，抽检 ...,大数据助力企业从“制造”向“智造”转型,http://tech.sina.com.cn/https://tech.sina.com.cn/it/2018-10-29/doc-ifxeuwws9041650.shtml,大数据,2018-10-31 20:02:14
2,10月26日消息，近日，有自媒体将2015年的“科技部国科罚”与华大研究团队在2018年10月发布的一项“14万中国人基因大数据”研究相关联，制造恐慌情绪，对此，华大基因表示，在2015年收到该 ...,华大回应14万中国人基因大数据知情权：严格遵循规范,http://tech.sina.com.cn/https://tech.sina.com.cn/d/f/2018-10-26/doc-ihmxrkzx2014868.shtml,大,2018-10-31 20:02:14
3,"专家表示，大数据是一把“双刃剑”,要规避价格杀熟现象。实习生 何逸涵 澎湃新闻记者 吕新文“大数据杀熟”真的存在吗？早前，作家王小山在微博上发文质疑飞猪平台购票“大数据杀熟 ...",一直在飞的“大数据杀熟”存在吗，技术上可行吗？,http://tech.sina.com.cn/https://tech.sina.com.cn/i/2018-10-24/doc-ihmxrkzw1086592.shtml,大数据,2018-10-31 20:02:14
4,CCF）主办，杭州市萧山区人民政府、浙江大学承办，浙江工业大学、浙江工商大学、杭州电子科技大学协办。今年的大会主题是「大数据推动数字经济（Big Data Drives the Digital Economy）」，CNCC ...,CNCC 2018 今日开幕，五场特邀报告引爆「大数据推动数字经济」| CNCC 2018,http://tech.sina.com.cn/https://tech.sina.com.cn/roll/2018-10-27/doc-ifxeuwws8083246.shtml,大数据,2018-10-31 20:02:14
5,而在加强消费领域大数据应用方面，《方案》提出，依托国家数据共享交换平台体系等基础设施资源，加快推动各部门、各地区消费领域大数据应用并实现互联互通。推动社会组织、电 ...,国务院：加强电商消费维权 促进消费领域大数据应用,http://tech.sina.com.cn/https://tech.sina.com.cn/it/2018-10-12/doc-ihmhafir0599554.shtml,大数据,2018-10-31 20:02:14
6,为核心，为房产行业与电商融合开辟全新路径。一方面是利用技术、大数据、营销能力等赋能，提升合作伙伴线上线下融合的运营效率，使合适的房源更精准地触达潜在购房者；另一方面 ...,直击|京东进军二手房业务：利用大数据寻潜在购房者,http://tech.sina.com.cn/https://tech.sina.com.cn/i/2018-10-23/doc-ihmuuiyw3087927.shtml,大数据,2018-10-31 20:02:14
7,来源：央视新闻客户端 北京时间10月4日，华大基因在国际顶级学术期刊《细胞》上发表了迄今为止最大规模的中国人基因组学大数据研究成果。这是由中国科学家主导，历时两年，对14余万 ...,华大基因：中国人基因组学大数据研究成果发布,http://tech.sina.com.cn/https://tech.sina.com.cn/d/f/2018-10-11/doc-ifxeuwws3002049.shtml,大,2018-10-31 20:02:15
