,brief,header,pub_time,url
0,近日，宜家的控股公司Interogo Holding AG斥资17亿瑞典克朗（约1.90亿美元）买入海恩斯莫里斯（H&M）集团0.6%的股份，并拥持有了后者0.3%的投票权。这是Interogo Holding AG第一次拥有快时尚公司的股份。（界面）,宜家控股公司Interogo Holding AG斥资1.90亿美元入股H&M,2018-10-31 19:48,https://www.jiemian.com/article/2583917.html
1,工银国际研究部对华兴资本的首次评级为强力买入，目标价35.5港元，较最近收盘价高123%。公司平均目标价为37.25港元，彭博数据显示，公司之前有1个买进、0个持有、0个卖出评级。（彭博）,工银国际对华兴资本首次评级为强力买入,2018-10-31 19:37,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/142911&title=%E5%B7%A5%E9%93%B6%E5%9B%BD%E9%99%85%E7%A0%94%E7%A9%B6%E9%83%A8%E5%AF%B9%E5%8D%8E%E5%85%B4%E8%B5%84%E6%9C%AC%E7%9A%84%E9%A6%96%E6%AC%A1%E8%AF%84%E7%BA%A7%E4%B8%BA%E5%BC%BA%E5%8A%9B%E4%B9%B0%E5%85%A5%EF%BC%8C%E7%9B%AE%E6%A0%87%E4%BB%B735.5%E6%B8%AF%E5%85%83%EF%BC%8C%E8%BE%83%E6%9C%80%E8%BF%91%E6%94%B6%E7%9B%98%E4%BB%B7%E9%AB%98123%25%E3%80%82%E5%85%AC%E5%8F%B8%E5%B9%B3%E5%9D%87%E7%9B%AE%E6%A0%87%E4%BB%B7%E4%B8%BA37.25%E6%B8%AF%E5%85%83%EF%BC%8C%E5%BD%AD%E5%8D%9A%E6%95%B0%E6%8D%AE%E6%98%BE%E7%A4%BA%EF%BC%8C%E5%85%AC%E5%8F%B8%E4%B9%8B%E5%89%8D%E6%9C%891%E4%B8%AA%E4%B9%B0%E8%BF%9B%E3%80%810%E4%B8%AA%E6%8C%81%E6%9C%89%E3%80%810%E4%B8%AA%E5%8D%96%E5%87%BA%E8%AF%84%E7%BA%A7%E3%80%82%EF%BC%88%E5%BD%AD%E5%8D%9A%EF%BC%89
2,凤凰新媒体今日宣布，任命刘春为高级副总裁，负责公司原创和专有短视频内容的开发。凤凰新媒体CEO刘爽称：“凭借20多年的新闻媒体经验，刘春在制作和发行一些全国最受欢迎的电视节目方面取得了显著成就。我们相信，他在内容运营方面的专门知识将是我们的巨大财富。我们将继续追求公司使命，为我们的全球用户制作最高质量的内容。”（新浪科技）,凤凰新媒体任命刘春为高级副总裁，负责短视频业务,2018-10-31 19:27,https://tech.sina.com.cn/i/2018-10-31/doc-ifxeuwws9958517.shtml
3,高盛首次向业内发布了华兴资本控股研究报告。基于华兴长期的增长潜力，报告给予华兴资本控股买入评级，同时将华兴未来一年的目标价设定为39港元，较华兴今天收盘价有145%的上涨空间。高盛报告将华兴的服务体系拆分，给出了详细的驱动因素分析——重点关注财务顾问费收入，基金的管理费和投资的附带权益收益，当然还有成本效率的提升。（新浪财经）,高盛给予华兴资本控股买入评级，目标价39港元,2018-10-31 19:27,https://finance.sina.com.cn/stock/hkstock/ggscyd/2018-10-31/doc-ifxeuwws9958290.shtml
4,日本生活快消品公司MUJI携手芬兰Sensible4公司合作开发了全球首款L4级全天候自动驾驶巴士Gacha。该巴士能够适应各种天气条件，其自动驾驶系统，采用了Sensible 4公司的核心技术，车身的传感器包4个激光雷达，8个雷达，360度摄像头视觉，高精度GPS，惯性单元，控制4GLTE / 5G。 （品玩）,MUJI携手芬兰Sensible4公司开发全球首款L4级全天候自动驾驶巴士,2018-10-31 19:19,https://www.pingwest.com/w/179312
5,乐高集团首席执行官倪志伟表示：乐高集团进入中国市场已经有30多年了，而事实上，我们是在过去五到十年间，逐渐扩大了对中国的投资，同时加快了在中国的发展速度，尤其是最近的三四年间，我们已经在中国呈现两位数的高速增长，这让我对中国未来的市场潜力充满信心。（央视网）,乐高CEO倪志伟：对中国未来的市场潜力充满信心,2018-10-31 19:13,https://www.thepaper.cn/newsDetail_forward_2586090
6,中共中央总书记习近平在主持学习时强调，人工智能是新一轮科技革命和产业变革的重要驱动力量，加快发展新一代人工智能是事关我国能否抓住新一轮科技革命和产业变革机遇的战略问题。要深刻认识加快发展新一代人工智能的重大意义，加强领导，做好规划，明确任务，夯实基础，促进其同经济社会发展深度融合，推动我国新一代人工智能健康发展。（新华社）,习近平：推动我国新一代人工智能健康发展,2018-10-31 19:10,http://www.xinhuanet.com//2018-10/31/c_1123643321.htm
7,36氪获悉，2018年10月，一下科技（秒拍、波波视频）共计处置违法违规信息40051条，受理用户举报2611条，封禁账号72个。,一下科技：10月处置违法违规信息40051条，封禁账号72个,2018-10-31 18:55,https://mp.weixin.qq.com/s/JetIJlyNhtmoC0hws1yFug
8,据知情人士透露，中国平安计划最快于明年将其医疗科技子公司在香港上市。知情人士称，向医院、保险和医药商店提供科技平台的平安医保科技可能募集大约20亿美元；公司正与潜在顾问讨论计划股份发行事宜；磋商处于初步阶段，计划细节仍可能有变。此前平安医保科技在今年2月宣布的A轮融资中，从软银愿景基金等投资者募得了11.5亿美元的资金。（彭博）,中国平安计划让旗下医疗科技子公司在香港进行20亿美元IPO,2018-10-31 18:51,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/142904&title=%E6%8D%AE%E7%9F%A5%E6%83%85%E4%BA%BA%E5%A3%AB%E9%80%8F%E9%9C%B2%EF%BC%8C%E4%B8%AD%E5%9B%BD%E5%B9%B3%E5%AE%89%E8%AE%A1%E5%88%92%E6%9C%80%E5%BF%AB%E4%BA%8E%E6%98%8E%E5%B9%B4%E5%B0%86%E5%85%B6%E5%8C%BB%E7%96%97%E7%A7%91%E6%8A%80%E5%AD%90%E5%85%AC%E5%8F%B8%E5%9C%A8%E9%A6%99%E6%B8%AF%E4%B8%8A%E5%B8%82%E3%80%82%E7%9F%A5%E6%83%85%E4%BA%BA%E5%A3%AB%E7%A7%B0%EF%BC%8C%E5%90%91%E5%8C%BB%E9%99%A2%E3%80%81%E4%BF%9D%E9%99%A9%E5%92%8C%E5%8C%BB%E8%8D%AF%E5%95%86%E5%BA%97%E6%8F%90%E4%BE%9B%E7%A7%91%E6%8A%80%E5%B9%B3%E5%8F%B0%E7%9A%84%E5%B9%B3%E5%AE%89%E5%8C%BB%E4%BF%9D%E7%A7%91%E6%8A%80%E5%8F%AF%E8%83%BD%E5%8B%9F%E9%9B%86%E5%A4%A7%E7%BA%A620%E4%BA%BF%E7%BE%8E%E5%85%83%EF%BC%9B%E5%85%AC%E5%8F%B8%E6%AD%A3%E4%B8%8E%E6%BD%9C%E5%9C%A8%E9%A1%BE%E9%97%AE%E8%AE%A8%E8%AE%BA%E8%AE%A1%E5%88%92%E8%82%A1%E4%BB%BD%E5%8F%91%E8%A1%8C%E4%BA%8B%E5%AE%9C%EF%BC%9B%E7%A3%8B%E5%95%86%E5%A4%84%E4%BA%8E%E5%88%9D%E6%AD%A5%E9%98%B6%E6%AE%B5%EF%BC%8C%E8%AE%A1%E5%88%92%E7%BB%86%E8%8A%82%E4%BB%8D%E5%8F%AF%E8%83%BD%E6%9C%89%E5%8F%98%E3%80%82%E6%AD%A4%E5%89%8D%E5%B9%B3%E5%AE%89%E5%8C%BB%E4%BF%9D%E7%A7%91%E6%8A%80%E5%9C%A8%E4%BB%8A%E5%B9%B42%E6%9C%88%E5%AE%A3%E5%B8%83%E7%9A%84A%E8%BD%AE%E8%9E%8D%E8%B5%84%E4%B8%AD%EF%BC%8C%E4%BB%8E%E8%BD%AF%E9%93%B6%E6%84%BF%E6%99%AF%E5%9F%BA%E9%87%91%E7%AD%89%E6%8A%95%E8%B5%84%E8%80%85%E5%8B%9F%E5%BE%97%E4%BA%8611.5%E4%BA%BF%E7%BE%8E%E5%85%83%E7%9A%84%E8%B5%84%E9%87%91%E3%80%82%EF%BC%88%E5%BD%AD%E5%8D%9A%EF%BC%89
9,阿里巴巴董事局主席马云说，改革开放造就了我们这一代企业家，企业家是改革开放的受益者，也要成为继续深化改革、扩大开放的推动者。这个时代需要企业家精神。企业家要以家国利益为重、以未来利益为重、以社会利益为重。 马云相信，世界永远充满机遇，未来永远值得期待。 （新华社）,马云：世界依然充满机遇，时代需要企业家精神,2018-10-31 18:42,http://www.xinhuanet.com//fortune/2018-10/31/c_1123642977.htm
