,brief,classes_name,header,news_url,pubtime
0,12月12日，新京报记者从三星中国内部人士处了解到，三星位于天津的手机制造工厂将于12月31日正式停产。 此前5月2日，三星中国曾独家向新京报记者证实，其深圳公司已经撤销，并启动清算程序。 新京报记者12月12日下午在位于天津市西青区微电子工业区的三星通信厂区门口采访了几位员工，有员,人工智能,三星手机天津工厂月底停产，继续投资生产动力电池,http://www.aihot.net/iot/12758.html,2018-12-13 19:41:15
1,12月13日消息，据Ars Technica报道，英特尔今天发布了新的CPU微架构Sunny Cove，该公司将于明年推出基于该架构的Core和Xeon品牌芯片。这些芯片将添加诸多新指令，以提高通用计算任务下每时钟计算性能和降低功耗，并包含了可加速人工智能和加密等专用计算任务的新功能，它们的压缩性能比上一代,人工智能,英特尔发布新款CPU微架构：基于10nm工艺，明年上市,http://www.aihot.net/hardware/12757.html,2018-12-13 19:41:15
2,12月13日消息，据国外媒体报道，美国电商亚马逊今日宣布推出一种新型的无人收银商店，比标准的Amazon Go商店要小得多。该公司将其称为迷你Go商店。这种商店是独立结构，有封闭的天花板，顶部设置了用于跟踪购物者和确定商品何时下架的摄像头和传感器。 亚马逊说，新推出的商店位于西雅图市中,人工智能,亚马逊新开40平米迷你无人店，未来或引入机场,http://www.aihot.net/other/finance/12756.html,2018-12-13 19:41:15
3,▲英特尔中国研究院院长宋继强 英特尔中国研究院（英文全称 Intel Labs China）成立于1998年，致力于研发在智能万物互联环境中的前沿技术。 据宋继强介绍，根据地区特点，英特尔中国研究院的主攻方向包括人工智能算法、自主系统平台和智能基础设施。近年来研究院在5G、AI等方面的研发贡献,人工智能,走进英特尔中国研究院：60人撑起四大研究领域,http://www.aihot.net/hardware/12755.html,2018-12-13 19:41:15
4,12月13日消息，据TechCrunch报道，甲骨文公司上周向联 邦法院提起诉讼，再次指控美国国防部与单个公司签订为期10年、价值100亿美元的联合企业防御基础设施(JEDI)合同是不公平和违法行为。 今年8月份，甲骨文曾向美国政府问责局(GAO)提起类似申诉，当时其引用了同样的理由。不过，GAO上月的裁,人工智能,甲骨文再诉美国防部，称百亿美元合同给一家公司不,http://www.aihot.net/other/cloud/12754.html,2018-12-13 19:41:15
5,12月13日消息，据CNBC报道，Facebook和视频游戏公司ZeniMax已经就一起诉讼达成和解，该诉讼称Facebook窃取了ZeniMax公司的秘密和技术，借以开发Facebook Oculus的虚拟现实（VR）产品。不过，和解条款尚未披露。 ZeniMax董事长兼首席执行官罗伯特&middot;奥特曼（Robert Altman）在一份声明中表示:,人工智能,游戏公司诉FB VR剽窃案和解，曾被判获赔5亿美元,http://www.aihot.net/other/vrar/2018-12-13/12753.html,2018-12-13 19:41:15
6,12月10日晚，高通宣布，福建中级人民法院授予了高通针对苹果公司四家中国子公司提出的两个诉中临时禁令，要求苹果立即停止针对高通两项专利的、包括在中国进口、销售和许诺销售未经授权的产品的侵权行为。相关产品包括iPhone 6S、iPhone 6S Plus、iPhone 7、iPhone 7 Plus、iPhone 8、i,人工智能,IPhone仍然正常在售，如果苹果不下架会怎么样？,http://www.aihot.net/iot/12752.html,2018-12-13 19:41:16
7,【12月12日消息】在2018年的神经信息处理系统大会（Neural Information Processing Systems Conference）上，阿里巴巴展示了其菜鸟物流公司的AI客服助手，给人们留下了深刻印象。 今年早些时候，在I/O开发者大会上，科技巨头谷歌也推出了AI语音助手Duplex。Duplex语音助手的声音如同真人一般,人工智能,阿里巴巴的AI语音助手超越谷歌了吗？,http://www.aihot.net/application/12751.html,2018-12-13 19:41:16
8,12月12日消息，据美国媒体报道，德国内政部表示，反对在建设5G移动网络中将任何设备厂商和任何技术排除在外。此举声援了以华为领头的中国供应商。此前美国盟国如澳大利亚、新西兰和日本都限制华为。 周五在例行政府新闻发布会上，德国内政部发言人重申了柏林的立场，表示：我们不想在法律上,人工智能,支持华为，德国：我们建5G网络不排除任何设备厂商,http://www.aihot.net/iot/12750.html,2018-12-13 19:41:16
9,中新经纬客户端12月12日电(常涛)12日上午，中新经纬客户端从社交平台及相关人士处获悉，韩国三星电子位于天津的手机制造工厂，即天津三星通信技术有限公司将于12月31日正式停产。有员工对中新经纬客户端表示，消息是昨天(11日)刚宣布的，书面通知还没有，关于工厂两千名左右员工的确切赔偿也,人工智能,三星天津手机工厂被曝12月31日停产，尚无补充方案,http://www.aihot.net/iot/12749.html,2018-12-13 19:41:16
