,brief,header,pub_time,type,url
0,苹果已经展现出了进军医疗科技的巨大决心，也取得了一些激动人心的成果，但我们也许真的需要多抱有一些耐心。,苹果对医疗科技动真格了，已招募 50 多名医生,58分钟前,AI+,https://www.leiphone.com/news/201812/I6EjFO4AQaitopAx.html
1,在本次公开课中，讲者将深度分享自动驾驶新锐公司酷哇如何“利用现有技术结合产品落地城市复杂场景的自动驾驶”，并讲解实现自动驾驶的产品落地需要怎样的技术与人才。,今晚20点职播间 | 复杂场景自动驾驶的技术框架及人才招募（附技术中心招聘列表）,1小时前,AI+,https://www.leiphone.com/news/201812/UxhSOw30IYYkNI6x.html
2,在这个星球上，你见过人类发明的最不可思议的科技是什么？,谁说中国没有核心技术！,2小时前,业界,https://www.leiphone.com/news/201812/7eNgjoEKZ43Tb2Rk.html
3,小米集团今天发内部邮件，宣布了新一轮组织架构调整,小米新一轮人员架构调整：组建中国区 王川任总裁,9小时前,业界,https://www.leiphone.com/news/201812/IghVJzPbd5ceFFL9.html
4,雷锋早报,德国内政部声援华为；知乎被曝紧急大裁员 ；高通指苹果继续在华销售手机是违法行为 | 雷锋早报,10小时前,业界,https://www.leiphone.com/news/201812/P7VuPXLQKlkWknVb.html
5,雷锋网消息，北京时间12月12日晚，Intel在圣克拉拉举办了架构日活动。在五个小时的演讲中，Intel揭开了2021年CPU架构路线图、下一代核心显卡、图形业,Intel 2018架构日详解：新CPU&新GPU齐公布，牙膏时代有望明年结束,13小时前,业界,https://www.leiphone.com/news/201812/FNHVZrUcvQ9zsbrX.html
6,在圣克拉拉举办的架构日活动上，Intel高级副总裁兼硅工程师集团总经理Jim Keller公开展示了一系列处于研发中的基于10nm的系统,Intel发布全新Sunny Cove架构，最快2019年下半年面世,19小时前,业界,https://www.leiphone.com/news/201812/Ftl2Upg96gM2VweM.html
