,brief,header,news_url,pubtime,savetime
0,近日，河南高校基本都已开学，2018级新生也开启了四年的大学生活。河南部分高校的“小石坝”的新生大数据公开啦！你们关注的新生人数、男女比例、生源情况等数据，小编也汇总了一下 ...,河南高校本科新生大数据：男女比例各有千秋,http://edu.sina.com.cn/gaokao/2018-09-25/doc-ifxeuwwr7920247.shtml,大数据,2018-09-25 20:02:14
1,子公司与IDC运营商设立合资公司 进入大数据领域】高鸿股份9月25日晚公告，公司拟为全资子公司高鸿数据增资3.5亿元，增资完成后，高鸿数据注册资本将达到6亿元。此外，公司下属子公司 ...,【高鸿股份：子公司与IDC运营商设立合资公司 进入大数据领,http://finance.sina.com.cn/7x24/2018-09-25/doc-ihkmwytp0762007.shtml,大数据,2018-09-25 20:02:14
2,长假持股还是持币？18年大数据显示：节后首日及一周上涨概率近七成 证券时报网 马上又到国庆了，长假前后应该持股还是持币？如果持股，该选什么品种？国庆节前一周股市表现总体 ...,？长假持股还是持币？18年大数据显示：节后首日及一周上涨概率近七成,http://finance.sina.com.cn/roll/2018-09-25/doc-ifxeuwwr7937286.shtml,大数据,2018-09-25 20:02:14
3,原标题：榨菜火腿肠热销等于“消费降级”？餐饮大数据告诉你答案 近期，榨菜、火腿肠、方便面等低价消费品找回昔日风光，而这轮强势反弹被不少市场人士视为餐饮消费升级道路上的 ...,榨菜火腿肠热销等于“消费降级”？餐饮大数据告诉你答案,http://news.sina.com.cn/c/2018-09-25/doc-ihkmwytp0725080.shtml,大数据,2018-09-25 20:02:14
4,x3000;　贵州大数据中心崛起：不仅仅是天时地利人和　　段倩倩　　[数据开放是贵阳吸引公司的一张王牌。提供办公场地免租、税收减免、人才房等优惠政策的地方政 ...,贵州大数据中心崛起： 不仅仅是天时地利人和,http://finance.sina.com.cn/roll/2018-09-25/doc-ihkmwytn9261032.shtml,大数据,2018-09-25 20:02:15
5,腾讯位置服务发布国庆旅游大数据报告，从堵车、交通、旅游、购物等角度，对今年十一出游趋势进行全面的预测与分析：全国各地高速公路将从9月30日下午13点开始拥堵，10月6日是返程最高 ...,腾讯位置服务发布国庆旅游大数据报告：黄山成中国女游客最爱,http://auto.sina.com.cn/zz/7x24/2018-09-25/detail-ifxeuwwr8060366.shtml,大数据,2018-09-25 20:02:15
6,原标题：微商虚假宣传、大数据杀熟？新《电子商务法》这样规范乱象 有些微商虚假宣传、承诺不兑现，出现消费纠纷后，直接删除好友或更换账号逃避法律责任，消费者维权困难；有些 ...,微商虚假宣传、大数据杀熟？新《电子商务法》这样规范乱象,http://news.sina.com.cn/o/2018-09-25/doc-ifxeuwwr8005680.shtml,大数据,2018-09-25 20:02:15
7,原标题：“云计算和大数据”重点专项“支持大数据理解的头戴式无障碍呈现技术、装备与云服务平台”项目中期检查会在北京召开？？？2018年9月4日，科技部高技术中心“云计算和大数据 ...,“云计算和大数据”重点专项“支持大数据理解的头戴式无障碍呈现技术、装备与云服务平台”项目中期检查会在北京召开,http://news.sina.com.cn/o/2018-09-25/doc-ihkmwytn9606001.shtml,大数据,2018-09-25 20:02:15
8,原标题：“云计算和大数据”重点专项“基于天空地一体化大数据的公共安全事件智能感知与理解”项目启动会暨实施方案论证会在京召开？？？国家重点研发计划“云计算和大数据”重 ...,“云计算和大数据”重点专项“基于天空地一体化大数据的公共安全事件智能感知与理解”项目启动会暨实施方案论证会在京召开,http://news.sina.com.cn/o/2018-09-25/doc-ihkmwytn9605998.shtml,大数据,2018-09-25 20:02:15
9,原标题：最高法发布司法大数据报告：网约车司机作案半数发生在夜间 福建法治报-海峡法治在线9月25日讯？新华社北京9月21日电 中国司法大数据研究院近日发布《网络约车与传统出租车服 ...,最高法发布司法大数据报告：网约车司机作案半数发生在夜间,http://news.sina.com.cn/c/2018-09-25/doc-ifxeuwwr7891031.shtml,大数据,2018-09-25 20:02:15
