,brief,header,pubtime,savetime
0,据 PeckShield 数据显示：截至 11 月 30 日，新兴稳定币种总发行量为 6.74 亿美元，其中 TUSD 总发行量为 1.91 亿美元，占比 28% 排名第一；USDC 总发行量为 1.67 亿美元，占比 25%，排名超 PAX 跃居第二位；排在第三位的是 PAX，总发行量为 1.37 亿美元，占比 20%；其余稳定币种 DAI、GUSD、EURS、nUSD 等共占 27%。近一个月新兴稳定币种新增发 1.13 亿美元，环比增长 20.2%。就稳定币总体市场分布情况而言，USDT 当前市场占有率为 73.2 %，环比 10 月份缩水 3.1%，相较早前的 93%，已经缩水近20%。,PeckShield：11 月新兴稳定币种环比增长 20.2%，USDT 市场份额再度缩水,19:30,2018-12-04 20:03:22
1,由于遭到瑞波币粉丝攻击，狗狗币（DOGE）创始人杰克逊·帕尔默（Jackson Palmer）开发一个名为「XRP Away」（瑞波币滚开）的开源脚本，旨在 Twitter 上屏蔽瑞波币水军，该脚本可以阻止瑞波币粉丝的关注，还能阻止他们启动标签话题（类似于微博上的#话题），只要用户个人资料、ID、或是名称信息里包含 XRP，就会被屏蔽。,狗狗币创始人开发名为「XRP Away」的开源脚本,18:45,2018-12-04 20:03:22
2,Ethereum Classic（ETC）主要开发团队之一 ETCDEV 通过其 Twitter 宣布团队因为经济问题，停止对 ETC 相关项目的开发。尽管 ETCDEV 只是 ETC 数只开发团队之一，但其全职投入 ETC 的开发维护已逾两年，承担了 ETC 官方路线图的多数开发任务。TokenInsight 认为，ETCDEV 的退出对 ETC 的开发有重要负面影响，并对相关社区及应用开发者而言也是负面信息。,TokenInsight 下调 ETC 评级：由 BBB 调整为 BB,18:29,2018-12-04 20:03:22
3,据币安官方推特消息，币安 CEO 赵长鹏在 Forbes Blockchain 峰会上表示，币安正在推动区块链的落地应用，并为推动整个行业的发展做很多事情。数月后币安链将上线，这将帮助众多项目方更容易地发行代币。,赵长鹏：币安正在推动区块链的落地应用，并于数月后开启币安链,17:53,2018-12-04 20:03:22
4,零币 Zcoin 是由 Poramin 和 Aizensou 为首的研发团队开发，通过零币协议 Zerocoin Protocol 来保障账务隐私，使用零知识证明确保了交易双方的相关地址信息免遭泄露。本月 15 至 17 日，零币核心开发者 Poramin 将参与到 2018 GBDC 全球区块链开发者大会中，与此同时，他将与全球顶尖开发者分享 Zcoin 的最新技术。,Zcoin 创始人兼核心开发者 Poramin 将出席 GBDC 全球区块链开发者大会,17:00,2018-12-04 20:03:23
5,据人民网消息，2018 年 12 月 21 日至 25 日期间，人民网人民创投将在海南生态软件园（人民创投全国党政领导干部区块链培训基地）开办区块链实务高级研修班，邀请国家主管部委、知名互联网企业的专家和产业菁英为学员讲授与区块链相关的技术原理、产业机遇、政策法律要点等内容。,人民创投党政干部区块链研修班将在海南开班,16:44,2018-12-04 20:03:23
6,据彭博社报道，只有当比特币价格高于 4500 美元时，矿工才有收益。目前只有少数矿工获益：例如矿场规模大、具有具体的商业模式、极低的电费。比特币算力从今年 8 月的峰值下降了 36%，挖矿难度降低了 10%。,彭博社：比特币在 4500 美元以上时，矿工才有收益,16:25,2018-12-04 20:03:23
7,今日北京市互联网金融行业协会发布《关于防范以 STO 名义实施违法犯罪活动的风险提示》称，近期，协会发现仍有部分机构或个人以 STO（即证券化代币发行）名义继续从事宣传培训、项目推介、融资交易等相关活动。协会郑重提醒本市各相关机构和个人：所有金融业务都要纳入监管。STO 涉嫌非法金融活动，应严格遵守国家法律和监管规定，立即停止关于 STO 的各类宣传培训、项目推介、融资交易等活动。涉嫌违法违规的机构和个人将会受到驱离、关闭网站平台及移动 APP、吊销营业执照等严厉惩处。,北京市互金协会：防范以 STO 名义实施违法犯罪活动风险,15:36,2018-12-04 20:03:23
8,超过一半的瑞士加密谷协会（CVA）董事会成员宣布将在明年 1 月卸任。这一消息是在有关治理问题和对组织领导层利益冲突的指控之后发布的。,过半数瑞士加密谷协会领导层将在明年 1 月卸任,15:17,2018-12-04 20:03:23
9,研究机构 Diar 最新报告指出，2018 年「巨鲸」地址累积的 ETH 比历史上任何其他时期都多。截至今年 11 个月，「巨鲸」地址累计持有近 1000 万枚 ETH；排名前 500 的地址拥有共计 2000 万枚 ETH（约合 23 亿美元），接近 ETH 总流通量的 20％。Diar 推测，ETH 持有量的增长主要是由于投资者退出 ERC-20 持仓。此外，虽然 2018 年 ETH 净流入量为 10 亿美元，但其中 90％ 的资金来自 2018 年第一季度。,报告：「巨鲸」地址今年累积近千万枚 ETH，为史上最多,14:21,2018-12-04 20:03:23
