,header,pub_time,url
0,亚马逊近日首推云端AI芯片，其实早已偷偷布局！,2小时前,https://ai.ofweek.com/news/2018-12/ART-201714-8500-30286735.html
1,前SAP全球副总裁加入Geek+，全面加强业务拓展能力,2小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8470-30286733.html
2,DeepMind正开发新AI工具 可预测蛋白质结构,5小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286625.html
3,光鉴科技朱力：人工智能+纳米光学，赋能机器视觉,5小时前,https://ai.ofweek.com/news/2018-12/ART-201716-8600-30286622.html
4,State of AI in the Enterprise： 人工智能投资回报率达到20%或者更高,6小时前,https://ai.ofweek.com/news/2018-12/ART-201717-8470-30286619.html
5,苹果详解HomePod远场语音识别，为何机器学习是重点？,8小时前,https://ai.ofweek.com/news/2018-12/ART-201719-8140-30286614.html
6,AI幼儿园教育火了，人人都是深度学习界的明日之星？,8小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8470-30286601.html
7,人工智能机器人已渐渐普及，影响我们的生活方式,8小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8420-30286608.html
8,Deepmind 基于AI的预测蛋白质建模的早期发展,8小时前,https://ai.ofweek.com/news/2018-12/ART-201700-8130-30286591.html
9,7-Eleven在日本测试无人便利店，迎战亚马逊,9小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8130-30286556.html
10,驾培行业进入AI时代 机器人教练上岗,9小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286568.html
11,人工智能感知技术是机器人应用支撑技术之一,9小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8140-30286543.html
12,爱尔兰太空AI芯片受辐射会爆炸,9小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8130-30286526.html
13,知行科技发布L3自动驾驶系统，视觉ADAS成本价降至千元级,9小时前,https://ai.ofweek.com/news/2018-12/ART-201715-8220-30286518.html
14,平安金融壹账通获机器阅读理解顶级赛事(SQuAD)世界第一,10小时前,https://ai.ofweek.com/news/2018-12/ART-201717-8460-30286512.html
15,AI水听传感器系统问世 可检测细微管道泄漏,10小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286508.html
16,福特利用大数据 预测未来可能发生交通事故地点,10小时前,https://ai.ofweek.com/news/2018-12/ART-201713-8140-30286490.html
17,AI行业的终结 法律机器人开路者,10小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286476.html
18,猎豹移动研发 机器人导购豹小秘上岗北京超市,10小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286450.html
19,语音助手“合体”忙,10小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8110-30286441.html
20,懒鬼拯救地球！最后一英里快递机器人正在崛起,11小时前,https://ai.ofweek.com/news/2018-12/ART-201700-8140-30286415.html
21,亚马逊计划在大型商店测试智能结账技术,11小时前,https://ai.ofweek.com/news/2018-12/ART-201700-8140-30286411.html
22,企业商机转化效率太低？AI来破题！,11小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8470-30286400.html
23,掌握自动驾驶，服务机器人落地不远,11小时前,https://ai.ofweek.com/news/2018-12/ART-201721-8420-30286399.html
