,header,pub_time,url
0,尼泊尔“一带一路”爱心医务室揭牌,11-16 19:38,http://www.chinanews.com/gj/2018/11-16/8678889.shtml
1,中国旅澳艺术家沈嘉蔚大型历史人物画《兄弟阋于墙》悉尼展出,11-16 19:38,http://www.chinanews.com/gj/2018/11-16/8678887.shtml
2,澳大利亚“肮脏真相”报告：低收入社区污染严重,11-16 19:35,http://www.chinanews.com/gj/2018/11-16/8678898.shtml
3,英国“脱欧”获突破 前景仍存变数,11-16 19:07,http://www.chinanews.com/gj/2018/11-16/8678870.shtml
4,津巴布韦大巴车爆炸致42人死亡多人烧伤,11-16 18:45,http://www.chinanews.com/gj/2018/11-16/8678850.shtml
5,中国建城铁在尼日利亚成焦点：“它改变了我们的生活”,11-16 18:19,http://www.chinanews.com/gj/2018/11-16/8678826.shtml
6,韩媒：朝鲜将驱逐一名美国公民 已将此人羁押,11-16 18:13,http://www.chinanews.com/gj/2018/11-16/8678823.shtml
7,蓝皮书：全球气候治理长期目标实现难度仍较大,11-16 17:47,http://www.chinanews.com/gj/2018/11-16/8678788.shtml
8,金正恩指导新研发尖端战术武器试验,11-16 17:31,http://www.chinanews.com/gj/2018/11-16/8678675.shtml
9,哥斯达黎加鼓励民众回收食用油 提供虚拟货币奖励,11-16 17:04,http://www.chinanews.com/gj/2018/11-16/8678731.shtml
10,报告：巴拿马每年有1300人死于糖尿病 女性多于男性,11-16 17:03,http://www.chinanews.com/gj/2018/11-16/8678717.shtml
11,俄副总理：四分之一俄罗斯女性有肥胖问题,11-16 16:45,http://www.chinanews.com/gj/2018/11-16/8678674.shtml
12,美国国防部未通过史上首次全面审计,11-16 16:23,http://www.chinanews.com/gj/2018/11-16/8678683.shtml
13,美国“坎普”大火至少造成63人死亡631人失踪,11-16 15:51,http://www.chinanews.com/gj/2018/11-16/8678651.shtml
14,架构庞杂财务混乱？美五角大楼首次全面审计失败,11-16 15:49,http://www.chinanews.com/gj/2018/11-16/8678649.shtml
15,加州山火遇难人数升至63人 失踪人数超过600人,11-16 15:07,http://www.chinanews.com/gj/2018/11-16/8678581.shtml
16,美国圣地亚哥发生枪击案致两人受伤 枪手在逃,11-16 15:01,http://www.chinanews.com/gj/2018/11-16/8678571.shtml
17,韩朝举行航空工作会谈 商讨双方直飞航线等问题,11-16 15:00,http://www.chinanews.com/gj/2018/11-16/8678573.shtml
18,日本岐阜市发现今年第二例猪瘟 21头家猪被扑杀,11-16 14:51,http://www.chinanews.com/gj/2018/11-16/8678555.shtml
19,“脱欧”协议草案引发英国政坛动荡,11-16 14:28,http://www.chinanews.com/gj/2018/11-16/8678533.shtml
20,德国欢迎英国“脱欧”协议草案达成,11-16 14:28,http://www.chinanews.com/gj/2018/11-16/8678532.shtml
21,英国一年700家酒吧关门 年轻人：喝酒无趣且花费高,11-16 14:10,http://www.chinanews.com/gj/2018/11-16/8678475.shtml
22,纽约中央车站易主 大都会运输局3500万美元购得,11-16 14:09,http://www.chinanews.com/gj/2018/11-16/8678444.shtml
23,“别来我这！”美墨边境居民抗议移民迁入,11-16 14:07,http://www.chinanews.com/gj/2018/11-16/8678497.shtml
24,霍克尼名画9030万美元落槌 破在世艺术家作品最贵纪录,11-16 14:06,http://www.chinanews.com/gj/2018/11-16/8678508.shtml
25,半年逮捕4000多移民！美边境移民逮捕率飚升4000％,11-16 14:02,http://www.chinanews.com/gj/2018/11-16/8678441.shtml
26,纽约迎来今冬初雪 雪情超预期引发交通混乱,11-16 12:19,http://www.chinanews.com/gj/2018/11-16/8678425.shtml
27,沙特检方确认沙特记者卡舒吉死于谋杀,11-16 12:17,http://www.chinanews.com/gj/2018/11-16/8678424.shtml
28,所罗门群岛东南部海域发生6.2级地震 震源深10.6公里,11-16 12:16,http://www.chinanews.com/gj/2018/11-16/8678430.shtml
29,普京：愿与特朗普在布宜诺斯艾利斯举行会谈,11-16 11:35,http://www.chinanews.com/gj/2018/11-16/8678414.shtml
30,美国青少年吸电子烟泛滥引发多方忧虑,11-16 11:33,http://www.chinanews.com/gj/2018/11-16/8678409.shtml
31,瑞士Visana保险集团总裁自杀身亡 警方已介入调查,11-16 11:30,http://www.chinanews.com/gj/2018/11-16/8678403.shtml
32,女子闯入米兰地铁隧道 列车急停致多名乘客受伤,11-16 11:27,http://www.chinanews.com/gj/2018/11-16/8678380.shtml
33,意大利62岁高龄孕妇剖腹产 成功诞下健康女婴,11-16 11:22,http://www.chinanews.com/gj/2018/11-16/8678386.shtml
34,美联储主席谈美财政政策：加息过快过慢都有风险,11-16 11:13,http://www.chinanews.com/gj/2018/11-16/8678372.shtml
35,英国多名阁员辞职 企业高管对脱欧前景表担忧,11-16 11:12,http://www.chinanews.com/gj/2018/11-16/8678366.shtml
36,金正恩指导试验新开发尖端战术武器,11-16 11:05,http://www.chinanews.com/gj/2018/11-16/8678369.shtml
37,朝中社：金正恩指示将韩国赠柑橘分发给学生和市民,11-16 10:58,http://www.chinanews.com/gj/2018/11-16/8678342.shtml
38,日本原子能机构拟调整碘剂发放机制 重点向儿童发放,11-16 10:57,http://www.chinanews.com/gj/2018/11-16/8678361.shtml
39,美加州山火遇难人数升至63人 逾600人仍下落不明,11-16 10:56,http://www.chinanews.com/gj/2018/11-16/8678356.shtml
40,美“邮包炸弹”嫌犯拒绝认罪 2019年7月正式受审,11-16 10:27,http://www.chinanews.com/gj/2018/11-16/8678309.shtml
41,猫的报恩？美国老人因寻找爱猫奇迹躲过加州山火,11-16 10:24,http://www.chinanews.com/gj/2018/11-16/8678310.shtml
