,brief,header,pub_time,url
0,阿里巴巴集团CEO张勇回忆第一年双11称，“那年就是个小团队随便搞了搞，唯一的不一样就是：机房压力有点大”。对10年后的双11将有何规模，他坦言“这个不知道。如果说10年后双11和今年的双11一样，那一定是双11错了”，他说：“今天来看，光看数字没有意义。双11一定会到1万亿，但一定是重新定义后的结果”（新浪科技）,张勇谈双11交易额：光看数字没意义，会到1万亿,2018-11-16 19:52,https://tech.sina.com.cn/i/2018-11-16/doc-ihnvukff9615153.shtml
1,在中国上线外卖业务逾两个月后，星巴克总裁兼首席执行官凯文·约翰逊本月在上海参加一场品牌活动时表示，星巴克打算把外卖带到包括大本营美国在内的其它市场。这一计划还在非常初级的阶段，星巴克没有透露其他信息。数据显示，美国 2017 年外卖交易额大约 157 亿美元，约合 1083 亿元，送餐成本是中国 5 倍。（好奇心日报）,星巴克欲复制外卖经验到美国,2018-11-16 19:52,http://www.qdaily.com/articles/58367.html
2,红星美凯龙旗下共享办公品牌霍King共享聚落·北京北五环聚落正式发布。占地面积近5000平米，工位数量400多个，是霍 King 共享聚落在北京开业的首个共享空间。截至目前，霍King共享聚落已入驻北京、上海、天津等城市。王伟透露，霍King共享聚落计划到明年年底将有超过20个项目落地，五年内管理面积达到150万平方米。（新京报）,红星美凯龙布局共享办公，到明年底将打造20个项目,2018-11-16 19:47,http://www.bjnews.com.cn/finance/2018/11/16/522217.html
3,从北京市文化和旅游局官网获悉，按照北京市委市政府统一安排，北京市文化和旅游局举行挂牌仪式。根据《北京市机构改革实施方案》，将北京市文化局、北京市旅游发展委员会职责整合，组建北京市文化和旅游局，作为市政府组成部门。不再保留北京市文化局、北京市旅游发展委员会。北京市文化和旅游局网站即日起上线，原北京市文化局和原北京市旅游发展委员会所属官方网站停止更新。（北京商报）,北京市文化和旅游局正式挂牌,2018-11-16 19:45,http://www.bbtnews.com.cn/2018/1116/274403.shtml
4,在“看中国”高端思想论坛的夜话11年环节，阿里巴巴集团CEO张勇在被问及双11挑战时，他表示，“双11准备在平时，跟高考一样。这一天是技术成果的大考，是消费者的节日，也是商家的奥林匹克。难过的时间在平时，当然当天也会有很多挑战”。他提到，最刻骨铭心的是2011年的双11，当时出现了很大的系统故障，“这让我意识到，钱和货、还有技术都很重要”。（新浪科技）,张勇谈“刻骨铭心”的双11：2011年有个大故障,2018-11-16 19:34,https://tech.sina.com.cn/i/2018-11-16/doc-ihmutuec0885081.shtml
5,36氪获悉，在第二届“养老金与投资”论坛上，证监会副主席李超表示，完善公募基金投资策略、适时拓展投资范围，丰富基金产品类型；强化基金产品运作监管，注重保持基金产品风格清晰、稳定；鼓励指数基金等被动投资产品发展，实行更加灵活的费率安排；支持公募基金适度运用金融衍生品等工具以提升组合风险管理水平。,证监会李超：完善公募基金投资策略、适时拓展投资范围,2018-11-16 19:34,https://mp.weixin.qq.com/s/f4vdYRxKSSlkETkvnyuKUQ
6,在“看中国”高端思想论坛的夜话11年环节，阿里巴巴集团CEO张勇透露，每次双11凌晨，购物与他无缘，“零点我是非常忙的，战役刚开始。凌晨两点我才开始下单，到现在还有双运动鞋没来”。主持人调侃称：“那菜鸟别干了，逍遥子买双鞋，竟然4天没到货！”（新浪科技）,张勇：双11买了双鞋还没到货，主持人：菜鸟别干了,2018-11-16 19:30,https://tech.sina.com.cn/i/2018-11-16/doc-ihnvukff9568453.shtml
7,36氪讯，2018年上半年，证监会分两批对17家IPO在审企业开展了现场检查，向稽查部门移交1家企业涉嫌违法违规线索，对3家保荐机构采取行政监管措施。在现场检查筹备和实施过程中，多家企业申请撤回申报材料。通过梳理撤回原因，发现上述企业不同程度存在法律瑕疵未解决、会计处理不规范、行业前景不明朗、持续盈利能力薄弱等问题。,证监会今年上半年IPO现场检查：多家企业申请撤回申报,2018-11-16 19:27,https://mp.weixin.qq.com/s/yPxLE4CkvWiJphN-Mz1pbg
8,在“看中国”高端思想论坛的夜话11年环节，阿里巴巴集团CEO张勇回答提问“如何看待今年双11交易额2135亿元？”，他称，很多人问过这个问题，“马云也问过我今年能搞多少。说实话，我真没有数字的预估。我一直说，数字是结果，他是整个经济现象和过程所带来的变化”。（新浪科技）,张勇谈双11：马云曾问我今年能搞多少,2018-11-16 19:24,https://tech.sina.com.cn/i/2018-11-16/doc-ihmutuec0882763.shtml
9,36氪获悉，多家媒体报道易到用车高管反应“被逼磕头、遭受CEO欺凌”的相关文章。易到用车回应称这是一场险恶有预谋的饭局。易到方面表示，针对吕艺邮件造谣、诽谤、恐吓巩振兵先生一事，目前，巩振兵先生已向警方报案，公司将适时公布警方处理进展。,易到用车回应“磕头事件”：有预谋的饭局，已报警,2018-11-16 19:20,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/145471&title=36%E6%B0%AA%E8%8E%B7%E6%82%89%EF%BC%8C%E5%A4%9A%E5%AE%B6%E5%AA%92%E4%BD%93%E6%8A%A5%E9%81%93%E6%98%93%E5%88%B0%E7%94%A8%E8%BD%A6%E9%AB%98%E7%AE%A1%E5%8F%8D%E5%BA%94%E2%80%9C%E8%A2%AB%E9%80%BC%E7%A3%95%E5%A4%B4%E3%80%81%E9%81%AD%E5%8F%97CEO%E6%AC%BA%E5%87%8C%E2%80%9D%E7%9A%84%E7%9B%B8%E5%85%B3%E6%96%87%E7%AB%A0%E3%80%82%E6%98%93%E5%88%B0%E7%94%A8%E8%BD%A6%E5%9B%9E%E5%BA%94%E7%A7%B0%E8%BF%99%E6%98%AF%E4%B8%80%E5%9C%BA%E9%99%A9%E6%81%B6%E6%9C%89%E9%A2%84%E8%B0%8B%E7%9A%84%E9%A5%AD%E5%B1%80%E3%80%82%E6%98%93%E5%88%B0%E6%96%B9%E9%9D%A2%E8%A1%A8%E7%A4%BA%EF%BC%8C%E9%92%88%E5%AF%B9%E5%90%95%E8%89%BA%E9%82%AE%E4%BB%B6%E9%80%A0%E8%B0%A3%E3%80%81%E8%AF%BD%E8%B0%A4%E3%80%81%E6%81%90%E5%90%93%E5%B7%A9%E6%8C%AF%E5%85%B5%E5%85%88%E7%94%9F%E4%B8%80%E4%BA%8B%EF%BC%8C%E7%9B%AE%E5%89%8D%EF%BC%8C%E5%B7%A9%E6%8C%AF%E5%85%B5%E5%85%88%E7%94%9F%E5%B7%B2%E5%90%91%E8%AD%A6%E6%96%B9%E6%8A%A5%E6%A1%88%EF%BC%8C%E5%85%AC%E5%8F%B8%E5%B0%86%E9%80%82%E6%97%B6%E5%85%AC%E5%B8%83%E8%AD%A6%E6%96%B9%E5%A4%84%E7%90%86%E8%BF%9B%E5%B1%95%E3%80%82
