,brief,header,pubtime,savetime
10,9 月 27 日，证监会副主席阎庆民发表讲话称，当今世界，人工智能等数字技术与制造业、服务业等产业深度融合，数字经济、金融创新层出不穷，特别是金融衍生工具、数字货币、互联网金融等新业态快速推广，金融一体化程度不断提高。经济金融化趋势一方面促进了资源有效配置，也在一定程度上增加了市场的投机性、风险性，给资本市场运行和投资者保护工作带来了更多不确定性。阎庆民指出，我们一方面要借鉴国际经验，为科技金融创新建立必要的容错机制，让投资者参与到创新之中来，确保新的技术从应用之初就不偏离航道。同时要严惩滥用科技之名、行金融违法之实的行为，实现对投资者的有效保护，维护市场公平性。,证监会副主席：要严惩滥用科技之名、行金融违法之实的行为,07:05,2018-09-28 21:26:33
11,巴克莱数字资产项目负责人 Chris Tyrer 据悉已经离职。Chris Tyrer 今年早些时候开始了有关该行如何涉足加密货币的探索性工作。知情人士称，今年 4 月巴克莱称今年早些时候曾试探过客户，以评估客户对加密货币交易部门的兴趣。该行当时表示正在关注数字货币市场的发展，但没有具体计划启动该业务。,巴克莱数字资产项目负责人离职,07:03,2018-09-28 21:26:33
12,据彭博文章，比特币多头正在寻找新的技术信号，希望能够扭转最近的跌势，并开始推高比特币。基于对结合了相对强弱指标 RSI 和动量研究的 RIG 趋势线分析，动量指标 momentum gauge 穿过相对强弱指标，这可能预示着价格将出现正向走势。这是动量指标今年第四次越过 RSI，而每一次都伴随着比特币价格上涨。,彭博文章称动量指标显示下一轮牛市即将到来,06:59,2018-09-28 21:26:33
13,据 Bitcoin Exchange Guide，高盛确有可能推出基于 ETH 期货的 NDF。媒体援引三位内部消息来源称，高盛正在与以太坊合作推出基于 ETH 期货的不可交割远期 NDF 投资产品。其中一位消息人士表示，高盛甚至没有考虑其他加密货币的 NDF，而是只是想要推出一个 ETH NDF。另一个消息来源是高盛的一名员工，声称以太坊 NDF 一定「会发生」，只是还未确定何时。,报道称高盛确有可能推出基于 ETH 期货的 NDF,06:55,2018-09-28 21:26:33
14,根据 BitMEX Research 的一份详尽分析，有足够的数据可以说明比特大陆今年第二季度可能经历了其有史以来最糟糕的季度。比特大陆今年第二季度或亏损了 3.95 亿美元，六个月利润应为 7.42 亿美元。,BitMEX ：比特大陆二季度净亏将接近 4 亿美元,06:54,2018-09-28 21:26:33
15,在华尔街日报举办的全球食品论坛上，IBM 食品信任副总裁 Brigid McDermott 表示，美国的农场没有 IT 部门，更多用电话，如何确保他们能够真正到区块链上来是一个问题。她一直忙于让农民、食品加工商和零售商使用这项技术来改善食品安全调查。McDermott 表示，目前 IBM 还没有取得任何进展。,IBM 食品信任副总裁：将区块链应用于农业仍存在困难,06:52,2018-09-28 21:26:33
16,据美国证券交易委员会 SEC 官网消息，SEC 指控 1pool Ltd.即国际证券交易商 1Broker 及其首席执行官 Patrick Brunne 通过比特币融资的基于证券的掉期交易，涉嫌违反了联邦证券法。投资者只需提供电子邮件地址和用户名就可以在该公司开立账户，而且用户只能使用比特币购买这些掉期。SEC 称，Brunner 和 1Broker 未能在经过注册的全国性交易所进行基于证券的掉期交易，也未能正确注册为基于证券的掉期交易商。,SEC 指控交易商违反证券法，仅允许使用比特币购买掉期,06:49,2018-09-28 21:26:33
17,Coinbase 27 日宣布，推出一系列更新，旨在简化加密货币交易。「Coinbase Bundle」为用户提供 5 种加密货币的加权组合捆绑交易；「信息资产页面」可以了解市值前 50 的币种资产信息；「Coinbase Learn」用于回答用户的基本问题。,Coinbase 推出「Coinbase Bundle」，允许用户购买加密货币加权组合,06:46,2018-09-28 21:26:34
18,9 月 26 日，比特大陆招股说明书曝光，正式启动香港上市计划。对此，Bibox 联合创始人马骥表示此次比特大陆启动香港上市计划，表明了主流投资机构对区块链产业的认可和接纳，这也为其他区块链公司的上市铺平了道路。据悉，比特大陆是 Bibox Lab 联盟成员之一，目前已有 30 多家明星机构加入了 Bibox Lab。,Bibox 马骥：比特大陆启动上市计划，表明主流投资机构对区块链产业的接纳,20:16,2018-09-28 21:26:34
19,据卢森堡时报，欧洲国家卢森堡据称将为区块链技术在金融交易领域的应用寻求全国性的立法。,卢森堡将为区块链技术在金融交易领域的应用寻求立法,18:58,2018-09-28 21:26:34
