,brief,header,pub_time,url
0,腾讯控股将在8月15日公布上半年财报。阿斯达克财经网数据显示，腾讯上半年非通用会计准则下净利润在351-388亿人民币之间，同比增长14.8%-26.8%。腾讯股价年内累计下跌幅度达到8.67%。内地资金撤走253亿港元，但海外的大投行如高盛和瑞银等仍给予了买入评级。（每日财经）,腾讯预计上半年利润增14.8-26.8%，股票虽下跌海外投行仍看好,2018-08-12 18:41,http://www.nbd.com.cn/articles/2018-08-12/1244357.html
1,"天源迪科公布2018半年报。上半年公司实现营业收入11.83亿元，较去年同期增长22.09%，其中，软件、服务及运营收入393,870,251.48元，较去年同期增长72.58%；归属于上市公司净利润3.94亿元，较去年同期增长242.18%。（每日经济新闻）",天源迪科：上半年净利同比增2.4倍，软件服务业务增长迅速,2018-08-12 18:13,http://www.nbd.com.cn/articles/2018-08-12/1244360.html
2,8月12日消息，国内车贷平台微贷网日前提交IPO申请书，申请在纽交所挂牌上市，计划募资1亿美元。微贷网从事以汽车抵押借贷为主的P2P业务。目前P2P行业正在经历全局性的寒冬。微贷网的招股书称其2018年上半年净利润达到3.07亿元人民币，同比增14.6%。（投资界）,从事P2P的微贷网欲在美股上市募资1亿美元，2018年上半年净利润同比增14.6%,2018-08-12 18:01,http://news.pedaily.cn/201808/434530.shtml
3,8月12日首都广播电视节目制作协会与横店影视产业协会相继发布倡议书，号召全行业一同遏制天价片酬、“阴阳合同”和防止偷逃税等问题。11日三大视频网站联合正午阳光等六大影视制作公司也已发布类似声明。当晚《人民日报》发微博表示遏制天价片酬就是为了提高演技上限。（每日经济新闻）,又有两大影视协会相继倡议遏制天价片酬，《人民日报》微博表示支持,2018-08-12 17:48,http://www.nbd.com.cn/articles/2018-08-12/1244359.html
4,据新华社报道，近期部分网贷机构连续出现风险。国家有关部门及有关省市、部门负责人近日召开会议，对应对网贷风险提出十大措施，包括开展网贷机构合规检查、指导网贷机构兼并重组及通过市场化手段化解风险、落实网贷机构及股东责任、压实网贷机构及其股东责任，以及规范网贷机构退出行为等。,新华社：互金整治办网贷整治办十举措应对网贷风险,2018-08-12 16:55,http://www.xinhuanet.com/2018-08/12/c_1123258027.htm
5,据新华社报道，美国“帕克”太阳探测器北京时间12日下午3：31分升空，这是人类首个将穿越日冕“触摸”太阳的探测器。帕克将飞行7年后抵达太阳日冕层。之前它因火箭技术原因推迟12小时发射。,人类首个穿越日冕的太阳探测器升空，将飞7年,2018-08-12 16:37,http://www.xinhuanet.com/world/2018-08/12/c_1123257968.htm
6,8月12日，中国联通宣布大幅下调国际/港澳台漫游资费，此次资费下调涵盖语音及数据业务。语音国际漫游资费平均下调44%，最大降幅79%；数据漫游资费涉及143个国家和地区，平均降幅为46%，最大降幅达97%。调整后，215个国家和地区的语音资费在每分钟3元内。（北京商报）,中国联通再次下调国际/港澳台漫游资费，平均降幅超40%,2018-08-12 16:01,http://www.bbtnews.com.cn/2018/0812/258496.shtml
7,"共享自行车公司永安行发布公告称，公司52,536,955股限售股将于2018年8月17日上市流通，占公司总股本的39.09%。（财联社）",永安行限售股大幅解禁，占公司总股本39.09%,2018-08-12 14:50,https://www.cailianpress.com/telegraph
8,近日上海推出新政策，清华、北大的应届毕业生可直接落户上海，以吸引ICT人才。据北大清华方面统计，2017年上海在吸纳北大毕业生数量上落后于北京、杭州、广州和成都等城市。在吸纳清华毕业生方面上海逊于北京和广东省。原因是上海缺少华为和阿里巴巴这样的信息产业巨头。（每日经济新闻）,上海推清华北大毕业生直接落户政策，加入ICT人才之争,2018-08-12 14:20,http://www.nbd.com.cn/articles/2018-08-12/1244323.html
9,工信部和国家发改委近日联合印发的《扩大和升级信息消费三年行动计划（2018-2020年）》称，到2020年中国信息消费规模将达6万亿元，年均增长11%。2020年，98%行政村实现光纤通达和4G网络覆盖。“互联网+”将在医疗、养老、教育和文化多领域推进。（经济日报）,2020年中国信息消费规模将达6万亿元，98%行政村实现光纤通达和4G覆盖,2018-08-12 14:08,http://paper.ce.cn/jjrb/html/2018-08/12/content_369842.htm
10,近日，腾讯微保CEO刘家明在接受采访时透露，第一次改版后的微保新首页会在近期上线，改版后的微保将尝试通过场景化和社交化触达更多用户。微保在去年底上线以来到2018年上半年共获得月活用户1261.7万，但由于保险规划往往无关当下体验，使其与微信的“即时社交”风格不易兼容。（界面）,腾讯微保上线半年获月活1261.7万，社交与保险如何兼容是个难题,2018-08-12 13:51,https://www.jiemian.com/article/2378350.html
11,据8月10日nokiapoweruser(NPU)消息，诺基亚一款新智能手机已通过美国联邦通讯委员会（FCC）认证。其拥有4个新型号，其中至少有一个型号支持双SIM卡。这款设备支持近距离无线通讯（NFC）功能，推测其定位应该位于中端或者中高端。（IT之家）,诺基亚新款智能手机获得FCC认证，可能为中高端机，支持双SIM卡,2018-08-12 13:15,https://www.ithome.com/html/android/376331.htm
12,陕西省相关部门日前印发《抢抓机遇加快发展形成300万辆汽车产业实施意见》，表示将把陕西打造成汽车产业和出口基地，2021年确保整车产销200万辆以上及力争产能规模达300万辆以上，其中燃油车140万辆，新能源汽车160万辆，并加快比亚迪新能源汽车和吉利汽车基地建设。（陕西日报）,陕西打造全国汽车产业基地，2021年新能源车产量或超燃油车,2018-08-12 12:19,http://www.sxdaily.com.cn/n/2018/0812/c682-6395208.html
13,光明网讯，国家网信办等有关部门陆续开展行业网站严重违规失信专项整治，不断加大对违规失信网站的查处力度。专家建议，为建立网站诚信长效机制，要实现企业违规信息记录共享，建立网站诚信信息数据库和企业法人和高管市场准入制度。“网络实名制”既要包括实名注册也要包括实名验证。（光明网）,光明网：落实“网络实名制”，建立网站诚信长效机制,2018-08-12 12:06,http://epaper.gmw.cn/gmrb/html/2018-08/12/nw.D110000gmrb_20180812_4-02.htm
14,8月12日上午，中康资讯总裁吴瀚在2018西普会上预计，2018年中国药品市场规模将达1.71万亿元，较2017年增长8.3%，增速回升。其中实体药店增速为8.5%，全品类总规模为3938.9亿元；城市基层预计将实现14.1%的增长，特殊药店总规模预计达480亿元。（证券时报）,中康资讯：预计2018年中国药品市场规模同比增长8.3%,2018-08-12 11:26,http://kuaixun.stcn.com/2018/0812/14438543.shtml
15,在最新发布的年中经济展望报告中，高盛旗下投资策略团队表示，今年前7个月比特币的价格已出现幅度高达45%的下跌。加密货币既不是交换媒介，也不是衡量单位，也没有存储价值，因此加密货币未来价格还会下跌，但不会对金融资产产生负面影响。（腾讯财经）,比特币价格还会继续下跌，但对金融资产的表现无负面影响,2018-08-12 10:52,https://finance.qq.com/a/20180812/039297.htm
16,英国路透社报道，沙特主权财富基金PIF被外界认为是马斯克私有化计划“很自然”的一个资金提供者。这一基金目前持有特斯拉公司大约5%的股权。但据外媒最新消息，沙特主权财富基金目前并无兴趣给马斯克提供私有化收购的资金。这将进一步引发外界对特斯拉私有化缺少资金支持的担忧。（腾讯科技）,外媒：沙特主权财富基金无意提供特斯拉私有化资金,2018-08-12 10:07,http://tech.qq.com/a/20180812/038049.htm
17,高盛公司称，英特尔芯片生产技术存在大问题，在10纳米工艺上遇到难题，转向下一代芯片加工工艺上多次延迟，因此将英特尔的股票评级从中性下调至卖出。受此调级影响，周五英特尔股价跌2.5%，截止周四收盘该股今年上涨了8.6%。（网易科技报道）,英特尔芯片生产出现问题遭高盛下调评级，影响股价,2018-08-12 09:41,http://tech.163.com/18/0811/17/DOUR0SUB00097U7S.html
18,8月12日，中国民营火箭研发公司零壹空间宣布完成近3亿元人民币B轮融资。本轮融资由中金佳泰基金领投。至此，零壹空间成立至今已经累计完成四轮融资，融资总额近8亿元。本轮融资主要用于亚轨道火箭及运载火箭产品的相关研制和民营商业航天上下游产业布局与总装等。（腾讯科技）,民营火箭开发商零壹空间宣布完成B轮融资，累计融资近8亿元,2018-08-12 09:27,http://tech.qq.com/a/20180812/037258.htm
19,去年下半年到今年上半年，苹果公司爆出“降速门”丑闻。许多消费者发现自己的iPhone运行速度变慢，后来苹果证实通过操作系统升级对手机性能进行了各种限制。在美国，苹果因“降速门”遭遇了61宗消费者诉讼。据外媒最新消息，苹果最近已开始处理这些诉讼，并要求法庭撤销原告诉讼。（腾讯科技）,苹果要求法庭撤销消费者“降速门”集体诉讼,2018-08-12 09:18,http://tech.qq.com/a/20180812/036863.htm
20,国家市场监管总局表示，对近日媒体报道的虚假违法广告问题高度重视，将进一步加大广告监管执法力度。各级工商和市场监管部门将继续保持整治虚假违法广告高压态势，重点查处涉及广大人民群众重大利益和社会反应强烈的虚假违法广告，持续推进互联网广告专项整治工作。（央广网）,国家市场监管总局：持续推进互联网广告专项整治工作,2018-08-12 09:00,http://china.cnr.cn/NewsFeeds/20180811/t20180811_524329290.shtml
21,在小红书上面，来自客户的消费体验汇聚成了一个巨大的口碑库，也可以作为发展电商的借鉴。小红书这几年凭借社区内容和博主笔记吸引不少流量。对于手握粉丝流量的博主们而言，通过发笔记赚钱并不难。但这些网红博主的粉丝量、点赞数量等考核其影响力的各项数据如今已是可以造假的产业链。（一财网）,小红书称社区不赚钱，但刷单者掘到了“金”,2018-08-12 08:55,https://www.yicai.com/news/100009638.html
22,印度数字支付公司PhonePe宣布完成了一笔45.2亿卢比（约合6600万美元）的新一轮融资，投资方为本土知名电商Flipkart。截至目前，该公司已经获得了总计约1.43亿美元的风险投资。7月份，PhonePe在印度统一支付接口（UPI）交易中完成了9400万笔交易，占到所有统一支付接口交易量的40%（亿邦动力网）,印度数字支付公司PhonePe宣布完成了约6600万美元的新一轮融资,2018-08-11 18:08,http://www.ebrun.com/20180811/291483.shtml
23,今日，“世界科技创新论坛” 在北京举办。在“人工智能的标准化革命”论坛会议上，商汤科技联合创始人杨帆认为，人工智能做的是信息的采集、存储、分析计算、传输和反馈的行业，所以它必然是可长期发展的事业。中国对新技术的态度非常包容，中国企业也将在这样环境下获得快速发展。（新浪）,商汤科技联合创始人杨帆：人工智能不是风口 是长期发展事业,2018-08-11 17:59,https://tech.sina.com.cn/i/2018-08-11/doc-ihhqtaww8755671.shtml
24,8月10日，中国影市再度迎来火爆场面。根据猫眼数据显示，这一天中国电影单日总票房高达5.8亿，一举创下了在春节档和情人节档之外的最高单日票房记录，也成为历年暑期档里的单日票房最高纪录。（腾讯一线）,暑期档单日票房5.8亿创纪录《一出好戏》居第一,2018-08-11 16:10,http://ent.qq.com/a/20180811/044059.htm
25,新三板披露数据显示，自今年1月15日实施市场分层、交易制度等新政策以来，截至10日收盘，新三板挂牌公司累计成交金额535.55亿元。在交易方式方面，本周新三板挂牌公司成交15.08亿元，较上周下降0.71%。在指数方面，新三板两大指数持续走弱。（新华网）,新政策实施以来 新三板挂牌公司成交金额超530亿元,2018-08-11 15:53,http://www.xinhuanet.com/2018-08/11/c_1123255874.htm
