,brief,header,pubtime,savetime
0,前德意志银行 Deutsche Bank 标准大宗商品交易金融 SCTF 副总裁 Anand Dattani 先生加入 CarBlock，出任客户关系副总裁，Anand 先生将利用其在投行、金融及证券行业十余年的丰富经验，促成 CarBlock 与其合作伙伴在通证经济及业务模型上进行深入挖掘和业务落地，同时 Anand 先生也将帮助 CarBlock 进一步拓展欧洲本土市场，拓展当地合作伙伴。,前德意志银行 Deutsche Bank 副总裁 Anand Dattani 先生加入 CarBlock,19:06,2018-09-20 19:50:23
1,日前，星途协议 Atlas Protocol（ATP）与 Fbee 蜜蜂社区达成合作，共建区块链互动广告流量联盟。Fbee 是一个链接项目方和用户的信息共享和交流的社区生态自治平台，由多位美团早期产品及技术负责人联合发起，并获美团联合创始人的种子投资。本次合作，星途协议 ATP 将与 Fbee 一起，以通证化激励为核心，吸引更多用户及开发者进入区块链世界，引领社区开发者与用户共享流量红利，促进链上应用生态的良性正循环，共同打造链上互动广告营销新形式。,星途协议 ATP 与 Fbee 蜜蜂社区达成战略合作,18:13,2018-09-20 19:50:23
2,本次会议由 FinBlock 和 INDODAX 主办，活动与会者对印尼区块链市场的基本情况、如何获得印尼交易所牌照以及加密资产在印尼的发行等重要问题进行了深入的讨论，来自印尼、越南、中国等多个优质的区块链项目负责人也对各自项目进行了介绍，现场活动气氛热烈。CPChain 海外运营总监 Wayne 作为会议嘉宾应邀出席并发表演讲。Wayne 介绍了 CPChain 项目的基本情况，包括 PDash 数据共享平台、DPor 共识协议设计等关键架构以及 CPChain 的社区治理举措，并就区块链技术在印尼的出行、医疗等行业的落地与主办方 INDODAX 等东南亚区块链机构进行了交流。未来，CPChain 将会深化与东南亚区块链联盟、媒体、交易所等机构的合作交流，进一步开拓东南亚的社区建设以及商业合作。,「印尼区块链市场与机遇」中国区研讨会于今日在杭圆满落幕,18:05,2018-09-20 19:50:23
3,数字资产管理公司 FBG 今日在新加坡发布了旗下品牌 FBG-X Lab。FBG-X 实验室致力于搭建国际顶尖区块链创新团队和传统业界间沟通的桥梁，其研究团队包括前华为系统架构师，和有十余年经验的 Linux 开源开发者。以 FBG 的业界资源为支撑，FBG-X 实验室将提供行业研究、技术咨询、项目加速等服务。FBG 合伙人刘峰说，FBG-X 实验室将作为 FBG 的战略智库，努力成为区块链行业的中心节点。,独家 | FBG 发布智库品牌 FBG-X 实验室,18:00,2018-09-20 19:50:23
4,近期对于发行稳定币的讨论中，MakerDao 经济学者兼中国区负责人潘超表示：「美元是最强的结算货币同时也是加密货币交易所的计价货币，目前来看，稳定币锚定美元是最现实的选择。当下的稳定货币市场是次优均衡：人们都意识到 USDT 可能不是最好的选择，但是个人没有激励去移动到其他的稳定币（流动性问题）。因此，即使在机制变得更加优秀，想在同一领域挑战或者取代 USDT，难度也非常之大。赋予市场参与者新的回报，创造另一个的均衡范式是更加理性（或许唯一）的突破点，这要求既与 USDT 有根本上的差别（高于监管和审计的层面），又可以保证高效的流动性，而稳定币的流动性越高，挤兑风险就越小。」,潘超：目前来看，稳定币锚定美元是最现实的选择,17:33,2018-09-20 19:50:23
5,据工信部赛迪全球公有链技术的第五期评估结果，EOS 和以太坊排名与上一期一致，但综合指数分别下降了 13.2 和 5.3，比特股综合指数上升了 9.9，排名与上期相比上升了 9 位，首次进入榜单前三名。NEO、斯蒂姆链、星云链、公信链分居第 4-8位。比特币综合指数为 93.2，位列榜单第 16 位，比上期下降 6 位。,赛迪公有链技术评估第五期名单公布，EOS、以太坊排名不变、比特股首进前三,15:12,2018-09-20 19:50:23
6,来自链闻现场报道，9 月 20 日，「全球区块链委员会论坛」在韩国召开，韩国国民议会议员等多位政府及监管机构官员参加此次论坛。期间韩国国家政策委员会主席 Byung-doo Min 称：「3 月我们花了 8 天访问英国和芬兰的相关金融监管机构，发现它们也有各种不同的看法和监管框架。我们需要取得不限于一国的共识。我们应该先学习现在区块链科技到哪一步了，政府不是这方面的专家，所以我们需要小心研究。中国有许多这方面的专家，但韩国和中国是全球唯二禁止了 ICO 的国家。我们应该密切关注中国区块链圈的变化。」,韩国国家政策委员会主席：应密切关注中国区块链圈的变化,15:12,2018-09-20 19:50:23
7,据华尔街见闻报道，在今日 CoinDesk 共识大会新加坡站上，Line 首席创新官兼首席产品官 Jinhee Lee 表示，LINK 将不涉及代币销售和 ICO。LINK 专注于推出优秀的区块链 DApp；满足 LINK 使用者；缩小现实世界和加密世界之间的距离。,Line 首席创新官兼首席产品官：LINK 将不涉及代币销售和 ICO,15:10,2018-09-20 19:50:23
8,LBank 已正式上线 C2C 交易区，用户在该交易区内购买稳定币 LBCN 后即可直接进行数字资产交易。目前，LBCN 交易区已经开通 USDT/LBCN，BTC/LBCN 以及 ETH/LBCN 三个交易对，参与交易的用户均享受交易手续费全免。,LBank 交易所 C2C 业务正式上线，交易免手续费,15:08,2018-09-20 19:50:23
9,今日在杭州云栖大会上，蚂蚁金服董事长兼 CEO 井贤栋宣布蚂蚁区块链合作伙伴计划，将蚂蚁 BaaS 区块链平台对外开放，希望帮助新金融底盘的信任机制创造更多价值，进一步降低交易成本。现场进行了该开放计划的合作伙伴发布仪式，现场合作伙伴代表包括普华永道、清华智云、埃森哲、渣打银行、诺诺网。,井贤栋宣布蚂蚁区块链合作伙伴计划,15:06,2018-09-20 19:50:23
10,CoinDesk共识大会新加坡站上， 比特币ABC Bitcoin ABC 首席开发人员 Amaury Sechet 称：「超过 50% 的节点运行 BCH 的软件，这些软件是在 2017 年由比特币分支创建的。每次发生加密货币分叉时，都会导致原始区块链中网络效应丧失，从而降低创造未来价值的能力。大多数未来的加密货币的分叉最终将变得毫无意义。我认为未来可能会有很多很多的分叉币，但最终它们中的 99％ 会变得毫无价值。」此外他认为比特币现金在不久的将来不太可能出现问题。,比特币 ABC 首席开发人员：未来 99％ 的分叉币会变得毫无价值,15:04,2018-09-20 19:50:23
11,纽约总检察长办公室周二在一份报告中称交易所 Kraken、币安和 Gate.io 可能涉嫌在纽约州非法经营，而素以言辞犀利而著称的 Kraken 首席执行官 Jesse Powell 则刻薄回应。他在推特称：「纽约就像是你控制欲极强的前女友，你们分手三年了，她还一直对你盯梢，干扰你找新女友，没法接受你已经另有新欢过得很幸福，接受不了没有她你过得更好，」,Kraken CEO 刻薄回应纽约检察长批评性报告,10:34,2018-09-20 19:50:24
