,header,pub_time,url
0,极链科技联合创始人&COO董慧智谈AI+文娱产业升级,2小时前,https://ai.ofweek.com/news/2018-09/ART-201713-8600-30267762.html
1,深度：AI掘金，非富即亡,5小时前,https://ai.ofweek.com/news/2018-09/ART-201713-8500-30267678.html
2,腾讯AI开放平台：AI赋能产业的一站式解决方案,5小时前,https://ai.ofweek.com/news/2018-09/ART-201715-8110-30267675.html
3,专访云天励飞首席方案总监王军：用AI技术来解决用户痛点,9小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8610-30267591.html
4,“芯玩家”云知声Unione开源方案发布，传统家电企业或成为最大客户,9小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8120-30267594.html
5,专访Video＋＋极链科技联合创始人＆COO 董慧智：用AI的力量促进C端商业化落地,9小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8610-30267577.html
6,京东推出AI法律机器人：但机器人颠覆律师行业真那么容易吗？,10小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8500-30267560.html
7,人工智能带来了希望，但也设下了陷阱,10小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8470-30267551.html
8,阿里走创“芯”路：要做“平头哥”,10小时前,https://ai.ofweek.com/news/2018-09/ART-201714-8500-30267542.html
9,医疗AI八大趋势：苹果正在颠覆未来，中国创企势如破竹,11小时前,https://ai.ofweek.com/news/2018-09/ART-201700-8420-30267504.html
10,赋能AI，打造智能健康管家,11小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8500-30267503.html
11,AI把英语系新生吓退学？别急，我们从来都是那只懒蚂蚁,15小时前,https://ai.ofweek.com/news/2018-09/ART-201721-8470-30267486.html
12,基于云计算的人工智能服务,16小时前,https://ai.ofweek.com/news/2018-09/ART-201712-8470-30267480.html
