,brief,header,pubtime,savetime
0,瑞士在线金融服务提供商瑞讯 Swissquote，成为全球第一家为客户提供 ICO 代币购买和托管服务的银行，Swissquote 自 2016 年起向账户持有人提供各种加密货币相关服务。该服务 Swissquote 用户将直接从他们的在线帐户购买代币，银行将其保存在单独的钱包中。,瑞讯 Swissquote 宣布提供 ICO 购买和托管服务,18:21,2018-10-22 20:03:13
1,TokenInsight 发布上周 GitHub 代码提交次数排名，其中 ZRX 排名第一，ZSC、RDN、RHOC、GVT 分获二至五名。排名同时引入 RatingToken 针对 ERC20 合约的风险检测，满分 5.00，分数越低风险越高。具体前十名数据为： ZRX 124次，4.10 分；ZSC 121 次，3.00 分；RDN 94 次，4.40 分；RHOC 66 次，3.41 分；GVT 64 次，3.11 分；ZCG 58 次，2.80 分；ATL 49 次，4.10 分；ELF 46 次，4.64分；ZIL 44 次，4.34 分；ARK 38 次，4.67分。,TokenInsight：近 7 天 Github 代码提交次数 ZRX 排名第一,18:14,2018-10-22 20:03:13
2,国家金融与发展实验室发文称，法定数字货币可以借鉴，但应考虑分布式记账技术的交易性能以及不同共识算法产生的资源成本。不同的法定数字货币实现模式主要对两个问题产生不同影响：一是商业银行地位，二是信用创造机制。在争夺数字经济时代的货币主导权的同时，法定数字货币能否提供一些有别于以往的基础设施、运行体制或者货币发行规则，以更好地解决传统货币体系自身的问题，这是检验其是否成功运行的根本标准。,国家金融与发展实验室：法定数字货币能否成功取决于其能否解决传统货币体系自身问题,18:14,2018-10-22 20:03:14
3,根据 BitInfoCharts 公布的数据，Monero 网络升级后，手续费用从 0.54 美分下降到 0.021 美分，降低 96％。新技术旨在通过重组其机密交易的验证方式，使 Monero 网络的隐私功能更具可扩展性。,Monero 网络升级后，手续费几乎降至零,18:08,2018-10-22 20:03:14
4,中国人民大学法学院副院长杨东对于网信办区块链信息服务管理规定提出了完善建议，他表示，过早对区块链相关的各类创新实践不分青红皂白的加以限制，只会对市场主体开展创新带来不必要的障碍和困难，不利于区块链相关的创新实践，也不利于区块链技术的进一步发展。可以说，目前出台《规定》的时机可能还为时过早。区块链作为一种技术，具备一定的技术中立性，因而《规定》的必要性令人感到怀疑。《规定》设置的一些具体措施没有考虑到区块链去中心化的特征，实际上难以执行。,人大教授杨东：《区块链信息服务管理规定》现在出台或为时过早，不利于行业发展,13:12,2018-10-22 20:03:14
5,比特币现金钱包 IFWallet 发布 v1.3.0 版本，支持基于虫洞协议发行的所有代币。 IFWallet 是一款 BCH 的 HD 钱包 ，九月宣布获得 ViaBTC 和 CoinEx 数百万天使轮战略投资。IFWallet 的愿景是成为联通用户的身份、数据、资产的区块链基础设施。,比特币现金钱包 IFWallet 发布 v1.3.0 版本,12:19,2018-10-22 20:03:14
6,香港证券交易所 HKEX 提议在现行的金融监管条例下，金融科技公司包括那些致力于区块链和加密货币的公司可得到最佳监管。据 HKEX 的研究报告显示：诸如区块链的新兴科技可以「整合到投资、交易和结算等领域」，并且监管规则对金融领域的公司都应该是共同的。,香港证券交易所：现行法律应适用于区块链监管,10:00,2018-10-22 20:03:14
7,一站式加密资产交易工具 TAP 宣布获得了中东加密投资基金 Alphabit 和中国加密投资机构 FBG 的投资。TAP 提供了一个类似钱包的手机应用，可以通过内置的加密资产交易所中间层引擎，连接多个交易所的订单簿，帮助用户搜索最佳的加密货币交易价格，完成交易过程。该手机应用也可以实现储存和管理加密资产的功能，并可以在用户认证之后，实现法币和加密货币之间的兑换。该项目白皮书显示，其创始人为 Arsen Torosian，毕业于美国印第安纳波利斯大学，之前曾是游戏应用程序开发者。,一站式加密资产交易工具 TAP 获得 Alphabit 和 FBG 投资,08:57,2018-10-22 20:03:14
8,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 10 月 22 日 8 时报 598.15 点，较昨日同期上涨 0.55 点，涨幅为 0.09%。在 TokenInsight 密切关注的 21 个细分行业板块中，24 小时内涨幅最高的为医疗健康版块，涨幅为 5.65%；24 小时内跌幅最高的为能源版块，跌幅为 2.14%。另据监测显示，BTC 人气热度回暖至 0.0867，全网交易额同比上周上升 1.6%。链上转账数较上周同期上升 11.2%。BCtrend 分析师 Jeffrey 认为，人气与流量双双企稳，但交易量依旧未有起色，市场观望气氛浓厚。,TokenInsight ：BTC人气与流量企稳，但市场观望气氛浓厚,08:56,2018-10-22 20:03:14
9,澳大利亚区块链创业公司 Global Tech 正在进行的 ICO 被该国证券监管机构叫停。Global Tech 计划通过 ICO 融资 5000 万美元，之前获得了澳大利亚前板球队队长这样的体育明星的支持。,计划融资 5000 万美元的澳洲 ICO 项目 Global Tech 被证券监管机构叫停,05:22,2018-10-22 20:03:14
