,brief,header,pub_time,type,url
0,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
1,微软还推出了一款 Surface 无线耳机，售价 350 美元。,微软产品大升级：Surface Pro 6、Studio 2、Laptop 2 重磅来袭,6小时前,业界,https://www.leiphone.com/news/201810/PiI4UPBZ36PtTdkq.html
2,解读AI智适应的正确姿势,为什么你需要一张“全球AI智适应教育峰会”的入场券？,12小时前,业界,https://www.leiphone.com/news/201809/DWPmWndaJmV5YiMe.html
3,总月活用户数超过 8 亿，今年上半年营收达 86.19 亿元人民币，同比增长 92%。,腾讯音乐正式递交赴美上市招股书，IPO 前腾讯持股占比 58.1%,18小时前,业界,https://www.leiphone.com/news/201810/IqlEaoeLuKkromEu.html
4,网易召开了一场小型媒体workshop，我们得以与人工智能事业部总经理李晓燕深入交流，一窥网易AI布局。,详解网易AI布局，三大AI产品矩阵浮出水面,20小时前,业界,https://www.leiphone.com/news/201810/kjHrIZIMIOXH6kez.html
