,brief,classes_name,header,news_url,pubtime,savetime
0,8月11日，河南省纪委监委通报“家长质疑考生答题卡被调包”调查结果：不存在他人模仿笔迹作答和调包现象；未发现省招办相关干部滥用职权、组织高考作弊。,澎湃新闻,河南省纪委监委：不存在他人模仿高考考生笔迹作答和调包现象,https://www.thepaper.cn/newsDetail_forward_2340215,39分钟前,2018-08-11 21:28:06
1,8月11日，最高法院下发《关于依法妥善审理民间借贷案件的通知》，通知针对民间借贷案件中涉嫌“套路贷”诈骗等新型犯罪行为提出了审理思路：应予以刑事打击。,澎湃新闻,最高法规范民间借贷刑民界限：“套路贷”诈骗行为应刑事打击,https://www.thepaper.cn/newsDetail_forward_2339893,3小时前,2018-08-11 21:28:06
2,今年上半年，山西警方打掉了盘踞在闻喜地区十多年、以侯氏兄弟为首的盗墓涉黑犯罪集团。截至8月8日，警方破获与该团伙相关各类刑事案件325起，抓获嫌疑人466人。,澎湃新闻,央视起底山西盗墓涉黑团伙：暴力放贷，17名警察当保护伞,https://www.thepaper.cn/newsDetail_forward_2340073,1小时前,2018-08-11 21:28:06
3,中国驻卡拉奇总领馆官网8月11日通报，当天，巴基斯坦发生一起针对中国企业项目人员的自杀式汽车炸弹袭击，造成包括3名中方员工在内的6人受伤。,澎湃新闻,巴炸弹袭击针对中企项目人员，三名受伤中方员工来自中冶集团,https://www.thepaper.cn/newsDetail_forward_2340119,1小时前,2018-08-11 21:28:06
4,安倍表示，自己“6年前参选时的志向丝毫未变”，还强调称对实现把自卫队写入第九条的修宪“承担着重大责任”。,澎湃新闻,安倍就争取连任自民党总裁表明积极态度，自称承担着修宪责任,https://www.thepaper.cn/newsDetail_forward_2340204,23分钟前,2018-08-11 21:28:06
5,经过6天激烈角逐，中国选手史越、敖定雯分获成人组男女金奖，中国选手李偲旖获得女子少年组金奖，大奖和男子少年组金奖空缺。评委列帕表示：“今年的比赛‘零失误’。”,澎湃新闻,上海国际芭蕾舞大赛结果揭晓，评委：这次比赛零失误,https://www.thepaper.cn/newsDetail_forward_2340201,23分钟前,2018-08-11 21:28:06
6,1981年，郭秋维老师登上三尺讲台，开始了教师生涯，这一讲，就是37年。2003年，郭秋维任仙游县度尾镇埔尾小学校长，开始了15年不懈的科普教育。,澎湃新闻,农村小学校长漫漫科普路：编六万余字教材，贴补印刷五千册,https://www.thepaper.cn/newsDetail_forward_2340206,33分钟前,2018-08-11 21:28:06
7,此次由省级高院和教育主管部门联合下发明确通知，限制失信被执行人子女就读高收费民办学校的做法，还属首次。,澎湃新闻,重庆市教委联手市高院限制“老赖”子女就读高收费民办学校,https://www.thepaper.cn/newsDetail_forward_2340186,47分钟前,2018-08-11 21:28:07
8,在第15届上海书展举办前夕，组委会办公室联合中国出版传媒商报特邀多年关切、支持、亲身参与上海书展的新闻出版业界领导、深耕行业的资深出版人寄语上海书展。,澎湃新闻,2018上海书展丨柳斌杰：把上海变成全球的“读书之都”,https://www.thepaper.cn/newsDetail_forward_2340112,52分钟前,2018-08-11 21:28:07
9,12306网站8月11日消息，因台风影响，2018年8月12日-2018年8月13日多趟旅客列车临时停运。,澎湃新闻,上海铁路局：受台风“摩羯”影响，数十趟高铁、动车临时停运,https://www.thepaper.cn/newsDetail_forward_2340205,52分钟前,2018-08-11 21:28:07
10,上海中心气象台11日20时00分发布台风蓝色预警：受“摩羯”影响，预计12日晚到13日上午陆地东南风最大为7-8级，长江口区和沿江沿海地区9-10级。,澎湃新闻,上海发布台风蓝色预警：受台风摩羯影响，最大风力达7到8级,https://www.thepaper.cn/newsDetail_forward_2340182,59分钟前,2018-08-11 21:28:07
11,她用自己的血肉之躯，挡在死神与学生之间，将生命定格在伟大的瞬间。李芳英雄壮举背后，是一名人民教师的仁爱之心与无私奉献。,澎湃新闻,追记河南乡村小学教师李芳：车祸关头，她挡在死神与学生之间,https://www.thepaper.cn/newsDetail_forward_2340168,1小时前,2018-08-11 21:28:07
12,8月10日，证监会又一笔天价罚单曝光，证监会例会中披露，对高勇操纵市场案作出处罚，罚没金高达17.9亿元。,澎湃新闻,民间股神被罚没18亿：半年操纵一股赚9亿，有明星资金卷入,https://www.thepaper.cn/newsDetail_forward_2336246,1小时前,2018-08-11 21:28:08
13,2018年8月8日，被市民广泛关注的“常州武进汽车城发生剧烈爆炸”始作俑者、江苏盐城籍男子童某某，因涉嫌“虚构事实扰乱公共秩序”被江苏常州武进公安分局依法处以行,澎湃新闻,常州武进汽车城发生剧烈爆炸？自媒体平台管理人员造谣被拘留,https://www.thepaper.cn/newsDetail_forward_2340147,1小时前,2018-08-11 21:28:08
