,brief,header,pubtime,savetime
0,据 Coindesk 消息，电子商务平台 Y Ventures 成为新加坡首家通过 ICO 进行募资的上市公司。该公司于去年在新加坡证券交易所上市，今年 7 月开始建立基于区块链的电子商务系统，在同月底发售其 AORA 令牌，目标是筹集 5000 万美元。该公司称，代币并不代表公司股权的所有权，因此不应被视为证券。新加坡目前有 ICO 准则，但规定并不十分严格。,新加坡出现首家通过 ICO 募资的上市公司,08月11日 05:15,2018-08-11 21:29:06
1,据《韩国时报》报道，韩国第二大银行新韩银行 Shinhan bank 与韩国第二大电信运营商 KT Corp 达成合作，将开发一个新的区块链平台。在今年年初，新韩银行就创建了一个专门的区块链技术研究中心，是少数支持加密货币交易的韩国银行之一。而 KT 方面称，希望通过此次合作，将其区块链技术拓展到金融领域。,韩国新韩银行与电信巨头 KT 签署区块链协议,08月11日 05:14,2018-08-11 21:29:06
2,据 CCN 消息，美国卫星电视服务提供商 DISH 宣布，已接受比特币现金 BCH 作为其支付选项。该公司已于 2014 年将比特币 BTC 添加入其支付系统，其执行副总裁 John Swieringa 在新闻稿中表示，每个月都有一批稳定的客户使用加密货币进行支付。,美国卫星电视巨头 DISH 宣布接受比特币现金支付,08月11日 05:14,2018-08-11 21:29:07
3,据 CCN 消息，在有全球网络安全奥斯卡奖之称的 Pwnie Awards 评审中，Bitfi 钱包获得 2018 年美国最差供应商奖 Lamest Vendor Response 得主。该奖项授予那些以最糟糕的方式处理安全漏洞的供应商。在 Bitfi 钱包刚刚推出时，公司执行总裁 John McAfee 夸口称该钱包无法被黑客攻击，而在多名技术专家公开演示成功攻击该设备后，公司仍拒绝承认存在漏洞。,Bitfi 钱包获最差供应商称号,08月11日 05:13,2018-08-11 21:29:07
4,以太坊创始人 Vitalik Buterin 7 日在其个人网站上发布了名为「99%容错共识」的新共识算法。该算法只要求 1% 的节点保持诚实，哪怕其余 99% 的节点全部选择作恶，区块链网络也能正常运行下去。,Vitalik Buterin 发布新算法，仅需 1% 节点不作恶,08月11日 05:13,2018-08-11 21:29:07
5,"据彭博社报道，在最近的 24 小时内，基于区块链的赌博应用程序 Fomo3D 吸引的用户数量是加密猫的五倍以上，根据 Fomo3D 的首席设计师的说法，自第一个版本于 7 月推出以来，玩家已经下注超过 4,000 万美元。据追踪区块链应用程序 DappRadar 统计，以收入计，赌博类别应用仅次于交易所，排名第二。此外，这类赌博应用的 ICO 规模也在不断增加。",彭博：赌博是区块链上最受欢迎的应用之一,08月11日 05:12,2018-08-11 21:29:08
6,Business Insider 引述匿名消息来源称，近期 Facebook 的区块链团队与 Stellar 公司会面，就如何使用区块链技术、建立支付网络进行了探讨。Facebook 最近的一则招聘广告称，该公司正寻求扩大其加密团队。Facebook 的区块链负责人为副总裁 David Marcus，他此前曾短暂兼任 Coinbase 董事，但以担心利益冲突为由已宣布辞去 Coinbase 职位。,Facebook 区块链负责人 David Marcus 宣布辞去 Coinbase 职位,08月11日 05:11,2018-08-11 21:29:08
7,根据 CoinDesk 获得的文件显示，加密货币挖矿公司比特大陆即将于今年 9 月进行的 IPO 可能高达 180 亿美元，市值为 400 亿至 500 亿美元，预计将在 2018 年第四季度或 2019 年第一季度在香港证券交易所上市。该 IPO 标价将使得比特大陆可能取代 Facebook，成为史上最大的 IPO 之一。报道称，腾讯、软银、中国黄金集团和一家管理着 150 亿美元的主权财富基金参与了 pre-IPO。,比特大陆史上最大 IPO 可能高达 180 亿美元,08月11日 05:10,2018-08-11 21:29:08
8,Tezos 基金会 9 日发布官方新闻稿中，将为康奈尔大学、葡萄牙贝拉内大学、伊利诺伊大学香槟分校和编程算法教学网站 France-IOI 的区块链技术和智能合约研究工作发放拨款。,Tezos 基金会将为区块链和智能合约研究提供资金支持,08月11日 05:09,2018-08-11 21:29:08
9,"据 coindesk 报道，金融犯罪执法网络 FinCEN 主任 Kenneth Blanco 周四在芝加哥一次法律技术会议上发言称，该机构每月从传统金融机构和加密货币交易所收到逾 1,500 份关于加密货币的可疑活动报告，金融机构在发现涉嫌洗钱或欺诈事件时，均有义务提交这类报告。","美国金融犯罪执法网络每月收到逾 1,500 份加密货币可疑活动报告",08月11日 05:08,2018-08-11 21:29:08
10,欧洲加密货币交易所 Exmo 近日宣布与立陶宛电子支付公司 Mistertango 达成合作。此次合作将允许 Exmo 的用户直接从 Exmo 平台存取欧元和在单一欧元支付区 SEPA 转账。根据官方声明，Exmo 用户在 Mistertango 建立帐户后即能访问前述服务，该帐户将附带自己的 IBAN 码。Mistertango 的公告显示，该公司已与超过 100 个加密货币交易所合作，包括Cex.io，itBit，Coingate 和 Gatecoin 等。,加密货币交易所 Exmo 与电子支付公司 Mistertango 达成合作,08月10日 17:53,2018-08-11 21:29:08
11,达世币 Dash 决定进一步强化其作为支付货币的核心理念。「我们有一个带奖励机制的基础设施，让我们提供了更强大的网络应用和更快的处理速度。我们就拥有了其他加密货币无法实现的功能，」Dash 首席执行官 Ryan Taylor 表示。Dash 的另外两大特点是低成本和大规模实现能力。Taylor 称，其中间交易费用仅有 0.1 美分，并可以大规模实现交易。,达世币宣称将强化其支付货币核心理念,08月10日 17:39,2018-08-11 21:29:09
12,CoinMex 官方消息，CoinMex 将推出自主上币「币创版」，项目方可自主填写资料自主申请上币快速上币，平台不审核上币资格，以公开透明的信息披露、业内领先的 AI 分析为用户展示更多的区块链项目资产，通过明确的规则机制执行转版或者下线。在 CoinMex 中国区负责人孙忠英看来，交易所的核心就是「服务」，标准、透明的机制是提供优质服务的基础，才能良性的可持续发展。,CoinMex 将推出币创版，全面启动自主上币,08月10日 17:31,2018-08-11 21:29:09
13,伦敦富人区 Mayfair 的 HOFA 画廊宣布，10 月开始为期八周的画展中，出售的作品只接受加密货币支付。此次画展汇集庄红艺、理查德·奥林斯基 Richard Orlinski 和昆都·斯隆姆 Hunt Slonem 的作品可以供收藏者购买。该画廊与数字平台 Uphold 合作进行此次作品的拍卖。HOFA 去年注意到收藏者比特币购买艺术品的需求，决定接触 Uphold 进行此类尝试。,伦敦 HOFA 画廊 10 月画展作品只接受加密货币购买,08月10日 17:09,2018-08-11 21:29:09
14,网易星球官方宣布将于下周举办「全民比特币」活动，向星球居民发放 200 万虚拟数字资产，可兑换成比特币。,网易星球将向用户发放 200 万虚拟数字资产，可兑换成比特币,08月10日 16:56,2018-08-11 21:29:09
15,社交投资网络平台 eToro 分析师 Matthew Newton 表示，ETF 迟迟得不到美国证券交易委员会 SEC 的批准，核心问题是 SEC 对比特币保管服务存在疑问。他表示：「要批准 ETF，SEC 需要在确保知道 ETF 是由实体比特币支持的情况下才能批准。比特币要么在芝加哥期权交易所 CBOE 保管，或由第三方保管。」他进一步表示，目前进军加密货币领域的金融机构需要决定：是自己开发比特币存储和保管服务，还是与目前该领域内的相关服务商合作。,eToro 分析师：SEC 迟迟不批准 ETF，是对比特币保管存疑,08月10日 16:21,2018-08-11 21:29:09
16,莱特币 LTC 创始人李启威周四发推力荐 Zulu Republic 出品的莱特币钱包，使用该钱包的用户可以通过通讯应用电报 Telegram 进行莱特币交易。李启威表示：「熊市是考虑让人们接纳新技术的最佳时机」。Zulu Republic 位于瑞士楚格州「密谷」，其推出的这一钱包服务名为 Lite.im。,李启威推荐 Zulu Republic 出品的莱特币钱包,08月10日 16:14,2018-08-11 21:29:09
17,"路透社报道称，新加坡金门创投公司 Golden Gate Ventures 宣布，将推出一个规模达1,000万美元的基金，投资于加密货币和区块链初创企业。新基金名为 LuneX Ventures，将投资全球加密货币交易所和安全服务商等初创企业。",新加坡金门创投将推出 1000 万美元加密投资基金,08月10日 14:15,2018-08-11 21:29:09
