,brief,header,pubtime,savetime
0,韩国国家政策委员会主席 Byung-doo Min 表示，韩国政府可能在 12 月的国民议会上进行区块链和 ICO 公开听证会，就 ICO 禁令进行讨论，但不太可能像之前宣称在 11 月底前做出决定。首尔受到 IT 行业的巨大压力，韩国互联网巨头 Naver 和 Kakao 集团计划推出 ICO，但却将转向国外市场。此外，Kakao 已计划在新加坡成立一家新的子公司，目的是「吸引加密货币投资者」。,韩国国家政策委员会主席：韩国推迟对 ICO 禁令的裁决,16:28,2018-11-22 20:16:02
1,BitMEX Research 发布报告称，BCHABC 的 0.18.5 版本新增了滚动区块「检查点」，降低了深度重组的风险，但增加了共识链分裂的风险，并为潜在的矿工攻击提供了新机会。此外，新系统会增加矿工攻击对网络造成的伤害，但会降低对此类行为的潜在回报。新版本对系统做了根本性改变，但目前尚不清楚这种变化是否是净效益。,BitMEX Research：BCHABC 新版本使深度重组风险降低，但共识链分裂风险增加,16:07,2018-11-22 20:16:02
2,一项针对 Coinbase 提起的新的修订集体诉讼，揭露了去年 12 月有关内部人士如何在 Coinbase 利用 BCH 获利的更多细节。该文件于 11 月 20 日提交给美国加利福尼亚州北区地方法院，概述了为什么原告认为 Coinbase 对其推出 BCH 做出了虚假和欺骗性言论 ; 交易所如何导致 BCH 价格飙升同时压低 BTC 的价格 ; Coinbase 的内部人员如何列出 BCH，声称可以在其他客户之前买卖该代币。原告表示，由于这一计划，使 Coinbase 从其客户的交易中获得了大量费用收入，Coinbase 从中获得了 BCH 虚增价格的差价，并避免了公司的「挤兑」。卖家急于利用膨胀的价格，在发布后的几分钟内关闭交易，而某些内部人员在此发布期间以高价出售 BCH 获取暴利。,Coinbase 集体诉讼文件披露 BCH 内幕交易细节,11:55,2018-11-22 20:16:02
3,证监会副主席李超在 2018 年深交所技术大会上表示，证券期货行业要深刻把握数字化、网络化、智能化融合的发展契机，切实增强责任感和紧迫感，主动践行数字化发展理念，下大力气补短板、强弱项，推动行业数字化转型。,证监会副主席李超：推动证券期货行业数字化转型,11:40,2018-11-22 20:16:02
4,据 Tokenview 数据显示，BCH 近 24 小时内链上交易额为 2333462.64 BCH，同比 24 小时前上升 295.56%，BCH 近 24 小时内链上交易数为 4812 笔，同比 24 小时前下降 94.53%。 BCH 市场活跃度经前日暴涨后，昨日骤降 96.9%，较近 7 日 BCH 日均活跃地址数下降 89.46%；昨日 BCH 新增地址数为 4232 个，较前日下降 97.08%，较近 7 日 BCH 日均新增地址数下降 93.4%。,BCH 近 24 小时内链上交易额约为 5.55 亿美元，同比 24 小时暴涨295.56%,11:28,2018-11-22 20:16:02
5,意大利金融市场监管局 CONSOB 对三家从事加密货币挖矿和投资的加密货币公司发出警告。CONSOB 表示，这些公司提供加密服务，既没有许可也没有获得授权。上述三家公司分别为 Richmond Investing、Alessandro Brizzi 和 Eagle Bit Trade。,意大利金融市场监管局对 3 家未经许可的加密货币公司发出警告,11:18,2018-11-22 20:16:02
6,有「加密世界的好朋友」之称的 Silvergate 银行计划通过 IPO 发行股票上市，该银行的母公司 Silvergate Capital Corporation 已经提交了 S-1 表格。总部位于加州的 Silvergate 银行一直以欢迎区块链创业公司和加密货币企业而知名。该公司提交的 S-1 文件显示，Silvergate 银行目前拥有超过 480 个加密货币客户，还有 145 个加密货币公司即将成为客户。,「加密世界的好朋友」Silvergate 银行计划通过 IPO 上市,08:45,2018-11-22 20:16:03
7,通过 ICO 融资 17 亿美元的 Telegram 在成功融资之后一只没有任何声响，但是有媒体最近刨出一份俄罗斯媒体发表于 10 月份的新闻报道，当时 Telegram 旗下区块链项目 TON 的团队实际上已经更新了项目发展进度。据该媒体的报道， TON 项目已经完成 70% 的各项工作，在有些方面，已经完成了 90% 的进度。,媒体：Telegram 的区块链项目 TON 已经完成 70% 的各项工作,07:53,2018-11-22 20:16:03
8,Level K、Trail of Bits 和 IC3 的安全专家发现以太坊 GasToken 存在安全漏洞，攻击者可以利用该漏洞迫使交易所对以太坊上交易支付大额 gas 费。此外，攻击者也可以利用该漏洞私自铸造 GasToken。Level K、Trail of Bits 和 IC3 已经联系各交易所发布警示，建议交易所设定以太坊交易的 gas 上限。,以太坊 GasToken 发现安全漏洞，利用该漏洞可获得大额 gas 费,07:18,2018-11-22 20:16:03
9,科罗拉多证劵监管机构要求 Global Pay Net、Cred LLC、CrowdShare Mining、和 CyberSmart Coin Invest 四个公司的 ICO 暂停，称这些公司涉嫌发行未注册的证券。科罗拉多证劵监管机构目前一共要求 18 起 ICO 暂停，称投资者应该对这些 ICO 提高警惕，「我们的调查显示这些行骗者只是简单的创造了假的 ICO 来欺骗投资者的钱财」。,科罗拉多证劵监管机构要求四个 ICO 暂停,04:37,2018-11-22 20:16:03
