,brief,header,pub_time,type,url
0,我们现在正在从一个爆发期慢慢的走向平稳，从另一个角度来讲，也就是进入了它的风险暴露期。,银保监会范文仲：Fintech进入风险暴露期，非金融企业做金融审慎,6分钟前,AI+,https://www.leiphone.com/news/201809/xnRTCSuPDt2WwnaT.html
1,成立22年来总资产达到3.22万亿元，增长160倍；净资产1839亿元，成立22年增长180倍。,北京银行半年报：净利润119亿元；总发卡量破2500万张,2小时前,AI+,https://www.leiphone.com/news/201809/R0gQEJiWKsZWqE40.html
2,新技术正在迅速改变着金融行业，但与此同时也对消费者、投资者、金融机构带来风险。他主要探讨了各国监管机构应该如何设计监管框架，在发挥金融科技的益处的同时，防范风险,IMF Fintech负责人：金融科技监管体制设计的五原则,4小时前,AI+,https://www.leiphone.com/news/201809/6kPxCyyenzKZroIk.html
3,雷锋早报,阿里又一员工爆自如甲醛超标；顺丰否认 3 亿条用户数据泄露传言；苹果自动驾驶汽车在加州发生首起车祸 丨雷锋早报,11小时前,AI+,https://www.leiphone.com/news/201809/eLRVaUCmjjJEyO6B.html
4,总在看我们内容的你，是否曾有过加入我们团队一起工作的冲动？,加入雷锋网，与智能与未来同行,3小时前,业界,https://www.leiphone.com/news/201803/zt6aPZlPnFKDY5mK.html
5,作为全球最大的智能手机厂商，三星Exynos处理器在手机厂商的AI竞争中似乎已经落后。,出货量第一的三星为何在手机AI芯片竞争中落后华为和苹果？,19分钟前,业界,https://www.leiphone.com/news/201809/KgE8qusVsFL3lx7Y.html
6,几个月过去，Alexa的设备接入量、活跃度等各项数据又攀升了。,Alexa新的数据里程碑：50000个技能、20000种设备、3500个品牌,44分钟前,业界,https://www.leiphone.com/news/201809/kkeoN3G4fuQBvBY5.html
7,搞了这么多年的客服智能化，是时候做出更大的变革了。,AI快报：首家L4级智能客服 – 前百度智能客服负责人开创全机器人服务模式,3小时前,业界,https://www.leiphone.com/news/201809/SnP2g4jAOdyCmcN2.html
8,2018年，CV赛道趋于平静，NLP却格外热闹。,2018 NLP领域持续火爆，厂商挖空心思寻找落地场景,4小时前,业界,https://www.leiphone.com/news/201809/urxmtP3VA9HEzEsm.html
9,李开复新书《AI·未来》关注两个核心问题：一、中国会不会超越美国，领跑人工智能；二、人工智能会给人类带来什么威胁和挑战？,李开复：AI时代，中美将成为无可争议的双雄,4小时前,业界,https://www.leiphone.com/news/201809/6z7wYLDjMJe3JXcL.html
10,之前的麒麟960和麒麟970由于工艺和架构的劣势，在市场竞争中受到很大影响。这次的麒麟980希望能够解决这些问题，在各方面都有重大改进是一款非常均衡的SoC。,华为麒麟980浅析：“梭哈”自研SoC的胜利，只待Mate20证明自己,09月01日 23:22,业界,https://www.leiphone.com/news/201809/RE4cobUMj55XrwEF.html
11,阿里巴巴和京东们将在新的法律框架下展开竞争,电商法正式发布：巨头博弈新领地,09月01日 19:03,业界,https://www.leiphone.com/news/201809/0sAwTHkSwXvZCaSy.html
12,IoT设备真的需要OS吗？,解码超轻量的华为Lite OS：为什么IoT需要专门的OS？,09月01日 18:45,业界,https://www.leiphone.com/news/201809/UxVxV2V6XXC0f9ax.html
13,轮式机器人最终将会走向足式机器人，而四足机器人现在有更好的运动能力。,足式机器人：“机器人”不如“机器狗”，为何两条腿不如四条腿？| WRC 2018,09月01日 18:24,业界,https://www.leiphone.com/news/201808/hfgRK10uSelIl3uu.html
14,美国亚马逊上 TCL 占据了电视机销量前 20 榜单的头两名，同时还是新品销量前 20 的头名,TCL 在国外这么火你知道吗？,09月01日 17:00,业界,https://www.leiphone.com/news/201808/F8L4qYMIHfpaPPVG.html
15,浪潮正式提出了下一个五年目标——聚力智慧计算，实现服务器全球第一，做智慧计算领导者。,智慧计算厘革生态质变 王恩东详解浪潮五年服务器全球第一目标如何达成,09月01日 12:13,业界,https://www.leiphone.com/news/201808/FcrmtFfaUH2pqvMO.html
16,跨越全球十大赛区 ，巨资招募3000个高端创业项目，2018 中国光谷 3551 国际创业大赛火热启动。,十大赛区、招募3000个创业项目，2018中国光谷3551国际创业大赛启动,09月01日 11:19,业界,https://www.leiphone.com/news/201809/NmB6QxTj7BVZt2aC.html
17,各个领域都要优于骁龙845,华为麒麟980发布：7nm双核NPU加持，性能“超级恐怖”,08月31日 21:52,业界,https://www.leiphone.com/news/201808/N23FdrcTQUxZnKDF.html
18,这是英特尔首次针对轻薄笔记本和2合1产品连接能力进行优化的系列产品。,英特尔最新第8代移动处理器，为修补安全漏洞性能预计会下降3-10％,08月31日 18:04,业界,https://www.leiphone.com/news/201808/yI5s6KxmrdBItPpf.html
