,header,pub_time,url,views
0,寻找中本聪 | 猫眼解密,2018-09-03 18:41:30,http://www.8btc.com/find-satoshi-mandy-hu,140
1,《链周刊》第209期：以太坊开发者同意减少区块奖励；纳斯达克有望2019年初上线多种加密货币,2018-09-03 18:21:49,http://www.8btc.com/coinweek-209,
2,活跃度下滑，虚拟货币市场将再次面临方向选择,2018-09-03 17:58:31,http://www.8btc.com/coinmarket-15,1041
3,通证威观点：不以赚钱为目的的通证经济案例解析,2018-09-03 17:55:30,http://www.8btc.com/tongzhengjingji-anli,449
4,委内瑞拉石油币是彻头彻尾的骗局？路透社实地探访——没有用户、没有投资者，也没有作为支撑的石油,2018-09-03 17:49:15,http://www.8btc.com/reuters-venezuelas-petro-has-no-users,1588
5,“不作恶”，区块链让互联网回归技术中性,2018-09-03 17:44:54,http://www.8btc.com/qukuailian-buzuoe,633
6,西祠胡同创始人响马发起，上线三天注册用户超两万的FIBOS是什么？,2018-09-03 16:50:16,http://www.8btc.com/fibos-xicilion-0903,17194
7,日本金融厅监管加码，交易所审查项目增至400个,2018-09-03 16:49:52,http://www.8btc.com/japan-screening-requirements,746
8,零售巨头沃尔玛再次申请区块链专利，组建自主机器人“军队”,2018-09-03 16:44:07,http://www.8btc.com/walmart-army-of-autonomous-robots-controlled-by-blockchain,941
9,深一度 | 从中本聪到高仿号，马斯克是如何一步步“入坑”加密货币的？,2018-09-03 16:38:08,http://www.8btc.com/musk-crypto,2106
10,比特币核心开发者预测ETH将归零，V神回应力挺ETH,2018-09-03 16:22:03,http://www.8btc.com/the-collapse-of-eth-is-inevitable,2788
11,以太坊探究：ETH交易部分分析,2018-09-03 15:44:19,http://www.8btc.com/yitaifang-eth,1106
12,一文读懂隔离见证,2018-09-03 15:33:42,http://www.8btc.com/segregated-witness-2,1343
13,通证经济模型设计：打破线性结构，树立分布式思维,2018-09-03 15:11:53,http://www.8btc.com/tongzhengjingji-moxing,1067
14,比特币十大神曲，第一名近千万点击量,2018-09-03 15:08:39,http://www.8btc.com/btc-songs-10,4151
15,央行狄刚：密码技术在区块链领域的应用观察与思考,2018-09-03 15:05:47,http://www.8btc.com/digang-mimajishu,878
16,5亿条数据黑市公开叫卖，区块链能更好的保护隐私吗？,2018-09-03 14:24:08,http://www.8btc.com/privacy-blockchain-0903,1277
17,区块链发币，私募是合法的吗？,2018-09-03 14:02:54,http://www.8btc.com/qukuailian-fabi-simu,2570
18,从25000到22000再到20000，Tom Lee对比特币价格的预测再次缩水,2018-09-03 12:21:51,http://www.8btc.com/tom-lee-bitcoin-to-hit-20k-in-2018,6945
19,经济学家：在市场修正中以太坊相较于比特币更易受创,2018-09-03 12:21:13,http://www.8btc.com/trader-thinks-ethereum-would-lose-more-than-bitcoin,2011
