,brief,header,pub_time,url
0,流利说收入方面逐年递增，2016年、2017年、2018年上半年分别获得了1230万元、1.656亿元、2.323亿元。与此同时，净亏损额度也在逐步扩大，分别为8920万...,拆解流利说招股书：2017年净亏损2.4亿元，创始人王翌持股27.9% | 钛快讯,2018-09-01,http://www.tmtpost.com/3450772.html
