,brief,header,pubtime,savetime
0,据「BitcoinCash 资讯」微博消息，本次正式压力测试时间为北京时间 9 月 1 日晚上 20:00，但压力测试在昨天已经陆陆续续的开始。blockchair 的 BCH 浏览器显示，虽然目前 BCH 的交易数量增加不少，但是矿池打包的最大交易区块（8MB 区块）来自 ViaBTC 矿池。其他矿池打包的区块大小分别约 2MB、4MB。今晚压力测试开始时，可能会产生更大的区块。针对此次压力测试，Txstreet.com 在之前的 Memo 和 Yours 通道的基础上添加了 stress 通道，每一笔参与压力测试的交易都从 stress 通道出来，以便分辨交易来源。,BCH 压力测试今晚 8 点正式开始，或将产生更大区块,14:47,2018-09-01 20:26:38
1,据 Grand View Research 的研究报告显示，2024 年全球区块链技术市场规模将达到 759 亿美元，而年内复合增长率 CAGR 将以 37.2％ 的速度增长，受众对区块链市场的兴趣继续在全球范围内增长。,调查报告：2024 年全球区块链技术市场将达到 759 亿美元规模,07:46,2018-09-01 20:26:38
2,据 TokenInsight 数据监测显示，EOS 侧链 FIBOS 自 8 月 28 日正式上线以来已经筹集到 85 万个 EOS。FIBOS 支持使用 JS 开发智能合约，提供智能合约的开发、部署和通证体系。其通证 FO 的兑换采用 Bancor 协议，供应量越少，价格越高。因此在 FO 总量固定的情况下，可兑换 FO 数量越少，FO 相对于 EOS 的价值越高。目前该项目但是该项目处于早期阶段，协议内容尚未完全公布，通证价值存在一定风险。,TokenInsight：EOS 侧链 FIBOS 发布 48 小时筹集超 85 万 EOS,07:43,2018-09-01 20:26:38
3,据华西都市报报道，阿里巴巴副总裁朱卫国近日称：「塑造人类未来有三大因素，包括人工智能、区块链和基因编辑。人工智能和区块链是硬趋势，人类将进一步刷新其链接方式，实现线上和链上的迁徙。」区块链技术虽然火热，但应用场景并不丰富。对此朱卫国表示，由于区块链是新技术，社会还对它缺乏基本的认知。,阿里巴巴副总裁：社会对区块链缺乏基本认知,07:36,2018-09-01 20:26:38
4,据 nulltx 报道，EOS 根据流行程度对 DApp 进行排名，8 月排名前六的 DApp 依次是：EOSBet、Newdex、DEXEOS、Lucky、EOS Lottery和DeltaDex。EOSBet 是一个去中心化的智能赌场项目。,EOS DApp 排名，EOSBet 位列第一,07:29,2018-09-01 20:26:38
5,根据公开数据显示，GitHub 更新 90 天代码提交排名前十的是 ZRX、ELF、RHOC、ZSC、TRX、XMX、REN、RDN、NLG、ADA。,GitHub 代码更新中 ZRX 排名第一,07:27,2018-09-01 20:26:38
6,14 位以太坊核心开发者在新一轮视频会议上讨论了对拟议的「难度炸弹」和出块奖励制度的更改。开发者们决定支持 EIP1234，减少出块奖励，并延迟「难度炸弹」，拟议的 EIP1234 将被添加到定于 10 月举行的君士坦丁堡升级会议中。,以太坊开发者决定减少出块奖励，延迟「难度炸弹」,07:22,2018-09-01 20:26:38
7,据火币官方文件显示，8 月 27 日火币集团董事长CEO 李林亲自签发了关于辞退胡天敏、吕春泉的内部通报。通报说明，「集团交易所事业群 -pro 交易所运营部渠道运营组总监胡天敏作为部门管理者，对部门拆单付款负有付款审批责任，同时，在部分渠道供应商联合欺诈渠道推广费用的过程中，胡天敏也负有付款审批责任。以上行为均严重违反了公司规章制度，对此，公司决定对胡天敏、吕春泉做出辞退处理，即刻生效。 」,火币集团辞退交易所渠道运营组总监胡天敏及下属吕春泉,07:19,2018-09-01 20:26:39
8,芝加哥商品交易所 CME 比特币期货 BTC 10 月合约收涨 240 美元，涨幅大约 3.53%，报 7045 美元，本周累涨逾 6.82%，8 月份则累跌逾 8.86%，据统计，6 月 29 日以 5865 美元创前月合约收盘纪录最低。芝加哥期权交易所 CBOE 比特币期货 XBT 10 月合约收涨 207.50 美元，涨超 3.03%，报 7047.50 美元，本周累涨约 6.66%，8 月份则累跌逾 8.59%，6 月 29 日也以 5897.50 美元创 CBOE 比特币期货前月合约收盘纪录最低。,比特币期货 8 月份跌超 8%,07:11,2018-09-01 20:26:39
9,知识产权产业媒体 IPRdaily 发布「2018 年全球区块链专利企业排行榜（TOP100）」，百强榜单显示，中国公司占半数以上，BAT 悉数上榜。阿里巴巴以 90 项专利数再次排名第一，IBM 和 MasterCard 分别以 89、80 专利数排榜单第二、三名。腾讯科技位列第 8，百度位列第 40 名。,2018 年全球区块链专利百强发布：阿里手握 90 件再登顶,08月31日 21:41,2018-09-01 20:26:39
