,brief,header,pubtime,savetime
0,能源上市公司「环球能源资源国际集团」于 20 日向港交所递交提案，申请将名称改为「环球通证有限公司」(Global Token Limited)，并称已于 2018 年 5 月推出加密货币交易平台。,中国能源上市公司申请改名为通证公司 已推出加密货币交易平台,18:34,2018-08-21 19:48:19
1,Coinbase 近日发布了一份关于其机构用户服务的声明。该声明列出了将指导其机构服务提供的五项核心原则。包括：1.经营一个公平有序的市场；2.使用机构级基础架构和流程保护客户；3.实施透明的市场规则和治理；4.为所有市场参与者提供公平访问；5.公开披露上市惯例和市场规则。,Coinbase 发布针对机构用户服务的五项核心原则声明,18:31,2018-08-21 19:48:19
2,Zilliqa 发布主网发射路线图：2018 年第三季度支持分片友好的智能合约。2018 年第四季度进行大规模测试和安全审计。2019 年 1 月主网发射。Zilliqa 是新一代高吞吐量的公有链，着重为应用提供运行平台。它将分片技术从理论变为实践，运用创新的密码技术和共识协议，提供随着网络增容而不断提高的交易处理能力。,Zilliqa 发布主网发射路线图,13:59,2018-08-21 19:48:19
3,区块链版「炉石传说」 Gods Unchained 预售结果统计：总共销售出 117287 个卡包，销售额 4603 ETH。Fuel Games 发布全球首款基于区块链的电竞游戏 Gods Unchained 预售，这款多人策略游戏展现了如何使用区块链技术，让游戏玩家在游戏中购买或赚取物品之后拥有绝对的去信任所有权。,区块链版「炉石传说」 Gods Unchained 公布预售结果,13:56,2018-08-21 19:48:19
4,DEXON 宣布融资 2000 万美元。DEXON 是基于点阵技术的高性能链，由加密交易所 Cobinhood 的多位创始人发起。这轮投资由风投机构 IDG Capital 领投，多位天使投资人也跟投。,高性能链 DEXON 融资 2000 万美元,13:26,2018-08-21 19:48:19
5,据经济参考报报道，据统计，从 2017 年至今，「区块链」「虚拟货币」相关诉讼纠纷已经接近 600 起，广东、浙江、北京等地较为集中。对此，深圳市互联网金融协会秘书长曾光建议，一方面应客观理性看待区块链的价值，不要相信「天花乱坠」的承诺，尤其要避免盲目、从众的投资心态；另一方面，遇到区块链相关的投资项目时，不要随意点击不明链接，更不要轻易向个人账户转账，务必通过官方渠道验证其公司信息，以防轻信虚假投资骗局。,区块链相关诉讼纠纷已接近 600 起，专家提醒理性看待其价值,11:49,2018-08-21 19:48:20
6,据 Coindesk 消息，美国政府将资助由加州大学圣地亚哥超级计算中心 Data Enabled 科学计算部门的研究员和软件架构师的研究人员 Subhashini Sivagnanam 开发的分布式账本平台，他从美国国家科学基金会（NSF）获得了约 81.8 万美元，用于开发开放式科学链（OSC）。,美国政府向区块链研究人员拨款 80 万美元,11:42,2018-08-21 19:48:20
7,据中国经济导报报道，商务部国际贸易经济合作研究院和陕西省经济发展战略研究会区块链中心联合发布《链接未来价值：区块链商务应用前景研究报告》，报告认为，互联网带来了商业模式的变革，但交易的基本机制始终没有改变，区块链带来的透明和效率，或将颠覆交易本质。区块链系统的去中心化使整个网络内的自证明功能成为现实，人们可以低成本地实现信息「价值」的传递。区块链技术的应用将带来新的商业规则和新的业态，扁平化大小机构的商业信息能力和成本差距，可以帮助企业重塑形态，改进社会结构。,报告：区块链技术的应用将带来新的商业规则和新的业态,11:39,2018-08-21 19:48:20
8,Thunder 雷神网络发布 ThunderCore Testnet，主要特征如下：1200 TPS，无需许可，次秒级终结性 sub-second finality。,雷神网络发布 ThunderCore Testnet,11:28,2018-08-21 19:48:20
9,Algorand 主网首次版本将支持原生的智能合约功能，预计 2018 年第四季度发布。Algorand 是由图灵奖得主、麻省理工学院 MIT 教授 Sivio Micali 筹资开发 的一种区块链协议。Algorand 是权益证明 PoS 机制的一种变形，PoS 使用了密码技术来随机选择那些负责将下一个区块（或交易）添加到区块链中的参与者。,Algorand 主网首次版本将支持原生智能合约功能,11:02,2018-08-21 19:48:20
