,brief,header,pubtime,savetime
10,OmiseGo 发布 eWallet v1.0.0 版本，一个用于接入 OMG 网络的白色标签电子钱包平台。OmiseGo 是基于区块链的数字钱包和支付平台，P2P 交易和法币、加密货币的支付协议。,OmiseGo 发布 eWallet v1.0.0 版本,11:00,2018-08-21 19:48:20
11,Gnosis 声称，团队能在不卖出 20 万 ETH 的储备资金的前提下，在 5-7 年内维持平台的开发。Gnosis 是建立在以太坊协议上的去中心化预测市场，为人们对任何事件的结果预测提供了一个开放平台，大大简化了定制预测市场应用的创建过程。,Gnosis 称能在不卖出储备资金前提下，5-7 年内维持平台开发,10:21,2018-08-21 19:48:20
12,随着全球币市一路走熊，比特币信徒中流行一时的 Hodl 一词人气下滑，另一个俚语 rekt 则取而代之成为谷歌热搜。Hodl 意思是让焦虑的投资者坚持信仰继续持币过冬，而 rekt 一词借用自游戏社区，经常是指狂热的炒币者损失惨重。,炒币者情绪受挫，rekt 取代 Hodl 成谷歌热搜,10:11,2018-08-21 19:48:20
13,据研究公司 Diar 的数据，Coinbase 平台的交易量已从 1 月份的历史高位下跌了 83％。提供 USD 交易对的 Bitstamp 和 Kraken 平台也出现了大幅下滑。相比之下，币安平台的 BTC，ETH，BCH 和 LTC 市场仅有温和下滑，从 2 月份的 175 亿美元下跌至 6 月份的低点 94 亿美元，但在 7 月上涨了 21％。与此同时，OKEx 在 6-7 月交易量激增，总交易量从 29 亿美元升至 57 亿美元，创下新月度记录。,Coinbase 交易量从 1 月高位下跌 83%,06:29,2018-08-21 19:48:20
14,据 CoinDesk 消息，软银中国资本 SBCVC 表示已完成对区块链初创公司 Atlas Protocol 的 300 万美元种子轮投资，其他参投者包括百度风投、丹华资本和分布式资本。Atlas 项目由 xGoogler 区块链联盟孵化，由前 Google 员工组成，现在深入参与构建区块链生态系统。Atlas Protocol 承诺由用户控制其数据，并仅共享他们选择分享的信息，与当前行业格局的「数据黑洞」设置形成对比。,软银、百度领投 Atlas Protocol 种子轮,06:29,2018-08-21 19:48:21
15,日本金融巨头 SBI Holdings 周一宣布，继去年 12 月之后，将再次对日本数字货币交易所 LastRoots 进行投资。SBI 此次投资金额并未公开，但表示希望通过本次注资帮助正受到日本金融厅严格审查的 LastRoots 增强其内部业务系统，使其符合监管要求。SBI 在上个月已推出了自己的数字货币交易所。,金融巨头 SBI 再度投资日本数字货币交易所 LastRoots,06:28,2018-08-21 19:48:21
16,据 coindesk 报道，研究机构 Gartner 最新发布的《新兴技术发展周期》报告显示，对区块链技术的兴趣正在减弱。该公司称区块链技术处于「幻灭的低谷」，这意味着对于该技术的兴趣将随着实验和实施的失败而消失。Gartner 称，数字化生态系统技术正快速进入炒作周期，区块链和物联网平台已经跨越了巅峰，相信它们将在未来五到十年内达到成熟阶段。,Gartner：区块链技术处于「幻灭的低谷」,06:27,2018-08-21 19:48:21
17,据上海证券报消息，上海保交所与中国保险资产管理业协会、中国太平旗下多家子公司、长江养老保险公司、东京海上日动、三井住友海上及日本财险等机构成功展开合作，标志着保交链运用场景的进一步丰富，区块链技术在保险行业的应用进入快车道。在保险交管方面，通过将产品底层信息和交易信息上链，可为管理者、投资者及监管机构提供透明真实的资产信息。,保交所保交链多业务场景运用取得积极进展,06:27,2018-08-21 19:48:21
18,"据 CCN 报道，Tether 8 月份增发了价值 4.15 亿美元的新代币，使该所谓的「稳定币」成为市值排名第八的币种。CCN 上周报道称，Tether 已在 8 月份发行了价值近 2 亿美元的 USDT。此后，该公司在接下来的几天内继续增发，甚至在上周六也发行了 2,000 万枚新代币，截止目前本月增发总额已达到 4.15 亿美元。目前，Tether总市值约为 27 亿美元，此外它也是除比特币外交易量最多的加密货币。",Tether 总市值创下历史新高，8 月增发 4.15 亿美元代币,06:26,2018-08-21 19:48:21
19,据彭博社消息，肯尼亚选举机构打算利用区块链技术提供实时结果，作为改善投票完整性的改革的一部分。自 1991 年多党民主政体出现以来，肯尼亚的大多数选举都充斥着选票作假的说法，因此常常导致致命的暴力。该国独立选举和边界委员会主席 Wafula Chebukati 说，通过分布式账本技术，有望提高选举透明度，减少民众对大选的怀疑，并使总统候选人能够安全地获得结果。,肯尼亚选举机构欲利用区块链技术提高投票透明度,06:25,2018-08-21 19:48:21
