,brief,header,pub_time,url
0,近日从商务部国际贸易经济合作研究院获悉，我国将加快区块链技术在商务领域的应用，为发展数字商务带来新动能。商务部研究院副院长曲维玺表示，区块链技术特点决定了可以比较好地解决交易中的一些信任和安全问题，在商务领域也已经有一些应用案例，未来，需要进一步总结经验，规范有序发展。（新华社）,中国将加快区块链技术在商务领域的应用,2018-08-21 19:41,http://www.xinhuanet.com/fortune/2018-08/21/c_129937247.htm
1,从中国二维码注册认证中心获悉，中国二维码注册认证中心技术支撑机构——中关村工信二维码技术研究院近日通过国际标准组织审核，其主导的“统一二维码标识注册管理中心”获国家市场监督管理总局审核批准成立，这将是首家设立在中国的全球代码发行机构。（新华社）,中国设立首家全球代码发行机构,2018-08-21 19:25,http://www.xinhuanet.com/2018-08/21/c_129937198.htm
2,美图董事长蔡文胜在美图2018中期业绩发布会上表示，美拍用户主要集中在一二线城市，现在中国移动互联网用户红利已经不再，未来产品一定会向三四线城市下沉，也包括走向海外。另外，首席运营官程昱表示，公司计划未来18个月实现用户毛利双增长，主要依靠美图秀秀增加流量，核心是带来用户增长，增强变现效应，实现毛利增长，但是具体目标现在不能透露。（证券时报）,美图：移动互联网用户红利不再，未来产品会向三四线城市下沉,2018-08-21 19:07,http://www.egsea.com/news/detail?id=285117
3,美图董事长蔡文胜在美图2018年中期业绩发布会上表示，今年来大环境受到来香港市场动荡影响，加上公司业务经历转型，股价出现波动。但是公司管理层和股东充满信心，希望大家能更加关注美图进展，高管未来不排除会继续增持。另外，财务总监颜劲良表示，目前美图在手货币资金30多亿元，已有强大的品牌支撑，转型社交化再融资需求可能性并不大。（证券时报）,美图蔡文胜：股价走低因业务经历转型,2018-08-21 19:05,http://www.egsea.com/news/detail?id=285114
4,新华社表示，近日，针对部分房产中介高价收房、哄抬租金的行为，有关部门开始行动，这让承受高房租之痛的租客们看到希望。“房住不炒”，意味着不能哄炒房价，也不能哄炒房租。无论买房还是租房，只有在一个良性健康的房地产市场上，百姓才能实现“安居梦”。面对多年沉积的问题，有关部门应拿出“抓铁有痕、踏石留印”的实干精神，以解楼市之困、百姓之忧。,新华社评论：莫让高房租阻断“安居梦”,2018-08-21 19:04,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=http://36kr.com/newsflashes/133662&title=%E6%96%B0%E5%8D%8E%E7%A4%BE%E8%A1%A8%E7%A4%BA%EF%BC%8C%E8%BF%91%E6%97%A5%EF%BC%8C%E9%92%88%E5%AF%B9%E9%83%A8%E5%88%86%E6%88%BF%E4%BA%A7%E4%B8%AD%E4%BB%8B%E9%AB%98%E4%BB%B7%E6%94%B6%E6%88%BF%E3%80%81%E5%93%84%E6%8A%AC%E7%A7%9F%E9%87%91%E7%9A%84%E8%A1%8C%E4%B8%BA%EF%BC%8C%E6%9C%89%E5%85%B3%E9%83%A8%E9%97%A8%E5%BC%80%E5%A7%8B%E8%A1%8C%E5%8A%A8%EF%BC%8C%E8%BF%99%E8%AE%A9%E6%89%BF%E5%8F%97%E9%AB%98%E6%88%BF%E7%A7%9F%E4%B9%8B%E7%97%9B%E7%9A%84%E7%A7%9F%E5%AE%A2%E4%BB%AC%E7%9C%8B%E5%88%B0%E5%B8%8C%E6%9C%9B%E3%80%82%E2%80%9C%E6%88%BF%E4%BD%8F%E4%B8%8D%E7%82%92%E2%80%9D%EF%BC%8C%E6%84%8F%E5%91%B3%E7%9D%80%E4%B8%8D%E8%83%BD%E5%93%84%E7%82%92%E6%88%BF%E4%BB%B7%EF%BC%8C%E4%B9%9F%E4%B8%8D%E8%83%BD%E5%93%84%E7%82%92%E6%88%BF%E7%A7%9F%E3%80%82%E6%97%A0%E8%AE%BA%E4%B9%B0%E6%88%BF%E8%BF%98%E6%98%AF%E7%A7%9F%E6%88%BF%EF%BC%8C%E5%8F%AA%E6%9C%89%E5%9C%A8%E4%B8%80%E4%B8%AA%E8%89%AF%E6%80%A7%E5%81%A5%E5%BA%B7%E7%9A%84%E6%88%BF%E5%9C%B0%E4%BA%A7%E5%B8%82%E5%9C%BA%E4%B8%8A%EF%BC%8C%E7%99%BE%E5%A7%93%E6%89%8D%E8%83%BD%E5%AE%9E%E7%8E%B0%E2%80%9C%E5%AE%89%E5%B1%85%E6%A2%A6%E2%80%9D%E3%80%82%E9%9D%A2%E5%AF%B9%E5%A4%9A%E5%B9%B4%E6%B2%89%E7%A7%AF%E7%9A%84%E9%97%AE%E9%A2%98%EF%BC%8C%E6%9C%89%E5%85%B3%E9%83%A8%E9%97%A8%E5%BA%94%E6%8B%BF%E5%87%BA%E2%80%9C%E6%8A%93%E9%93%81%E6%9C%89%E7%97%95%E3%80%81%E8%B8%8F%E7%9F%B3%E7%95%99%E5%8D%B0%E2%80%9D%E7%9A%84%E5%AE%9E%E5%B9%B2%E7%B2%BE%E7%A5%9E%EF%BC%8C%E4%BB%A5%E8%A7%A3%E6%A5%BC%E5%B8%82%E4%B9%8B%E5%9B%B0%E3%80%81%E7%99%BE%E5%A7%93%E4%B9%8B%E5%BF%A7%E3%80%82
5,据外媒报道，三星电子上半年在全球DRAM和NAND闪存市场延续了2017年强劲的表现，根据IC Insights的统计数据显示，三星的市场份额从去年同期只领先英特尔1%的比例，扩大到今年上半年的22%。IC Insights指出，预计在2018年，内存类半导体销售额将占据三星电子总销售额的84%，与2017年的71%相比上升3%。（腾讯）,2018年上半年三星甩开英特尔扩大半导体市场领先地位,2018-08-21 18:50,http://tech.qq.com/a/20180821/070616.htm
6,36氪讯，金山软件今日发布2018年上半年及第二季度财报，第二季度营收为人民币13.46亿元，较上年同期增长5%。其中，金山云营收为4.68亿元，比去年同期增长54%，占金山软件营收比重35%。,金山软件二季度营收13.46亿元，同比增长5%,2018-08-21 18:48,http://www.hkexnews.hk/listedco/listconews/sehk/2018/0821/LTN20180821336_C.pdf
7,36氪讯，工信部部长苗圩在超高清视频产业发展工作协调会上强调，未来5年将是我国超高清视频产业发展的战略机遇期。我们必须准确把握超高清视频产业发展带来的重大机遇，加强顶层设计，加大政策支持，加快产业发展和应用普及，推动电子信息产业转型升级，打造国民经济新的增长点。,苗圩：未来5年是中国超高清视频产业发展的战略机遇期,2018-08-21 18:47,http://www.miit.gov.cn/n1146290/n1146397/c6336456/content.html
8,北京市住房城乡建设委今日会同市公安局、市工商局、市非紧急救助服务中心等部门，开通打击“黑中介”投诉举报专线。群众发现中介机构存在无照经营、未备案；打隔断出租;哄抬房租、恶意克扣租金、押金；发布虚假广告、虚假房源信息等侵害群众利益行为的，均可以通过热线直接进行投诉举报。（新京报）,北京市多部门严打恶意涨房租行为，开通打击“黑中介”投诉举报专线,2018-08-21 18:42,http://www.bjnews.com.cn/news/2018/08/21/500439.html
9,阿里云今日宣布和中东欧地区最大的IT硬件和消费电子分销商ABC Data达成战略合作伙伴关系。根据合作协议， ABC Data将为中东欧地区的波兰、捷克共和国、爱沙尼亚、匈牙利、拉脱维亚、立陶宛、罗马尼亚和斯洛伐克，共计8个国家提供一系列的阿里云产品和服务，其中涉及弹性计算、数据存储、网络、IoT物联网、大数据、人工智能等。（参考消息）,与波兰企业ABC Data合作，阿里云进入中东欧8国市场,2018-08-21 18:39,http://www.cankaoxiaoxi.com/finance/20180821/2314119.shtml
