,brief,classes_name,header,news_url,pubtime,savetime
0,海不辞水，故能成其大。中国40年改革开放史，就是一部汇涓流、战风浪、纳百川的奋斗史。,澎湃新闻,人民日报评论员：让中国经济的大海更加壮阔,https://www.thepaper.cn/newsDetail_forward_2623939,22分钟前,2018-11-11 20:08:42
1,为科学有序应对过流泄洪，最大限度地保护人民群众生命财产安全，甘孜藏族自治州人民政府发布关于金沙江“11·03”白格堰塞湖过流泄洪有关事项的公告。,澎湃新闻,甘孜州发特急文件：堰塞湖今晚过流泄洪，受威胁区域交通管制,https://www.thepaper.cn/newsDetail_forward_2623940,40分钟前,2018-11-11 20:08:42
2,11月11日，河北广平县医院，聂树斌母亲张焕枝到病房探望郑成月，此前媒体报道“聂树斌案”平反推动者郑成月身患重病。目前郑成月已获得捐助，今晚将前往北京治病。,澎湃新闻,独家｜聂树斌母亲探望郑成月，二人见面痛哭,https://www.thepaper.cn/newsDetail_forward_2623800,1小时前,2018-11-11 20:08:43
3,全市领导干部会议今天上午在上海展览中心举行。会议传达了习近平总书记在首届中国国际进口博览会开幕式上的主旨演讲和考察上海时的重要讲话精神。,澎湃新闻,李强主持全市领导干部会：对各项工作再审视、再谋划、再提升,https://www.thepaper.cn/newsDetail_forward_2623970,57分钟前,2018-11-11 20:08:43
4,法航一架巴黎飞上海的波音777长途航班因驾驶舱出现烟雾而紧急降落在了伊尔库茨克，所幸无人受伤，具体原因尚不明确。,澎湃新闻,一架巴黎飞上海波音777航班紧急降落俄罗斯，所幸无人受伤,https://www.thepaper.cn/newsDetail_forward_2624022,20分钟前,2018-11-11 20:08:43
5,中国空军副司令员徐安祥中将说，中国空军现代化建设按照三步走战略设计和展开，与国防和军队建设的总目标一致。,澎湃新闻,中国空军公布建设强大现代化空军路线图,https://www.thepaper.cn/newsDetail_forward_2624016,20分钟前,2018-11-11 20:08:43
6,塞尔维亚从10日开始举行大规模军演，以对日渐紧张的科索沃局势保持施压。此前，科索沃边境地区已经发生一系列小型冲突。,澎湃新闻,一战结束纪念日前后，塞尔维亚因科索沃局势举行大规模军演,https://www.thepaper.cn/newsDetail_forward_2623809,32分钟前,2018-11-11 20:08:43
7,“中国卖再多丝绸，人家说起来最高级的丝绸仍然是爱马仕，这是为什么呢？”戚秋兰对澎湃新闻说，因为人家打的是文化牌，“所以我们要复兴中国丝绸文化，复兴江南织造”。,澎湃新闻,这位设计国礼的苏州绣娘，为什么要复兴《延禧攻略》江南织造,https://www.thepaper.cn/newsDetail_forward_2398604,32分钟前,2018-11-11 20:08:43
8,11月10日上午，西安市高校毕业生就业奖与落户信息系统上线仪式暨“百万大学生留西安就业创业”政策宣讲会在西安理工大学曲江校区举行。,澎湃新闻,毕业生在西安就业并落户即获1000元奖金，可用支付宝申领,https://www.thepaper.cn/newsDetail_forward_2623994,35分钟前,2018-11-11 20:08:43
9,首届国际进品博览会落下帷幕之后，中国并不是进入“后进博会时代”，而是将进入新的“进博会周期”，这意味着上海的城市发展，将与进博会脉络相通、呼吸与共。,澎湃新闻,【社论】承载使命，拥抱荣光,https://www.thepaper.cn/newsDetail_forward_2623910,44分钟前,2018-11-11 20:08:43
