,brief,header,pubtime,savetime
0,美国证券交易委员会（SEC）负责互联网监管事务的负责人 Robert Cohn 接受福布斯采访时表示，去中心化的加密资产交易所并不能消除其最初创始人对该交易所负有的责任，监管的焦点不是使用什么技术或者给其贴上什么标签，而在于该平台的功能是什么，不管是中心化还是去中心化，不管是否依靠智能合约，其实质还是一个交易所。,SEC 官员：去中心化并不能让交易所创始人免责,09:48,2018-11-11 20:09:58
1,EOS 创始人 Daniel Larimer 在旧金山举行的 EOS 全球黑客松间隙向与会者表示，EOS 钱包的开发已经完成，目前正在进行最终测试，以确保发布高质量的产品。Daniel Larimer 同时表示，未来几个关键项目的也在有序进行，他希望的发布顺序分别为：系统升级，然后为钱包和资源代币 REX，之后为区块链间通信协议（IBC）。,Daniel Larimer 透露关键项目发布顺序依次为：系统升级、钱包和 REX、IBC,09:30,2018-11-11 20:09:58
2,TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 11 月 11 日 8 时报 604.17 点，较昨日同期上涨 3.75 点，涨幅为 0.62%。此外，在TokenInsight 密切关注的 28 个细分行业板块中，24 小时内涨幅最高的为其它技术或协议版块，涨幅为 3.72%；24 小时内跌幅最高的为其它应用版块，跌幅为 1.11%。监测显示，BTC 全网人气热度小幅回暖至45.7。BCtrend 分析师 Jeffrey 认为，海外流量及资金连续三周上升，BTC短期上升形态仍未破坏。,TokenInsight：BTC 人气热度小幅回暖，海外资金流量连续三周上升,09:01,2018-11-11 20:09:58
3,在天猫双十一活动屡创纪录的同时，蚂蚁金融旗下的区块链技术也首次亮相，全面参与今年的双十一活动。蚂蚁金融表示，希望通过蚂蚁区块链技术，实现 1.5 亿商品的溯源工作。今年双十一活动中，天猫和比利时安特卫普钻石交易所达成合作，为天猫上比利时钻石馆的每颗钻石附上区块链身份证，用支付宝、天猫、淘宝扫一扫，就能看到它从海外采购到国内配送等重要环节的全链路信息。蚂蚁区块链商品溯源还应用于进口的奶粉、美妆及保健品，国内五常大米、茅台等高端酒和平武蜂蜜等产品的溯源。,蚂蚁区块链技术首秀天猫双十一活动，实现 1.5 亿商品溯源,06:02,2018-11-11 20:09:58
4,新加坡交易所（SGX）和新加坡政府投资基金淡马锡旗下的投资基金 Heliconia Capital Management 宣布投资区块资本市场平台 iSTOX。投资方及 iSTOX 均未披露交易信息，不过 TechinAsia 称 新加坡交易所和 Heliconia Capital Management 各投资 73 万美元，各获得 iSTOX 的 6.67 股权。iSTOX 是一个通过 STO 实现融资的平台，只有经认可的投资者和机构投资者才允许在该上交易，并且只通过法币交易进行。iSTOX 表示将在新加坡中央银行新加坡金融管理局（MAS）的监管下运作，将在获得新加坡金融管理局颁发的牌照之后正式上线。,新加坡交易所与淡马锡旗下基金投资 STO 融资平台 iSTOX,02:48,2018-11-11 20:09:58
5,安全公司 PeckShield 表示，11 月 10 日 08:09 至 19:38 间，黑客已向 EOS 竞猜游戏 MyEosVegas 的合约发起超 700 次攻击，已获利超 9000 个 EOS。PeckShield 表示，黑客采用是的类似随机数缺陷的合约参数处理漏洞，而接连发生的 EOS DApp 安全攻击事件，给 EOS 生态安全敲响警钟，EOS 竞猜类游戏机制还存在较大设计缺陷。,PeckShield: EOS 竞猜游戏 MyEosVegas 遭黑客攻击，损失超九千 EOS,21:32,2018-11-11 20:09:58
6,李笑来在双十一到来之前发表题目为「这些年我看到的所谓区块链…」的万字长文，历数了区块链技术的实质和发展历程，指出区块链其实就是「不可篡改公开透明数据库」，认为其是未来发展的大趋势。不过，在依次分析了比特币、以太坊和 EOS 区块链之后，李笑来在文中拿出专门篇幅介绍并推广了与其相关联的区块链项目 Mixin。之前有媒体报道称，李笑来是 Mixin 的发起方和顾问之一。李笑来之前也曾在推特上专门推广该项目，称 Mixin 的网络「实现了超过万亿 TPS 的能力，最终确认时间不超过 1 秒」。,李笑来发表万字长文历数区块链本质，并推广区块链项目 Mixin,21:07,2018-11-11 20:09:58
7,DApp 游戏 EOSDice 再次由于随机数问题被攻击，发起者是之前攻击过 EOSDice 及 FFGame DApp 的黑客，攻击手法也是由于使用了可控的随机数种子。早在 11 月 8 日，慢雾已经预警过这一攻击手法，请各位 DApp 开发者再仔细核对自己的随机数种子及其算法是否可被预测，勿存任何侥幸！,慢雾区再发预警，请 DApp 开发者自查随机数,14:40,2018-11-11 20:09:58
8,华尔街日报报道指出，从 10 月初开始，比特币的波动性显著减少，仅仅有 3 天日波幅超过 2%，而2017 年后半年和今年早些时候，比特币的平均日波幅达到了 5%。相比之下，从 10 月初开始，标准普尔指数的波动性加大，有四天的波动性超过了 2%。该报道指出，比特币 30 天的波动性目前已经降至 2016 年 12 月以来的最低点。,华尔街日报：比特币最近的波动性小于美国股市,08:45,2018-11-11 20:09:58
9,以太坊开发者达成一项共识，希望于 2019 年 1 月 16 日进行以太坊君士坦丁堡（Constantinople）升级。不过这仅是一项不具约束性的口头共识，该升级日期并未最终确定。以太坊君士坦丁堡升级本原定于 11 月启动，但开发者在测试网络上发布的以太坊升级代码中发现了几个问题，必须进行修补，随后推迟了升级日期。,以太坊君士坦丁堡升级暂定于 1 月 16 日进行,07:31,2018-11-11 20:09:58
10,美国科罗拉多州证券监管机构叫停 Bitcoin Investments、PinkDate、Prisma 和 Clear Shop 四家公司的 ICO，因为这些公司推出的「未注册的证券」可供科罗拉多州居民购买。目前，该州证券监管机构已经叫停了 12 个 项目的 ICO。,科罗拉多州监管机构叫停 Bitcoin Investments、PinkDate、Prisma 和 Clear Shop 四个项目的 ICO,06:24,2018-11-11 20:09:59
11,据 The Block 消息，加密资产交易所 BitMEX 已经设立风险投资部门 BitMEX Ventures。目前最少有两家家公司已经获得 BitMEX 的投资：一家是加密数字资产管理应用 Blockfolio，另一家是加密货币数据技术公司 FRST。BitMEX Ventures 由 Kumar Dandapani 领导，Dandapani 今年刚刚加入 BitMEX，之前是量化交易研究及开发公司 Nth-Degree Analytics 的合伙人。,交易所 BitMEX 设立风险投资部门,06:01,2018-11-11 20:09:59
12,BAT 代币周四正式上线加密资产交易所 Coinbase 开始交易，之后币价出现回落，一度下跌约 20%。Coindesk 市场分析师 Sam Ouimet 表示，这意味着代币在 Coinbase 上线即上涨的「Coinbase 效应」或许正在消退。,分析师：BAT 上线 Coinbase 后币价回落，「Coinbase 效应」在消退,03:18,2018-11-11 20:09:59
13,据 Coindesk 报道，Bitfinex 部分用户表示在该交易所提取法币仍不顺畅，严重延迟，并且有用户称，在长期等待之后目前依然未能顺利提款。三周之前，Bitfinex 曾面临部分用户投诉，该交易所当时宣布，所有加密资产和法币的提取顺畅如常。,媒体：Bitfinex 部分用户投诉提款严重延迟,02:10,2018-11-11 20:09:59
14,EOS 区块链终于上线第一个稳定币。这种名为「CarbonUSD」的稳定币 9 月份首先于以太坊上线，现在可以在以太坊和 EOS 区块链之间转换。CarbonUSD 与美元挂钩，由区块链初创公司 Carbon 推出。Carbon 表示，该公司与总部位于内华达的银行 Prime Trust 有合作关系，用户可以通过在该银行存入法币，获得 CarbonUSD 代币。 Carbon 今年 4 月获得 200 万美元种子轮融资，投资者包括 General Catalyst、DCG、FirstMark Capital、Plug & Play Ventures 和 The Fund。,EOS 平台第一个稳定币 CarbonUSD 正式上线,00:45,2018-11-11 20:09:59
15,ConsenSys 旗下公司 Kaleido 与亚马逊网络服务 AWS 合作。推出 Kaleido Marketplace 在线商店对区块链业务云进行拓展，成为市场上一个全栈企业平台。,ConsenSys 旗下 Kaleido 与亚马逊 AWS 合作，推出全栈平台,18:39,2018-11-11 20:09:59
