,brief,header,pub_time,type,url
0,蛋糕很大。,百度又拿下一块金融牌照，BATJ终聚首第三方基金销售市场,58分钟前,AI+,https://www.leiphone.com/news/201808/0LWkloNQdN3PKOMi.html
1,第一季度营收809.2亿元人民币，同比增长61%，连续6个季度保持超过55%的增长。核心电商业务收入达691.88亿元，同比增长同样高达61%,阿里巴巴2019Q1营收增长61%，蚂蚁金服授予员工股权奖励163.78亿,1小时前,AI+,https://www.leiphone.com/news/201808/V9YouuQjr1qWFVZs.html
2,中国建设银行副行长章更生，图源新浪雷锋网AI金融评论报道，8月23日，由新浪财经主办的“2018中国银行业发展论坛”在北京举行，论坛主题为“未来银行之路：固本与,建行副行长章更生：如何解决面对小微企业，银行怕贷、放贷积极性不高问题？,3小时前,AI+,https://www.leiphone.com/news/201808/XHgM5hlkA6q9OFtW.html
3,“有一些金融机构看似用巧夺天工的手法在一夜、一天、一周、一年之间变成金融大国，但是它可以在一夜、一年之内搞的一无所有。”,光大银行董事长李晓鹏：未来银行的“五变”与“五不变”,4小时前,AI+,https://www.leiphone.com/news/201808/UbvZL9AQKSWpx5Ta.html
4,中国银行的数字化发展可以概括成四方面：搭建企业级业务架构和相应的企业级IT服务架构，打造云计算平台、大数据平台以及人工智能平台；,中国银行副行长张青松：中行每年科研资金不少于当年营收1%,6小时前,AI+,https://www.leiphone.com/news/201808/TvdFuRhsSQdgA8Dj.html
5,作为金融活动的一个源头，支付如果管控有力、创新得当，就会造福经济社会；如果源头泛滥，脱离河道，脱离金融本质和规律，就会带来危害。,工行董事长易会满：支付乱象为金融乱象提供温床，四举措大力规范支付发展,8小时前,AI+,https://www.leiphone.com/news/201808/eLpS4hosR0JWTYpi.html
6,严治庆的全球化目标从一开始就非常清晰，也许早在微软时期就已经埋下了种子。,左手风电，右手零售，扩博智能如何用全球化思维下好 AI 这盘棋？,12小时前,AI+,https://www.leiphone.com/news/201808/QtxunL9gNWbw3wT2.html
7,坚果U1 4K激光电视、坚果X3 4K智能投影发布。,产品、技术全面布局，坚果是看准了激光电视市场头把交椅,8分钟前,业界,https://www.leiphone.com/news/201808/SYW5rUr3akcMlbxV.html
8,8月23日晚，阿里巴巴集团公布2019财年第一季度（2018年4月至6月底）业绩。,阿里云季度营收47亿元 年营收冲刺200亿,36分钟前,业界,https://www.leiphone.com/news/201808/geyhgCpkUM2aVSIi.html
9,京东正式发布自主研发的区块链服务平台。,京东发布智臻链，助力企业开发区块链应用,2小时前,业界,https://www.leiphone.com/news/201808/vcmQ7r7N1B1ZNnPm.html
10,未来90%的零售在互联网上，90%的制造业在互联网上,马云：新零售之后，90%的制造业会在互联网上,3小时前,业界,https://www.leiphone.com/news/201808/vUeQ97okSqEU34Jf.html
11,机器人要实现商用落地，必须先从垂直细分领域做起。,深入垂直领域，送餐机器人如何两年卖出数千台,3小时前,业界,https://www.leiphone.com/news/201808/VJp31NjFBGCwmYtx.html
12,从2018智博会看一看智慧城市的各大热门应用市场的发展如何，都有哪些厉害的企业秀了肌肉？,厉害的智慧城市企业都到深圳智博会秀肌肉了？,4小时前,业界,https://www.leiphone.com/news/201808/PeCdq6EhUsRdCMdf.html
13,李彦宏在智博会上的演讲全文,百度李彦宏演讲全文：再谈人工智能“威胁论”,4小时前,业界,https://www.leiphone.com/news/201808/MQga8wNOTgVS08bl.html
14,华为声明表示，华为从未收到任何政府要求华为配合政府情报工作的要求。中国也没有任何一部法律规定中国企业必须配合国家的情报工作。,华为严正回应被排除澳大利亚5G市场：从未收到任何配合政府情报工作要求,5小时前,业界,https://www.leiphone.com/news/201808/AZxQHa0EEHJrGhdD.html
15,英伟达的图灵架构如何助力AI图像处理。,除了实时光线追踪，英伟达图灵架构还有这些AI图像处理能力,5小时前,业界,https://www.leiphone.com/news/201808/YiBK6mmGr0KkiB3B.html
16,一键全身美体塑形。,商汤推出 SenseAR 美体塑形功能，打造AR生态意图明显,7小时前,业界,https://www.leiphone.com/news/201808/zIsXbPOVJUiHJ9dO.html
17,马化腾谈“逆风球”、“马拉松”与“世界波”,马化腾智博会演讲全文：重磅宣布腾讯西南总部将落户重庆,9小时前,业界,https://www.leiphone.com/news/201808/jqEJ6fY98JIFcg2X.html
18,8月29日，西安，《五条》“内容星生态，价值链未来”新品发布会，即将揭幕！,内容星生态，价值链未来！五条新品发布会8月29日亮相西安,10小时前,业界,https://www.leiphone.com/news/201808/SLAOWMa3rgdjTJ6x.html
19,自古奥斯汀出怪兽……,Cortex A76没出生就已被它干掉——三星Exynos M3架构详解,11小时前,业界,https://www.leiphone.com/news/201808/uxdi6Ys0vkbgtC3I.html
