,brief,header,pubtime,savetime
0,计划利用哈希图共识打造新的商业区块链网络的 Hedera Hashgraph 从未来代币发售已经融资 1 亿美元。该公司称哈希图共识新技术能创造出比现有区块链技术速度更快、更为安全和规模更为庞大的分布式公共账簿。,Hedera Hashgraph 代币发售已募资 1亿美元,17:38,2018-08-06 21:59:45
1,据 IMEOS 报道，John Milburn 加入ONO 的公告中声称，John Milburn 为 Block.one 的合伙人，Brock Pierce 是 Block.one 的创始人之一。Brendan Blumer 通过 IMEOS 向社区表示:「Brock Pierce 和 John Milburn 不是 Block.one 的联合创始人；Brock Pierce 是2017年的业务顾问；John Milburn 从未受雇于 Dan Larimer 或 Block.one 和 EOS.IO 开发团队。」,Block.one CEO 澄清 John Milburn 并非 Block.one 的合伙人,17:03,2018-08-06 21:59:45
2,彭博社专栏作家 Andy Mukherjee 日前在彭博撰文称，日本或可试发行国家数字货币，效仿瑞典社会无现金化，来解决经济问题。由于日本央行试图通过货币刺激措施实现 2％ 通胀率的目标，目前正在讨论解除通货紧缩造成的经济约束的新方法。日前有报道称瑞典致力于快速成为无现金社会，并有望在 2023 年之前完全取消现金交易。,彭博社专栏作家建议日本试发行国家数字货币,17:00,2018-08-06 21:59:45
3,据 Cryptovest 消息，苏格兰政府发布的一份报告详细介绍了如何在公共服务中使用区块链。政府将区块链描述为在「本土数字化」服务上创造机会，并提出了一些可能性的建议。,苏格兰政府考虑在公共服务领域采用区块链,13:45,2018-08-06 21:59:45
4,据中国经济网消息，苏宁将与华夏银行在加强金融科技方面展开合作，其中包括区块链黑名单共享平台、反欺诈系统、智能客服等。,苏宁将与华夏银行加强区块链等金融科技方面合作,13:42,2018-08-06 21:59:45
5,据深圳南山公安官方消息，将于 8 月 14 日对深圳普银区块链集团有限公司集资诈骗案立案侦查，已对张某等 9 名主要犯罪嫌疑人采取刑事强制措施，移送市检察院审查起诉，且正在敦促企业还款，截至目前为止，已按计划共清退了两期兑付。,深圳南山公安将于 14 日对普银区块链集团有限公司集资诈骗案立案侦察,13:05,2018-08-06 21:59:45
6,据 Coindesk 消息，Coinbase 交易所再次为居住在美国怀俄明州的居民提供服务。该交易所近日发布了一篇博客文章，称它已经更新了怀俄明的货币发行许可证。自三年前突然退出怀俄明州以来，Coinbase 交易所等待了很长时间。怀俄明州在今年 3 月通过了一项法案，该法案修订了「货币发行法」，以便为数字货币提供豁免。随着许可证更新，Coinbase 表示，怀俄明州的客户可以重新获得存储在其账户中的资金，以继续交易和使用数字货币。,Coinbase 在美国怀俄明州恢复数字货币服务,13:00,2018-08-06 21:59:45
7,赵长鹏在推特表示，BTC 第一个世界性的货币（First Worldwide Currency），BNB 还差些火候。,赵长鹏：BTC 是第一个世界性的货币,12:51,2018-08-06 21:59:45
8,审计报告显示 5 月遭到韩国政府突击审查的加密货币交易所 UPbit 持有 100％ 的用户资产，存款资金比用户存储量多 27％，足以偿还平台上的每个用户，让投资者松了一口气。Yoojin 会计事务所受韩国金融监管机构委托进行了此次审计，不过韩国政府尚未对这份审计报告正式发表声明，也未披露更多信息。之前外界怀疑 UPbit 可能挪用投资者账户资金。,审计报告显示 UPbit 持有 100％ 的用户资产,10:55,2018-08-06 21:59:46
9,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 8 月 6 日 9 时报 738.93 点，较昨日同期上涨 15.20 点，涨幅 2.10%。通用平台指数 TIG 报 677.33 点，较昨日同期上涨 13.31 点，涨幅 2.00%。另据监测显示，BTC 人气热度增速延 7 日均线下探至 0.027%，全球转账数跌至 17 万（上周同期 20.7 万）。BTC 全网算力达 46.83 EH/s，再创新高。BCtrend 分析师认为，虽然市场人气趋冷，但大矿主加仓布局速率加快，再次急跌机会初现。,大矿主加速布局，BTC 全网算力继续增加,10:18,2018-08-06 21:59:46
10,"作为 8 月 16 日庆祝 60 岁生日的计划的一部分，麦当娜正在与 Ripple 合作进行为期一个月筹资，旨在帮助马拉维的孤儿，捐款从 7 月 30 日持续到 8 月 31 日，Ripple 承诺麦当娜筹集到多少善款，该公司也会捐出同样数额的款项，但并未透露捐献的将是美元还是 XRP。截至发稿时，麦当娜通过 Facebook 已经筹集款项 48,782 美元。",麦当娜与 Ripple 合作援助孤儿,08月06日 06:32,2018-08-06 21:59:46
