,header,pub_time,url,views
0,比地球上的沙子还多？比特币算力再创新高,2018-08-06 19:25:35,http://www.8btc.com/52-quintillion-bitcoin,186
1,【巴比特每日热聊榜】山寨币之殇：炒币到现在身无分文,2018-08-06 19:05:27,http://www.8btc.com/p246988,84
2,加密货币ATM制造业发展迅速，年底将有5000台加密货币ATM投入运行,2018-08-06 18:05:47,http://www.8btc.com/the-future-of-cryptocurrency-atms-has-arrived,789
3,加密货币风向标？泰国央行正式允许银行子机构发行和投资加密货币,2018-08-06 17:39:36,http://www.8btc.com/thailand-financial-crypto-activities,1542
4,区块链变冷现两难：招人难、融资难,2018-08-06 17:27:54,http://www.8btc.com/difficult-blockchain,612
5,智能手机存币真的靠谱吗？安全专家：恶意软件分分钟让你投降,2018-08-06 17:05:05,http://www.8btc.com/samsungs-store-crypto,2186
6,比特币一度跌破7000美元，占比约3/4的场外交易背锅？,2018-08-06 17:04:14,http://www.8btc.com/bitcoin-drop-below-7000,1386
7,加密行业的优选策略——竞合,2018-08-06 16:20:11,http://www.8btc.com/united-theory-cryptocurrencies,812
8,白话数字身份系列之三：国家级数字身份项目大盘点,2018-08-06 16:14:34,http://www.8btc.com/eid-series-3,881
9,FCoin今日开放FOne交易区，正式迈入交易所2.0阶段,2018-08-06 15:55:35,http://www.8btc.com/fcoin-fone-20,1604
10,星巴克：Bakkt将提供比特币与美元转换服务，顾客可以购买咖啡,2018-08-06 14:48:17,http://www.8btc.com/starbucks-clarifies,2281
11,从世界杯小组赛消极比赛到矿工博弈及共识算法，博弈论解释了一切,2018-08-06 14:46:24,http://www.8btc.com/worldcup-gametheory,1044
12,对央行数字货币的猜测——无杠杆、可编程自动回笼,2018-08-06 14:30:40,http://www.8btc.com/guess-of-central-bank-digital-currency,1708
13,深度+丨2018最重磅比特币利好来自星巴克、微软和纽交所母公司之手，比特币ETF已是囊中取物？,2018-08-06 14:08:04,http://www.8btc.com/biggest-news-year-bitcoin-ice-deal,5354
14,比特币收入3700万美元的Square为什么宁愿用OTC也不用交易所？,2018-08-06 14:01:22,http://www.8btc.com/square-avoid-exchanges,4050
15,创业+| 从行情软件到生态入口，币牛牛如何打造“币圈同花顺”？,2018-08-06 12:00:58,http://www.8btc.com/coinbull-0804,15827
16,加密货币担保贷款业务是利好，还是利空？,2018-08-06 11:48:51,http://www.8btc.com/danbaodaikuan-0806,1688
17,肖磊：巴菲特一天赚了27亿美金，我却想起了正在暴跌的比特币,2018-08-06 10:32:35,http://www.8btc.com/warren-btc,4698
18,比特币ETF，我们明年再见,2018-08-06 10:18:48,http://www.8btc.com/see-etf-next-year,4697
19,深度丨极路由事件背后，P2P与区块链的4种隐秘关系,2018-08-06 09:55:48,http://www.8btc.com/hiwifi-p2p-blockchain,3804
