,brief,header,pub_time,type,url
0,不断寻求技术创新背后是看起来有些矛盾的言行。,美国银行再次申请区块链专利,1小时前,AI+,https://www.leiphone.com/news/201808/yG8ZZghpBh9u96FC.html
1,营收大涨，股价大跌。,趣店Q2财报：净利润7.38亿元，称蚂蚁金服不续签无影响,6小时前,AI+,https://www.leiphone.com/news/201808/2nDL74KhtX1Q6fck.html
2,不给你们个下马威还有脸叫benchmark？,GFXBench 5.0版推出全新测试场景，苹果A11也只能跑17fps,55分钟前,业界,https://www.leiphone.com/news/201808/OL6cYfmnHbA8QhMA.html
3,今年，AMD的股价已经翻了一倍多，并且正在接近12年来的新高，相比之下Intel今年的股价仅上涨约2%，这是否意味着AMD正在赢得与Intel的芯片大战？,股价接近12年来新高，AMD正在赢得与Intel的芯片大战？,5小时前,业界,https://www.leiphone.com/news/201808/RqosedLtcTHe9go3.html
4,第一次强烈觉得，智慧城市的风口，真的要来了,智慧城市——科技巨头的“中场战事”,17小时前,业界,https://www.leiphone.com/news/201808/qsA5H9SEHnDvYkwI.html
5,腾讯云目前正在西南地区逐渐铺设一张大网络。,腾讯云加码布局西南地区，公布工业超级大脑、汽车制造业等系列成果,20小时前,业界,https://www.leiphone.com/news/201808/kSOG1u2pDqibANMh.html
