,header,pub_time,url,views
0,Token经济学：货币、商品与需求,2018-08-25 18:50:41,http://www.8btc.com/token-jingjixue,1118
1,监管取得初步成效，密码货币市场回归理性,2018-08-25 17:01:17,http://www.8btc.com/coinmarket-6,3069
2,重庆学术论坛回顾：超越区块链，认知密码世界,2018-08-25 15:53:02,http://www.8btc.com/beyond-the-blockchain-and-know-the-world-of-cryptography,2401
3,BCH社区混战升级：Cobra公布新版客户端，称已得到25%算力支持,2018-08-25 14:13:38,http://www.8btc.com/cobra-client-bch,4939
4,朱嘉明：处于“十字路口”的区块链技术及其应用,2018-08-25 13:54:06,http://www.8btc.com/blockchain-acrossroad,2167
5,数字货币十大悖论：拿个淘宝版的白皮书，就要改变世界,2018-08-25 11:39:03,http://www.8btc.com/shuzihuobi-baipishu,3538
6,美国俄亥俄州：计划打造区块链发展中心,2018-08-25 11:18:28,http://www.8btc.com/ohio-lawmakers-academics-blockchain-development,2057
7,Mt.Gox索赔最新系统启用，客户可在线提交索赔申请,2018-08-25 10:50:20,http://www.8btc.com/former-mtgox-clients-can-now-file-rehabilitation-claims,2450
8,美国银行申请数字货币存储系统专利,2018-08-25 10:17:57,http://www.8btc.com/bank-of-america-patent-cryptocurrency-storage-system,2365
9,比特币能脱离SEC的“魔爪”吗？近期恐怕不行！,2018-08-24 18:18:49,http://www.8btc.com/coinmarket-5,8600
10,数字货币和区块链产品的社区治理的机制（二）——资金来源和管理,2018-08-24 18:15:41,http://www.8btc.com/tan184,6297
11,外汇行业自律组织将设立区块链专家委员会，以解决加密货币交易纠纷,2018-08-24 17:01:57,http://www.8btc.com/service-for-crypto-traders,4575
12,“一棵树”看懂区块链产业结构,2018-08-24 16:26:47,http://www.8btc.com/yikeshu-0824,9003
13,Bitcoin ABC发布BCH最新客户端，版本不兼容性讨论加剧,2018-08-24 16:04:29,http://www.8btc.com/network-incompatibility-discussed-bitcoin-abc,6920
14,驳Weiss Ratings：比特币作为货币没有失败，只是开始,2018-08-24 15:14:33,http://www.8btc.com/refute-weiss-ratings-bitcoin,11434
15,银保监会等五部门：防范以“虚拟货币”“区块链”名义进行非法集资,2018-08-24 15:07:47,http://www.8btc.com/wubumen-0824,13809
16,7nm矿机大战愈演愈烈，Triple-1加入战局欲与GMO一争高下,2018-08-24 14:52:13,http://www.8btc.com/japanese-company-developing-7nm-bitcoin-mining-equipment,7344
17,韩国电子巨头LG布局区块链产业，拟创建多个新技术战略品牌,2018-08-24 14:43:10,http://www.8btc.com/electronics-giant-lg-focuses-on-development-of-blockchain,6444
18,卡巴斯基实验室 : 朝鲜黑客首次通过macOS系统攻击加密货币交易所,2018-08-24 14:37:28,http://www.8btc.com/kaspersky-lab-north-korea-hacks-cryptocurrency-exchange,6639
19,美国在担心什么？加密货币是美元霸权体系中的大BUG,2018-08-24 14:14:11,http://www.8btc.com/jiamihuobi-meiyuan-bug,5368
