,brief,header,pubtime,savetime
0,网络安全公司知道创宇在今天举行的「KCon 黑客大会」上，宣布 Zoomeye 2018 增添了多个实用功能，同时，搭建了暗网空间测绘搜索引擎，对当前暗网节点进行了抓取与测绘，对数据进行分析，通过暗网数据对当前网络安全性进行评估与预警；此外，从这次 KCon 开始，开源的 Web 应用监测系统，可以监测官方发布的程序更新，下载后自动 diff 并对可疑代码进行预警，以便于技术人员后续分析。,知道创宇扩展 ZoomEye 实用功能，搭建暗网空间测绘搜索引擎,11:27,2018-08-25 21:02:01
1,据 Cointelegraph 报道，新加坡金融管理局 MAS、新加坡交易所本周五在新闻发布会上宣布，已与包括德勤、纳斯达克的多家大型企业签署协议，将共同解决数字资产结算问题。 新交所技术主管兼项目负责人 Tinku Gupta 解释称：「该计划将部署区块链技术，以有效地连接资金转移和证券传输，消除买卖双方在付款交割过程中的风险。」,新加坡金管局与德勤、纳斯达克就区块链资产结算达成合作,06:32,2018-08-25 21:02:01
2,据界面报道，8 月 24 日，在重庆智博会上，阿里云宣布正式联合蚂蚁金服投入区块链基础设施建设。阿里云区块链负责人易立表示，云计算带来了生产力变革，而区块链将驱动生产关系的创新。此前一天，马云在中国国际智能产业博览会大会上指出，智能制造、IoT、区块链是未来的三项核心技术。,阿里云宣布联合蚂蚁金服投入区块链基础设施建设,06:32,2018-08-25 21:02:01
3,据 CCN 报道，美国专利商标局 USPTO 周四公布的公开文件显示，美国银行已经为管理企业的加密货币存储系统提交了另一项专利申请。该专利详细说明了计算设备如何管理区块链加密标记，这是自美国银行 2014 年首次开发加密货币在线保险库存储系统提案的延续。该行禁止客户用其发行的信用卡购买加密货币，但在最新的年报中承认，加密货币的采用对其商业模式构成了威胁。,美国银行提交新专利，涉及企业环境中的加密货币存储系统,06:31,2018-08-25 21:02:01
4,据 cointelegraph 报道，在 8 月 23 日的新闻发布会上，俄亥俄州试图将自己主位为区块链创新的前沿。众议院议长 Ryan Smith 召集了一个由议员、企业家和学者组成的小组，讨论了该州吸引区块链开发者和公司的意图。Smith 称区块链是可以改变世界的创新，称该技术有望推动经济和劳动力发展，通过提高效率为政府节省开支，并可加公共部门存储和传递敏感数据的安全性。,美国俄亥俄州议长意欲将该州发展为区块链发展枢纽,06:31,2018-08-25 21:02:01
5,据 coindesk 报道，汇集了以太坊社区广泛代表的电话会议于周五举行，以讨论计划在 10 月进行的软件升级之前需要做出的关键代码变更决定。然而，近两个小时的对话未能立刻产生结论，决议仍在继续进行，后续会议定于 8 月 31 日举行。这场讨论背后的推手主要在于是否拆除「难度炸弹」，这将对矿工、开发人员和投资者都带来直接影响。,以太坊社区代表会议今日未得出结论,06:30,2018-08-25 21:02:01
6,据 CCN 报道，Mt. Gox 受托人 Nobuaki Kobayashi 于 8 月 23 日发布通知称，该公司已开通在线索赔系统，以便债权人通过该系统对 2014 年交易所破产时损失的资金登记索赔。债权人也可以在线下填写索赔表格，并通过邮件提交。Mt. Gox 在丢失了 85 万个 BTC 后破产，日本法院在 6 月裁定该公司可以退出破产并开始民事复原程序，因而可以直接向债权人分配 BTC。,Mt. Gox 公司开始接受比特币债权人索赔,06:30,2018-08-25 21:02:01
7,"据韩联社获得的一份文件显示，2018 年第三季度，韩国第一大加密货币交易所 UPbit 录得 1 亿美元赢利，该国第二大加密交易所 Bithumb 同期盈利仅为 3,900 万美元，后者利润大幅下降与 6 月份黑客事件及停业一个月有关。一些分析师表示，Kakao 及其子公司 Dunamoo 参与 UPbit 的运营，为这家交易所提供了合法性，最近 Kakao 推出的 KakaoPay 已获得该国九成的金融科技市场份额，料将对 UPbit 继续产生积极影响。",韩国加密交易所 UPbit 在熊市中获利 1 亿美元,06:29,2018-08-25 21:02:01
8,"世界银行发布新闻稿，称其利用区块链技术推出的证券 Bondi 已经筹集了 1.1 亿澳元（约合 8,100 万美元），较原目标 1 亿澳元有所上升。该债券的投资者包括 CommBank、QBE Insurance、First State Super 等。世行财务主管 Arunma Oteh 称，Bondi 成功地从概念走入现实，这源于高质量的投资者理解应用技术促进资本市场创新的价值。",世界银行区块链债券已筹集 8100 万美元,06:28,2018-08-25 21:02:02
9,据证券日报报道，上市公司深大通日前表示终止收购区块链通和井销天下两家公司。多家券商在研报中表示，区块链目前处于发展早期，投资者要警惕公司炒作概念风险。山西证券表示，区块链技术内外因素兼未具备，行业风向难辨，多数上市公司涉足区块链还处于前期探索阶段，实质性落地项目较少。中原证券亦指出，区块链公司如何盈利也还不清楚，商业化程度较低，要警惕炒作的风险。,深大通停止收购区块链企业，多家券商提示区块链公司炒作概念风险,06:28,2018-08-25 21:02:02
