,brief,header,pubtime,savetime
10,火币交易所在美国的合作伙伴 HBUS 表示，过去两天内，该交易所 USDT 的存取交易金额增加了10倍以上，用户正在把 USDT 从其他交易所转入 HBUS，利用 HBUS 提供的 USDT/TUSD 交易对，将USDT 转为 TUSD。HBUS 表示，过去两天，TUSD/USDT 的交易量增加了 30％ 以上。,HBUS：用户在将 USDT 转为 TUSD，TUSD/USDT 交易量增加 30% 以上,04:40,2018-10-18 20:31:50
11,加密交易所 BitMEX 研究部门发文表示将发布自己的比特币客户端，与比特币核心团队展开竞争。BitMEX 研究部门表示，发布自己的比特币客户端，是为了纠正大家以为比特币核心团队掌握着比特币相关软件开发责任的错误认知。BitMEX 研究部门认为，人们错误的认为比特币核心团队掌握着特有的能力，可以改变或阻止比特币的共识规则，这种错误认知在关于比特币区块大小的讨论中被放大，而实际上，对于这样的开源软件，用户才是真正掌握加密货币协议规则的人。,BitMEX 研究部门发布比特币客户端与比特币核心团队竞争,04:32,2018-10-18 20:31:51
12,去中心化交易协议 0x 的代币 ZRX 在 Coinbase Pro 正式挂牌交易之后价格上涨，昨夜盘中一度上涨超过 30%，显示出代币在 Coinbase 挂牌后价格即上涨的「Coinbase 效应」依然存在。过去一年多时间里，每当加密货币宣布在 Coinbase 挂牌交易，均会短暂出现价格上涨的情况，其中 2017 年 5月宣布在 Coinbase 挂牌的莱特币，消息宣布后价格一天内上涨了 26%，一周后上涨了 84%；去年 12 月宣布要挂牌 Coinbase 的比特币现金一天内上涨了 47%；6 月份宣布挂牌的以太坊经典一天内上涨了 19%。,0x 代币在 Coinbase 挂牌后上涨，「Coinbase 效应」依然起效,03:59,2018-10-18 20:31:51
13,芝加哥商品交易所集团（CME）发布的数据显示，比特币期货日均交易量在第三季度增长了 41%，较第一季度增长了 170%。芝加哥商品交易所集团去年 12 月正式推出了比特币期货交易。,芝加哥商品交易所集团：比特币期货日均交易量在第三季度增长 41%,03:16,2018-10-18 20:31:51
14,区块链初创公司 Civil 宣布发行 CVL 代币失败，未能筹集计划中的发行下限，将向参与代币发行的投资者退款。Civil 去年曾获得 ConsenSys 的 500 万美元投资，雄心勃勃地计划将传统媒体的内容搬上区块链平台，最近宣布和商业杂志福布斯合作，帮助福布斯在区块链上发布内容。此前华尔街日报曾报道称，该公司还曾尝试和纽约时报、华盛顿邮报和道琼斯合作，均未成功。Civil 此次本来计划发行 CVL 代币，获得 800 万到 2400 万美元资金。,ConsenSys 投资的初创公司 Civil 发币失败,03:00,2018-10-18 20:31:51
15,加密资产交易所币安宣布与加密货币交易追踪、数字取证与数据分析公司 Chainalysis 合作，部署新的全球合规解决方案。Chainalysis 将向币安提供「了解你的交易」的合格软件，币安可以通过此平台实时监测并发现各类违法交易。,币安与 Chainalysis 合作，通过合规软件平台检测违法交易,02:10,2018-10-18 20:31:51
16,比特大陆正式发布终端人工智能芯片 BM1880，同时还有基于 BM1682 和 BM1880 芯片的数款产品，包括多款服务器、模块、开发板产品，广泛应用于安防、互联网、园区等领域。,比特大陆正式发布终端 AI 芯片,16:29,2018-10-18 20:31:51
17,据 InfoQ 消息，在 GitHub Universe 开发者大会上，GitHub 发布了 2018 年度报告。美国、中国、印度是代码贡献最多的三个国家。在增长最快的项目中，Microsoft Azure 排名第一，Ethereum 排名第五。同时，微软在今年 6 月以 75 亿美元的价格收购了 GitHub，收购预计年底完成。,GitHub 发布年度报告，增长最快的开源项目 Ethereum 排名第五,15:38,2018-10-18 20:31:51
18,"据 TokenInsight 数据分析，近 24 小时内，ETH 链上转账数 575,450，活跃地址数 364,190，同比 24 小时前均略有上涨；交易所成交量 15.3 亿美元，为同期正常水平。基于 ERC20 标准开发的 700 个项目总市值 126.7 亿美元，24 小时成交量 8.7 亿美元。其中，ZRX 同比 24 小时前 261%的增长率位居首位。独立分析师 James 认为，受 USDT 事件影响，ETH 及 ERC20 的市值及整体成交量在 10 月 15 日快速增长，现在各指标均有回落，但仍高于一周前平均水平。短期看 ETH 市场保持稳定，可能向利好形势发展。",TokenInsight：USDT 事件后，ETH 各指标均有回落但保持稳定,13:57,2018-10-18 20:31:51
19,全球交通数据协议 CarBlock 上线 CAR 商城，正式打通流通环节，成为第一个形成商业闭环的车联网区块链项目。CAR 商城首期开通中国及美国地区，用户将可以通过数字货币进行实物购买汽车相关类用品。据悉，CarBlock 将首先在美国地区大规模推广商城合作伙伴，领域涉及沃尔玛等零售巨头，Gasbuddy、Asbury、Carvana、AAA 等汽车净销售、后市场服务提供商等，中国地区合作也已开始。,CarBlock CAR 商城上线开启全球合作,10:21,2018-10-18 20:31:51
