,brief,header,pubtime,savetime
0,"日本互联网巨擘 GMO 周二公布第二季度财报，称旗下加密货币业务推出一年以来取得 26 亿日元约合2,348 万美元利润。该业务过去一个季度带来 2.5 亿日元利润，而之前一个季度亏损 7.3 亿日元。该公司称旗下加密货币交易所 GMO Coin 利润环比增长 7.3 倍。",GMO 开展加密货币业务一年取得 26 亿日元利润,18:20,2018-08-14 20:23:09
1,TokenInsight CEO 呼涛表示：非理性恐慌是韭菜的基本素养。代币市场规模 10 年内大概率 10 万亿美元以上。机构资金 Pension、Endowment、Family office 等入场是很多韭菜的信仰。对不起，请从业者思考这些钱将进入哪些交易所？投资哪些代币？受什么样的监管？（高盛买了什么样的交易所？在做什么样的衍生品？在和 SEC 沟通什么？传统顶级对冲基金对 Crypto 的兴趣？Trading Desk 做的准备？） 所以，熊市对于真正有远见的团队是难得的布局机会。很多人梦想的类似于去年下半年的暴富机会绝不会再现，刻舟求剑只会人财两空。大佬和韭菜们要知道自己为什么赚钱，赚了谁的钱。客观真实的评价自己的能力，选择合理的方式管理资产。,TokenInsight CEO 呼涛：熊市对于真正有远见的团队是难得的布局机会,17:56,2018-08-14 20:23:09
2,NEO 全球市场经理张可可接受 ambcrypto 采访表示，NEO 开始开发平台升级项目，将推出稳定性更强、TPS 更快的 NEO 3.0，为真正的企业级用例在 NEO 平台的部署做好准备。,NEO 3.0 将会是稳定性更强、TPS 更快,17:43,2018-08-14 20:23:10
3,据 Prweb 报道，美国区块链金融科技公司 Monarch 宣布领英 LinkedIn 联合创始人 Eric Ly 加入其顾问委员会。Eric 是一名越南华裔，2017 年创办了区块链技术公司 Hub，希望借助区块链技术让陌生人之间的交易变得更加可靠。,领英联合创始人 Eric Ly 加入区块链企业 Monarch,14:48,2018-08-14 20:23:10
4,区块链应用平台 Lisk 周一通过推特发布其命令行界面 Lisk Commander 1.0.0，让用户可以利用命令行与应用链 Lisk Core 互动。Lisk Commander 1.0.0 据称采用名为 Lisk Elements 的 JavaScript 脚本库。Lisk 开发团队在其官方 Medium 博客表示新的命令行界面推出一系列新功能。,Lisk 发布命令行界面,14:40,2018-08-14 20:23:10
5,美国数十家共计在加密货币领域投资数十亿美元的对冲基金遇到了新难题：他们不清楚自己计算的缴税额是否正确。对于持有比特币、ETH和其它加密货币的机构而言，由于监管机构对相关纳税问题几乎没有指导准则，或者现行规定语焉不详，给纳税额计算带来难题。很多机构因此被迫尽可能减少持仓，来避免陷入麻烦。,美国对冲基金遇到加密货币仓位计算缴税难题,12:38,2018-08-14 20:23:11
6,德勤发布「2018 年全球区块链调查」报告，提出区块链领域正发生六大转变。一，企业现在开始应用区块链，而不仅仅是探索；二，实用的区块链应用正在增加；三，区块链与虚拟现实一样，噱头多于实际；四，创新企业比传统企业更容易采用区块链；五，区块链与公共服务 PR 合作良好；六，安全依然是区块链创新的主要动力。,德勤发布 2018 全球区块链报告：区块链的应用在增加,11:51,2018-08-14 20:23:11
7,赵长鹏今日在微博发布币安上币指南，文中写到：币安把项目分成至少四个种类：非常好、好、普通、和坏的。「非常好」的项目，一般有稳定的产品和较大的用户量，或者有较大的成长空间。这些项目会给交易所带来用户和正面的影响。交易所会直接上币，所以根本没有上币费一说。甚至交易所应该付给项目方钱，只是没有人可以阻止交易所上区块链资产。至于「坏」的项目，一般愿意支付很高的上币费。项目方愿意付 2000 万美元，因为项目方想以 2100 万美金的市值退出，甚至 2010 万退出都行。所以，好的交易所是绝对不只看上币费。而且也不会有一个固定的上币费。,赵长鹏：对于「非常好」的项目，没有上币费,11:49,2018-08-14 20:23:11
8,根据《证券日报》消息，今年以来，上市公司披露的投资涉立、参股区块链公司或区块链实验室事宜急剧增加。2018 年以来，共有 8 家公司披露了 13 条涉足区块链的公告。而 2017 年全年，只有 6 条与区块链有关的上市公司公告，去年同期更是只有 2 家。但上市公司出资金额均相对较小，所参股区域链公司也均为初创，尚未进入大规模、商业化应用阶段，盈利能力有限。,参与区块链的上市公司急剧增加，但仍在初创阶段,11:46,2018-08-14 20:23:11
9,据广州日报消息，广州市将于近日发布《广州市建设国际科技产业创新中心三年行动计划（2018-2020年）》，明确表示广州要建设综合性国家科学中心，在前沿技术方面，广州将瞄准区块链、物联网、生命科学、细胞治疗、集成电路、石墨烯等领域，争取率先取得突破。,广州市发布建设科技中心计划，瞄准区块链等领域,11:41,2018-08-14 20:23:12
10,据正义网消息，8 月 10 日，浙江省台州市椒江区检察院依法以涉嫌开设赌场罪对肖某等 45 名被告人提起公诉。据悉，这是台州史上涉案金额最大的一起网络赌博案件，仅非法获利就达 11 亿余元。 巨大的涉案金额为调查造成了不小的难度，犯罪团伙使用比特币分成，虚拟货币和人民币之间转换后的去向必须一一查清。,新型网络赌博获利达到 11 亿，使用比特币分红,11:39,2018-08-14 20:23:12
11,采用以太坊网络的 ICO 被视为去年 ETH 价格大涨的重要推动元素，现在有专家批评称，正是 ICO 资金 ETH 周一大跌 17%，自去年 11 月以来首次跌到 300 美元以下。加密货币量化对冲基金BloomWater Capital 创始合伙人 Biswa Das 表示，「这些初创企业通过 ICO 融到大笔资金，但他们没有资产管理或者足够的现金管理经验，过早卖出筹来的 ETH，给市场造成重压。去年市场状况还好，而今年市场非常脆弱，这种举动带来了很大压力。」,投资人：ICO 企业缺乏资产管理经验，过早卖出 ETH 给市场造成重压,10:19,2018-08-14 20:23:12
12,8 月 14 日消息，日前 ETH 在加密市场产生巨大跌幅，价格暂维持在人民币 1800 元附近。在以太坊核心开发人员 Lane Rettig 在社交媒体上表示，现在以太坊的开发者不是为了利益而从事这一工作，而是由于相信分布式网络能赢在未来。我们是传教士，不是雇佣兵，我们不会离开。更低价格的 ETH 意味着更便宜的 gas，是好事。当有人称 ETH 价格下跌会导致整个生态系统的资金减少时，他表示现在资金不对以太坊生态构成威胁，它甚至不在我们考虑的问题的前十名之内。我一直很看好以太坊这一技术及其在社会层面的作用，我知道的的开发者也都是这么想的。,以太坊核心开发人员 Lane Rettig：资金不对 ETH 生态构成威胁,09:40,2018-08-14 20:23:13
13,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 8 月 14 日 9 时报 575.74 点，较昨日同期下跌 40.52 点，跌幅 6.58%。通用平台指数 TIG 报 443.68 点，较昨日同期下跌 76.37 点，跌幅 14.69%。两指数昨日均创历史新低。另据监测显示，BTC 人气热度增速 0.022%，连续下破创出今年新低，全球活跃地址数较上周同期下降 22% 至 38.9 万。BTC 全网算力逆势增加至 48.83EH/s。BCtrend 分析师认为，市场新入资金匮乏，新矿机使 BTC 矿工运营成本大幅减少，短期探底延续。技术分析方面，独立分析师 Tommy 认为，各大主流代币昨日全线暴跌，均创下今年新低；BTC 跌幅最小，虽然在 6150 美元处获得支撑小幅反弹，但依然处于下降通道中。,各主流代币全线暴跌，短期探底延续,09:35,2018-08-14 20:23:13
14,根据美国专利商标局记录，IBM 已经为区块链技术方面申请了专利。该项专利名为「区块链数据库管理数据库管理系统」，解释了 IBM 打算构建可靠数据库篡改检测系统 IDT-DS 的意图。所提出的系统将检测存储在中央数据库中的一组数据中的不一致性。IBM 公司已围绕区块链技术提交了大量专利。,IBM 为区块链数据库管理系统申请专利,08月14日 04:39,2018-08-14 20:23:13
15,据澎湃新闻，中国银行首席信息官刘秋万近日在北京举行的新闻发布会上表示，该行目前已经在 12 个项目试点区块链的技术应用，主要集中在数据共享、跨境支付、数字货币、数字票据等场景。中行称将大幅度增加创新研发投入，在常规科技投入之外，每年投入科技创新研发的资金不少于当年营业收入的 1%。,中行将增加金融科技支出，重点关注区块链领域,08月14日 04:38,2018-08-14 20:23:13
16,"据 Cryptovest 消息，对冲基金公司 IDG Capital 已拨款 2,000 万美元，用于支持区块链的私募公司 Dexon。Dexon 由加密货币服务平台 Coinhood 创立。Dexon 采用 blocklattice 协议，声称交易速度可与主要信用卡公司竞争。",IDG 向支持区块链的私募公司 Dexon 拨款 2 千万美元,08月14日 04:37,2018-08-14 20:23:14
17,据 CCN 消息，尽管近期全球加密货币挖矿利润下滑，加密挖矿业正在经历放缓，但英伟达 Nvidia 预计在 2018 年 Q3 仍将获利。英伟达的在其主要市场，即游戏市场仍表现强劲，GPU 和数据中心芯片销量抢眼。有分析师表示，GPU 受到挖矿严重冲击的想法或许在很大程度上被夸大，数据中心/人工智能仍属于优势领域。,英伟达未受加密货币挖矿影响，Q3 仍将获利,08月14日 04:36,2018-08-14 20:23:14
18,"据 CNBC 消息，8 日 SEC 发出投资者警告，提醒涉及数字货币的个人退休账户 IRA，可能会成为欺诈者新的潜在增长点，其中又以进行自主投资的账户最易遭到欺诈，而这批账户市值达 1,000 亿美元。为此，SEC 提出了 5 条保护投资建议，包括寻找托管方，了解 IRS 规范，投资前充分了解所有细节等。",SEC 提示退休账户警惕加密诈骗风险,08月14日 04:35,2018-08-14 20:23:14
19,为区块链初创公司开发标准合规工具和服务的创业公司 iComply 周一宣布，已完成由前标准普尔 S&P 总裁 Deven Sharma 领投的种子轮融资，参与投资的还包括 DMG Blockchain 和 Block X Capital。该公司称在这轮融资中获得了七位数的资金。此外，包括 CFTC、纳斯达克和金融业监管局 FINRA 的多名前任官员加入该公司任顾问。,前标准普尔总裁领投区块链合规初创公司 iComply 种子轮融资,08月14日 04:34,2018-08-14 20:23:14
