,brief,classes_name,header,news_url,pubtime
0,纽约市议会于上周通过一项新法案，一年内将暂停对 Uber、Lyft 等手机叫车服务商发放新牌照；日本的民泊法则让 8 成 Airbnb 房源下架。对于共享经济狂热，全世界真的准备好了吗？ ▲《The Uber Game》，让大家可以体验 Uber 司机的生活，每一个选择都有可能让,人工智能,从纽约立法停发Uber新牌照，看共享浪潮之下是谁在混水摸鱼,http://www.aihot.net/selfdriving/11428.html,2018-08-14 20:20:13
1,智能手机，成为我们现代生活的一个必备工具，现在几乎已人手一支了。为了方便家中的老人，让他们更容易与他们的老朋友、老同学联系，相信不少人会选择将自己不用的手机给家中长辈使用。 阻止安装应用&amp;内购以及删除应用 对于老人来说，无意中的一次误触，就可能会导致下载付费应用程序,人工智能,几个简单设定，让iPhone更适合老人使用,http://www.aihot.net/iot/11427.html,2018-08-14 20:20:13
2,Intel刚收购扎克伯格芯片公司eASIC，并入Intel研发FPGA芯片的可编码部门（PSG），即便并购案没有激起太多讨论火花，但这个团队对Intel来说却是至关重要。 英特尔（Intel），正积极挥军数据中心市场AI应用，在本周举行的Data-centric Innovation Summit上，首度对外谈及刚并购的芯片eASIC公司的效益。,人工智能,Intel低调收购的芯片商eASIC，背后带来的价值是什么？,http://www.aihot.net/hardware/11426.html,2018-08-14 20:20:13
3,上星期 三星 在纽约发表了年度旗舰 Galaxy Note 9，虽然是 Galaxy Note 系列的全新一代，但有分析认为新机的升级幅度不够大。可能华为都有相同的想法，于是日前就透过官方 Twitter 揶揄 三星，还上载了一幅华为 P10 Plus 和 P20 Pro 的对比图。 华为表示 P20 Pro 才是真正的换代更新，例如,人工智能,揶揄Galaxy Note 9欠卖点，华为：三镜头才是真升级,http://www.aihot.net/iot/11425.html,2018-08-14 20:20:13
4,淘宝为不少中国民众带来生活上的便利，要购买什么几乎在网上就可以搞定，不过淘宝亦衍生了另类产业。专门敲诈淘宝商家的「恶意差评师」应运而生，他们专门购买物品后留下负评，然后就向商家勒索，希望对方花钱消灾。最近江西就有公务员兼职当恶意差评师，最后被淘宝所属的阿里巴巴起诉。 该,人工智能,中国公务员淘宝留负评屈钱，被阿里巴巴告上法庭,http://www.aihot.net/other/finance/11424.html,2018-08-14 20:20:14
5,▲新场馆正在建设当中。 对于像是奥运这种国际性运动赛事，最重要的除了场馆准备外，警备、维安也是不容马虎的领域。然而，面对数以万计的观赛者、旅客，深陷人力不足困境的日本又要如何应对？答案是交给 AI、机器人等高科技来弥补。 根据《朝日新闻》报导，为了 2020 年东京奥运，日本警视厅,人工智能,科技弥补人力不足，日本派出AI、机器人担纲警卫作业,http://www.aihot.net/robot/11423.html,2018-08-14 20:20:14
6,▲哈尔滨工程大学赢得 2018 年水下机器人大赛冠军，旁边视 RoboSub 技术总监 Dave Novick 与 RoboNation 执行董事 Daryl Davidson。 据美国媒体《 gbtimes 》报导，第 21 届国际水下机器人大赛于 7 月 30 日至 8 月 5 日在美国圣地亚哥举行，中国东北一所工程院校的学生团队夺得冠军，赢,人工智能,东北哈尔滨工程大学，为中国赢得首度国际水下机器人大赛冠军,http://www.aihot.net/robot/11422.html,2018-08-14 20:20:14
7,▲旗舰 VR 影院于北京开幕。 北京现在也开始创设大型虚拟现实的 VR 电影院。一家中国大陆娱乐公司规画要提升首善之都北京的观影体验。目前香港公司耳东影业于北京拥有两家小型 VR 电影院，8 月 4 日宣布要推出旗舰项目，开幕仪式选在北京一家购物中心的 Solana 剧院举行。 对于这个,人工智能,耳东影业推旗舰项目，超大型虚拟现实VR影院北京开幕,http://www.aihot.net/other/vrar/2018-08-12/11421.html,2018-08-14 20:20:14
8,▲东大庆应携手研发「第四只手」，可由他人远程操控。 先前曾报导过许多可藉由意识操控的第三只手，或者辅助用途的机器外骨骼，现在甚至出现了第四只手！近日，东京大学和庆应大学携手合作，研发出一款带有两只手臂的装备，重点是可由他人远程操控。 一般来说这类装着在身上的机器装备，多数是,人工智能,东大庆应携手研发「第四只手」，可由他人远程操控,http://www.aihot.net/robot/11420.html,2018-08-14 20:20:14
9,汽车电子系统的功能增加后，虽然带来了更大的便利，不过同时亦出现安全风险，需要加入更多的保安措施。最近 特斯拉 就宣布计划将他们的保安软件源码开放，让其他车厂可以作为参考。 马斯克 在 Twittwr 上表示，未来自动驾驶系统的安全十分重要，因此 特斯拉 现在正计划开源化他们的汽车安全,人工智能,与其他车厂分享成果 特斯拉，计划将汽车保安软件开源化,http://www.aihot.net/other/security/11419.html,2018-08-14 20:20:14
10,▲ MonsterZ MATE 。 日本虚拟男子双人组合「MonsterZ MATE」，由狼男乐团表演者 Anjo 与吸血鬼饶舌歌手 Kosaka 组合而成，他们梦想能成为人气音乐家，也和人类一样学习使用因特网，并透过视频网站发布视频，希望让粉丝能够看到他们的音乐作品。 Anjo 自 2008 年以来一直活跃于视频视频平,人工智能,双男子虚拟YouTuber组合「MonsterZ MATE」推全球首款5G实时动作捕捉AR Live,http://www.aihot.net/application/11418.html,2018-08-14 20:20:14
11,▲日人打造「实时话语印刷机」，酒后吐真言全都录。 喝醉酒后，容易不经大脑说了许多劲爆的话语，除了观感不佳还可能因此惹祸上身。为此，日本一位东大研究生，脑筋一转制作出一台「实时话语印刷机」，能把酒后真言化作一张张收据，清醒后好来场反省大会。 这位东大高材生名叫江川主民，主修跨,人工智能,日人打造「实时话语印刷机」，酒后吐真言全都录,http://www.aihot.net/hardware/11417.html,2018-08-14 20:20:14
