,brief,header,news_url,pubtime,savetime
0,36氪获悉，AI＋教育类项目极课大数据已经完成？C 轮融资，本轮为好未来战略融资。2017 年 10 月，团队获得了丹华资本（DHVC）和 A 轮投资方？XVC？参与跟投的 1 亿元 B 轮融资。极课大数据创 ...,「极课大数据」完成 C 轮融资，本轮为好未来战略投资,http://tech.sina.com.cn/roll/2018-09-16/doc-ifxeuwwr4885769.shtml,大数据,2018-09-16 18:20:46
1,极课大数据完成C轮融资 由好未来战略投资】极课大数据今日宣布已完成C轮融资，此次融资由好未来战略投资。极课大数据创始人、CEO李可佳表示，此轮融资，将更多用于核心战略EI部署 ...,极课大数据完成C轮融资 由好未来战略投资,http://finance.sina.com.cn/7x24/2018-09-16/doc-ihkahyhx7139350.shtml,大数据,2018-09-16 18:20:46
2,他们一直在预测我们的信用，评估学生、职员、情人以及罪犯的潜力。这是大数据经济，收益前景非常可观。一个电脑程序可以在1-2秒内快速扫描成千上万份简历或是贷款申请，然后整理 ...,算法霸权：欢迎参观大数据的阴暗面｜36氪领读,http://tech.sina.com.cn/roll/2018-09-16/doc-ihkahyhx5988524.shtml,大数据,2018-09-16 18:20:46
3,新浪科技讯，2018年9月14日，“2018中国大数据创新发展高峰论坛”在江苏省无锡市太湖新城君来世尊酒店顺利召开。论坛由中国电子学会、江苏省科学技术协会、江苏省经济和信息化委员会 ...,世界物联网博览会·中国大数据创新发展高峰论坛召开,http://tech.sina.com.cn/d/i/2018-09-16/doc-ifxeuwwr4788239.shtml,大数据,2018-09-16 18:20:46
4,2018年9月12日下午，广西贵港市港北区人民法院举办广西脱贫攻坚大数据平台应用暨脱贫攻坚业务知识培训班，此次培训班由该院副院长谭虹主持，挂点中里乡山鹤村的第一书记谭菠受邀到会 ...,图集：港北法院举办脱贫攻坚大数据平台业务培训班,http://news.sina.com.cn/sf/publicity/fy/2018-09-14/doc-ihkahyhw8591469.shtml,大数据,2018-09-16 18:20:46
5,中新网9月14日电 近日，中国旅游研究院与携程旗下出境旅游运营服务商华远国旅联合发布了《2018上半年中欧旅游大数据报告》。中欧旅游年，欧洲越来越受到中国游客的青睐。报告根据我 ...,2018中欧旅游大数据报告：二三线游客倍增,http://finance.sina.com.cn/roll/2018-09-14/doc-ihkahyhw9814081.shtml,大数据,2018-09-16 18:20:46
6,原标题：卓京校企合作-石油化工大数据专业定制班正式开班 湖南石油化工职业技术学院作为我司众多校企合作单位之一，始建于1978年，是一所由政府主导、企业主办、政企共建、集高职 ...,卓京校企合作-石油化工大数据专业定制班正式开班,http://news.sina.com.cn/o/2018-09-15/doc-ifxeuwwr4519956.shtml,大数据,2018-09-16 18:20:46
7,原标题：医疗大数据新规发布？？新华社电？？网上挂号、在线问诊、线上答疑……随着民众借助互联网看病就医越来越普遍，海量医疗数据如何管理成了一大问题。国家卫生健康委员会 ...,医疗大数据新规发布,http://news.sina.com.cn/o/2018-09-15/doc-ifxeuwwr4491384.shtml,大数据,2018-09-16 18:20:46
8,指出，下一步，财政部将继续认真贯彻党中央、国务院决策部署，坚决打赢防范化解风险攻坚战。采用大数据手段创新管理方式。充分利用大数据、人工智能、云计算、区块链等信息技术 ...,财政部表态！将利用区块链建立大数据监管服务平台,http://finance.sina.com.cn/blockchain/roll/2018-09-14/doc-ifxeuwwr4303037.shtml,大数据,2018-09-16 18:20:47
9,原标题：合川依托大数据智能化 提升社会治理水平 9月5日，合川区网格化服务管理智能信息中心，工作人员沈刚与同事对刚刚通过平台上报的钱塘三元寨山火进行研判，并针对持续高温发 ...,合川依托大数据智能化 提升社会治理水平,http://news.sina.com.cn/c/2018-09-15/doc-ihkahyhx0757178.shtml,大数据,2018-09-16 18:20:47
