,brief,header,pubtime,savetime
0,据 CB Insights 最新发布的报告，多家科技公司积极拓展区块链领域，其中科技巨头 IBM 占领了企业级区块链市场份额的 32%。该报告称， IBM 有超过 1500 名员工从事区块链相关工作。,CB Insights 称 IBM 占领了企业级区块链市场份额的 32%,09:02,2018-09-16 18:21:07
1,Tezos 基金会宣布，周一将正式发布 Tezos 区块链，届时，主网将全功能运转，该项目也将完全由社区运营，从此不再是测试状态。Tezos 代币目前总市值超过 10 亿美元。,Tezos 主网周一将正式上线,05:49,2018-09-16 18:21:07
2,总部位于新加坡的加密货币交易所 Digifinex 决定在其提供的交易对中，用稳定币 TrueUSD 取代 USDT。该交易所联合创始人 Kiana Shek 表示，自己不信任 USDT，过去几个月中已经在采取行动，寻找方法不提供 USDT 交易。据 CoinMarketCap 信息，以交易量计算，Digifinex 是全球第 16 大交易所。,全球第 16 大交易所 Digifinex 将用 TrueUSD 取代交易对中的 USDT,05:44,2018-09-16 18:21:07
3,塞浦路斯证券及交易委员会 CySEC 成立了一个区块链创新中心，通过该创新中心申请流程的企业，可接触更多专门的知识并参与行业会议，并可就区块链创新相关问题与塞浦路斯证券及交易委员会保持沟通。塞浦路斯证券及交易委员会主席 Demetra Kalogerou 表示，该监管机构愿意与专家互动，进一步了解区块链进入金融市场后的带来的有利影响和风险。,塞浦路斯证券监管机构希望与区块链专家保持互动,05:34,2018-09-16 18:21:07
4,CoinDesk 报道称，Coinbase 计划在纽约招募更多员工，计划明年纽约办公室的人员数量从目前的 20 名员工增加到 150 名左右，以更好为机构投资者提供服务。Coinbase 旗下为机构投资者提供服务的业务部门 Coinbase Institutional 的总经理 Adam White 表示，当市场调整时，机构投资者并没有失去兴趣。,Coinbase 将扩充纽约办公室，为机构投资者提供服务,05:31,2018-09-16 18:21:08
5,9 月 15 日，币安 CEO 赵长鹏宣布，币安新加坡法币交易平台已在封闭测试中。此次币安官方公开法币平台的进展，表明币安法币平台的推出已在倒计时中，同时也标志着全球领先的交易平台币安向法币交易领域的正式进攻。公开信息显示，币安已分别在 6 月、8 月在马耳他和列支敦士登开设法币交易平台。,币安新加坡法币交易平台已在封闭测试,19:17,2018-09-16 18:21:08
6,9 月 15 日，主题为「DPoR 共识揭秘」的第一期 CPChain 技术分享会上海站成功举行，路印 CMO Jay，极探资本合伙人胡忆迁、数链评级首席分析师林心怡等受邀出席本次活动。CPChain 创始人兼 CEO 龙承念博士阐述了 CPChain 的基础架构、PDash 数据共享平台以及 DPoR 共识协议的设计，详细介绍了 CPChain 荣誉节点的准入条件以及评估标准。CTO 赵滨博士探讨了 CPChain 在商业领域的应用前景，具体介绍了 CPChain 在个人驾驶导航优化、辅助驾驶、交通调度优化和个性化车险定制等智能交通领域的全流程解决方案。 COO 史青伟先生对于 CPChain 社区治理模型的基本框架以及社区生态激励的经济模型框架，并表示将于年底发布正式的社区治理的详细方案。未来，CPChain 还将在国内外举办多场线下技术分享会，也将陆续发布更多的行业合作伙伴，持续赋能智能交通、智慧医疗和智能制造等领域，推动行业创新。,「DPoR 共识揭秘」CPChain 技术分享会上海站成功举行,17:00,2018-09-16 18:21:08
7,嘉楠耘智前首席芯片工程师 Chen Min 建立了名为 Linzhi 的合资企业制造加密货币挖矿设备。该矿机公司的首个项目名为 Lavasnow，将专攻 ETH 与 ETC 所用的 ethhash 算法，预计明年推出以太坊 ASIC 矿机系列。,前嘉楠耘智工程师新创公司计划明年推出以太坊 ASIC 矿机,09:12,2018-09-16 18:21:08
8,区块链研究员 Alex Lebed 在《Good Audience》杂志上表示，在对 Gemini Dollar GUSD 智能合约进行代码审查后，发现与比特币等去中心化数字货币的精神和技术规范相反，GUSD 包含允许其「托管人」（即 Gemini）冻结任何帐户的条款。GUSD 使用 ERC20 Proxy 合同，让 Gemini 作为托管人每 48 小时升级一次合同，后者因此拥有了使所有代币不可转让的权力。,区块链研究员：Gemini 可以随时冻结其美元挂钩的稳定代币,08:10,2018-09-16 18:21:08
9,美国专利商标局 USPTO 周四公布了金融服务巨头万事达卡于 3 月提交的同一系列三项专利申请。申请描述了一种可以简化大批量企业环境中 B2B 交易的区块链系统。专利的作者在一份文件中写道，现有的结算系统能够解决端到端的个别交易，但不能很好地适应 21 世纪企业的需求。,万事达卡申请新专利，将利用区块链简化 B2B 交易,08:04,2018-09-16 18:21:08
