,brief,header,news_url,pubtime,savetime
0,逃离北上广深”逃了还能去哪？大数据指向这些城市“一线城市容不下肉身，三线城市装不下灵魂。”从去年开始，越来越多的二线城市加入到人才争夺战中，并渐渐进入白热化状态 ...,逃离北上广深应该逃去哪？大数据指向这些城市,http://finance.sina.com.cn/china/gncj/2018-08-09/doc-ihhnunsp7472759.shtml,大数据,2018-08-09 20:26:34
1,原标题：今年潍坊前期气候大数据出炉，气温偏高、降水量偏多 8月9日上午，潍坊市前期气候概况及后期气候预测分析新闻发布会召开，发布潍坊市今年前期气候特点及气候趋势预测情况 ...,今年潍坊前期气候大数据出炉，气温偏高、降水量偏多,http://news.sina.com.cn/o/2018-08-09/doc-ihhnunsq2415444.shtml,大数据,2018-08-09 20:26:35
2,原标题：国家国土资源大数据将打造成“一核三区”产业链？7月12日，国家国土资源大数据产业园规划方案通过福州市数字办组织的专家评审。？该产业园位于长乐区滨海新城中国东南大数 ...,国家国土资源大数据将打造成 “一核三区”产业链,http://news.sina.com.cn/o/2018-08-09/doc-ihhnunsq0405928.shtml,大数据,2018-08-09 20:26:35
3,原标题：信息学院李晓明-杨仝课题组在网络大数据流核心算法研究中取得重要进展 近日，北京大学信息科学技术学院李晓明教授、杨仝助理研究员课题组在计算机网络领域顶级期刊《计算 ...,信息学院李晓明-杨仝课题组在网络大数据流核心算法研究中取得重要进展,http://news.sina.com.cn/o/2018-08-09/doc-ihhnunsp8394544.shtml,大数据,2018-08-09 20:26:36
4,原标题：四川都江堰：运用大数据开展“一卡通”审计 近日，四川省都江堰市审计局对该市“一卡通”管理和发放情况进行审计。审计人员使用“大数据”对城乡低保、优抚、特困等民生 ...,四川都江堰：运用大数据开展“一卡通”审计,http://news.sina.com.cn/o/2018-08-09/doc-ihhnunsp7190201.shtml,大数据,2018-08-09 20:26:36
5,最年长和最年少的年龄差有几岁？哪个星座的新生最多？又有哪些国家的留学生远渡重洋来美院求学？你想了解的大数据统统告诉你！来和中国美术学院官微一起揭秘 2018级研究生新生大数据 ...,中国美院2018级研究生新生大数据来了,http://collection.sina.com.cn/yjjj/2018-08-08/doc-ihhkuskt9183959.shtml,大数据,2018-08-09 20:26:36
6,原标题：福州男人喜欢在便利店购物？移动支付大数据发布，福州、厦门跻身“新一线城市”榜单 以前出门前 总要再三默念 钱包、手机、钥匙 少了哪样都寸步难行 感谢移动支付技术 现在 ...,福州男人喜欢在便利店购物？移动支付大数据发布，福州、厦门跻身“新一线城市”榜单,http://news.sina.com.cn/o/2018-08-08/doc-ihhkuskt9607933.shtml,大数据,2018-08-09 20:26:37
7,原标题：问政大数据丨大学生读研最看重哪些因素？教育部最新统计数据显示，2018年研究生报考人数238万，比2017年增长了37万。在研究生扩招的背景下，大学生出于什么样的考虑选择读研 ...,问政大数据丨大学生读研最看重哪些因素？,http://news.sina.com.cn/o/2018-08-08/doc-ihhkuskt9866547.shtml,大数据,2018-08-09 20:26:37
8,原标题：鲸准：探索大数据引导创投对接 经济日报-中国经济网北京8月8日讯（记者陈静）市场金融数据分析平台鲸准7日首次面对媒体公开亮相。鲸准高级副总裁柴源介绍，鲸准对接平台 ...,鲸准：探索大数据引导创投对接,http://news.sina.com.cn/c/2018-08-08/doc-ihhkuskt8447664.shtml,大数据,2018-08-09 20:26:37
9,原标题：运用大数据防控金融风险 全市网络借贷信息中介机构发展形势分析会议要求——运用大数据防控金融风险 8月6日，从全市网络借贷信息中介机构发展形势分析暨数据报送工作专题 ...,运用大数据防控金融风险,http://news.sina.com.cn/c/2018-08-08/doc-ihhkuskt5487722.shtml,大数据,2018-08-09 20:26:38
