,header,pub_time,url
0,旷视发布的3D感知全栈解决方案都有什么？,3小时前,https://ai.ofweek.com/news/2018-08/ART-201716-8460-30256051.html
1,一文速览三星AI所有布局,3小时前,https://ai.ofweek.com/news/2018-08/ART-201715-8460-30256047.html
2,农业机器人：再不好好学习以后连摘果子都比不过机器人了,5小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8140-30256001.html
3,下围棋算什么，打游戏都能给你整的明明白白,5小时前,https://ai.ofweek.com/news/2018-08/ART-201717-8140-30256000.html
4,人工智能和光纤技术对数据中心的影响,6小时前,https://ai.ofweek.com/news/2018-08/ART-201712-8470-30255974.html
5,黑科技：苹果新专利把前挡玻璃当手机显示器,8小时前,https://ai.ofweek.com/news/2018-08/ART-201700-8200-30255953.html
6,Gartner：人工智能“花”落何处,9小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8420-30255894.html
7,更多的人工智能选项将出现在谷歌云中,9小时前,https://ai.ofweek.com/news/2018-08/ART-201712-8470-30255892.html
8,人工智能浪潮下的少儿编程，能否发展成下一个“新少儿英语”？,9小时前,https://ai.ofweek.com/news/2018-08/ART-201713-8140-30255891.html
9,清华教授薛澜：我国人工智能的两大短板,9小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8470-30255884.html
10,三星计划投资220亿美元在工智能等领域,10小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8460-30255869.html
11,国外人工智能产业的发展及应用,10小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8140-30255866.html
12,人工智能可以为监管合规做些什么？,10小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8140-30255848.html
13,"百度 “阿波龙”批量下线, 量产之路道阻且长",10小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8120-30255820.html
14,OFweek 2018 中国人工智能产业投融资峰会路演项目看点,11小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8120-30255935.html
15,AI可通过分析眼球运动来判断人类性格,11小时前,https://ai.ofweek.com/news/2018-08/ART-201717-8140-30255756.html
16,苹果、谷歌继续推动人脸识别的发展，谁还不是个靠脸吃饭的人了,15小时前,https://ai.ofweek.com/news/2018-08/ART-201700-8140-30255725.html
17,AI+医疗，能干掉“医生”这一职业吗？,16小时前,https://ai.ofweek.com/news/2018-08/ART-201721-8500-30255722.html
