,brief,header,pubtime,savetime
0,8 月 9 日，币安 CEO 赵长鹏在推特上发布了一段视频，他在视频中首次展示了币安去中心化交易所 DEX 和公链，及发行、交易代币的过程。他表示，因为仍处于早期发展阶段，所以这是一个比较随意的早期测试版演示。,赵长鹏展示币安去中心化交易平台早期测试版,17:59,2018-08-09 20:27:27
1,私人投资研究机构 SharesPost 董事总经理兼研究主管 Rohit Kulkarni 近日撰文给出 2019 年资本将涌入加密货币市场的六大原因：1. 美国监管机构近期在加密货币领域有建设性举动；2. 加密货币提供了投资回报和波动性颇具吸引力的结合；3.机构级的托管解决方案很快将亮相市场；4. 加密货币期货和远期合约将进入市场;5. 近期很可能批准加密货币 ETF； 6. 大型金融机构在加密资产产品领域采取更多行动。Rohit Kulkarni 之前在加拿大皇家银行担任副总裁和高级分析师。,SharesPost 研究主管给出明年机构资本将涌入加密资产的六大理由,16:28,2018-08-09 20:27:27
2,加密领域投资基金 1confirmation 创始人 Nick Tomaino 接受《财富》杂志专访时表示，他目前最关注的四大投资领域包括：1. MakerDAO 和 Basis 等稳定币；2. 交易所；3.扩容解决项目，特别是康奈尔大学区块链专家研发的 Bloxroute; 4.去中心化交易所。Nick Tomaino 曾长期就职于 Coinbase，他创立的 1confirmation 基金得到了投资大佬马克·库班和 Marc Andreesen 的投资。,1confirmation 创始人看好加密世界四大投资领域,16:15,2018-08-09 20:27:27
3,链闻获悉，硬件热钱包项目 SealBlock 刚刚获得 FBG、Whales Capital、ASB Venture 等机构投资，其中 FBG 领投。SealBlock CEO Richard Yu 表示：钱包将会成为区块链世界的入口，SealBlock 的愿景是成为区块链的支付宝；FBG 等机构的投资和支持资源将进一步帮助公司快速发展，在竞争中占得先机。SealBlock 是最近硅谷大热的区块链加密货币钱包项目，使用了 Intel SGX 的芯片级硬件加密技术，以及可编程的安全规则，如多签、白名单等，能同时兼具硬件冷钱包（如 Trezor）的高安全性和软件热钱包（如 imToken 和 MetaMask）的高便利性。,独家：硬件热钱包 SealBlock 获得 FBG 等机构投资,15:19,2018-08-09 20:27:27
4,Cofounders’Fund（CF创始人基金）宣布与 Genaro network 长期战略合作，为加速项目提供技术咨询、通证构架设计、法务财务咨询、办公空间、媒体合作、社区活动以及 Genaro 分布式共享云资源。CF 基金欢迎优质 LP 加入，分布式加速孵化独角兽。Larry 表示：「创始人基金 CF 每期只会精心甄选 10 个以内可以落地的杀手级应用，并深度参与加速项目，分享全部资源，长期陪跑创始人。」,Genaro 创始人 Larry 宣布成立区块链加速基金,13:56,2018-08-09 20:27:28
5,菲律宾政府正在打造类似瑞士楚格州的「亚洲密谷」，激励加密货币及金融科技初创企业在此创业。「亚洲密谷」位于菲律宾卡加扬经济特区和自由港，由政府携手私营地产商Northern Star Gaming & Resorts 联合开发。该区计划容纳 25 家加密货币创业企业。,菲律宾打造「亚洲密谷」,13:47,2018-08-09 20:27:28
6,据 Cointelegragh 报道，安全软件制造商趋势科技称，发现比特币自动取款机恶意软件可以在线购买。趋势科技引用了暗网的一则广告，只需 2.5 万美元，犯罪分子即可购买到这款比特币 ATM 即用型恶意软件。目前，卖家已经收到 100 多个关于恶意软件和其他产品的在线评论。另一个论坛帖子显示，卖家还提供针对 EMV 标准更新的常规 ATM 恶意软件。,安全软件制造公司发现暗网贩卖比特币 ATM 恶意软件,12:57,2018-08-09 20:27:28
7,继网易、百度、京东后，苏宁与 8 月 8 日推出的区块链产品「星际家园」也正式上线。据介绍，这是一款基于区块链技术的产品，通过场景整合方式，搭建家园商业模式，实现数据、流量变现。这款产品中整合了进了苏宁的消费场景，比如超燃星球、购物城（即苏宁易购的官网）。,苏宁正式上线区块链产品「星际家园」,12:52,2018-08-09 20:27:28
8,据 Coindesk 消息，总部位于加利福尼亚的商业和金融软件公司 Intuit 已经获得了通过短信处理比特币支付的专利。本周二，美国专利商标局公布这个专利，这个专利是一套虚拟账户系统，该系统可以让两名用户通过手机转账。2014 年，Intuit 公司在推出 QuickBooks Bitcoin 支付服务后不久首次申请了这项专利。,美国 Intuit 公司获得短信处理比特币支付专利,12:46,2018-08-09 20:27:28
9,据 Cointelegraph 消息，微软旗下云平台 Azure 在其以太坊产品中引入 PoA 共识算法。据悉，该算法不需要像 PoW 那样在交易方面竞争，允许以更有效的方式为私有网络、联盟网络建立 Dapp。,微软旗下云平台在其以太坊产品中引入 PoA 共识算法,12:44,2018-08-09 20:27:29
