,brief,header,pub_time,type,url
0,美国财政部近日发布222页报告，鼓励Fintech创新,美国财政部发布222页Fintech报告，释放积极信号,15分钟前,AI+,https://www.leiphone.com/news/201808/N4iybNVQp1nwHLcN.html
1,微软、ICE计划推出一个全球平台——让人们能够购买、销售、存储和使用数字资产，比如比特币。,微软、ICE预计11月启动数字资产项目，有什么名堂？,2小时前,AI+,https://www.leiphone.com/news/201808/3MfeL8sxx1nUa0BQ.html
2,阿姆斯特丹，它取代了德国柏林，进入了前十,谁是最聪明的城市？纽约、伦敦和巴黎位列“全球智慧城市”前三甲,3小时前,业界,https://www.leiphone.com/news/201808/soEGISygcjCDkNLK.html
3,京东将从技术、业务、资本等方面赋能创业公司。,A初创公司如何落地？京东AI加速器提供几种赋能方式,4小时前,业界,https://www.leiphone.com/news/201808/uirMFMvq7EaHObcZ.html
4,“国家云战略”或将出台,云巨头慌了！印度将推出重磅云计算政策：数据存储必须在印度境内,6小时前,业界,https://www.leiphone.com/news/201808/99Vs2fiRmFetVUnU.html
