,brief,classes_name,header,news_url,pubtime
0,"Uber 等共乘汽车在 App 内利用信用卡付款，在抵达目的地后乘客毋须做任何动作即可下车。但在美国就有一个现象，太多人习惯乘搭 Uber、Lyft，令到乘搭普通的士时忘了付款。据报有人更因此被警察逮捕，收到 1,000 美元的罚单！ 美国人愈来愈多人习惯用 App 来叫车，根据《华尔街日报》报道，每个",人工智能,太习惯乘Uber，美国的士乘客下车忘记付费吃罚单,http://www.aihot.net/selfdriving/11322.html,2018-08-05 19:40:52
1,我们不时听到科技公司推出赏金计划，希望用户或白帽黑客寻找出系统的漏洞。外国传媒报导指通用汽车集团准备照办煮碗，其总裁 Dan Ammann 日前在底特律举行的一个网络安全高峰会上，宣布推出安全漏洞悬赏计划，向发现通用汽车产品或服务的网络安全威胁和漏洞的人奖赏。 提出悬赏计划是因,人工智能,通用汽车集团推出悬赏计划，寻找汽车系统漏洞,http://www.aihot.net/other/security/11321.html,2018-08-05 19:40:52
2,投资银行巴克莱日前发表最新的研究报告，指出今年发表的新 iPhone 将不再随机附送 Lightning to 3.5mm 耳机转插线，生产这转插线配件的 Cirrus Logic 亦确认了这个转变。巴克莱指 Cirrus Logic 虽然没有更改明年的收益预测，但就表明失去该 Apple 配件带来的盈利。 Apple 在 2016 年发,人工智能,过渡期完结Apple传停止为iPhone提供3.5mm转插线,http://www.aihot.net/iot/11320.html,2018-08-05 19:40:52
3,现时各车厂都积极开发自动驾驶技术，不过会连芯片也自家开发的车厂却比较罕有。最近 特斯拉 在公布业绩的同时，就透露了他们开发自家人工智能芯片的计划，原来已经秘密开发了几年。 目前 特斯拉 旗下电动车的系统都以 Nvidia 的处理芯片驱动，不过 特斯拉 选择从头开始开发处理芯片，以脱,人工智能,特斯拉正开发自家人工智能芯片，不再依赖 Nvidia,http://www.aihot.net/hardware/11319.html,2018-08-05 19:40:52
4,Apple 的 HomePod 智能音箱虽然仍然只在有限的市场中发售，不过在美国已经逐渐提升占有率，最近有报告指出 HomePod 的销量已经突破 300 万，占有率也提升至 6%。 据研究机构 CIRP 的报告指，目前美国的智能音箱开始逐渐普及，Amazon Echo、Google Home 和 Apple HomePod 三款智能音箱加起,人工智能,美国HomePod销量突破300万，占有率提升至6%,http://www.aihot.net/other/smarthome/11318.html,2018-08-05 19:40:52
5,世界地图向来都是平面显示，不过这样的方式会令两极的中国不符合实际比例。最近 Google 终于更新了地图的显示方式，当用家缩小地图时，会变成立体球形方式显示地球，更贴近现实。 Google 最近公布，桌面版本的 Google 地图会改用类似 Google Earth 的立体方式显示世界地图，解决传统麦卡托投,人工智能,Google地图改以立体球形显示世界地图,http://www.aihot.net/application/11317.html,2018-08-05 19:40:52
6,据报有富士康员工爆料指，苹果今年推出两款不同型号的 LCD 版 iPhone，其中一款极有可能提供双卡双待功能，而这款产品被业界视为专门锁定中国大陆市场的独有机种。 早于年初已有预测指苹果今年会推出 3 款 iPhone，包括 5.8 寸 OLED 屏幕 iPhone X 次世代版本、搭载 6.5 寸 大型 OLED 的,人工智能,「iPhone 9」双卡双待版或只在中国推出,http://www.aihot.net/iot/11316.html,2018-08-05 19:40:52
7,中国手机制造商华为昨日宣布其智能手机出货量超越苹果后，再揭露公司末来销售目标。华为期望在 2019 年年尾，其智能手机出货数字可超越三星，成为全球第一。 在早前华为发表的报告中，表示2018年4－6月季度业绩中，华为的手机的出货量超越苹果，成为全球第2大出货量的手机生产商，首位为三星电子,人工智能,华为手机出货量「目标2019年末成全球第一」,http://www.aihot.net/iot/11315.html,2018-08-05 19:40:52
8,虽然 5G 流动服务至今还未在美国正式推出，不过日前 Motorola 就宣布为电讯商 Verizon 独家提供能够升级 5G 的智能手机 Moto Z3，还有内置 5G Modem 的 5G Moto Mod 配件。Moto Z3 是一部配备 6 寸 Super AMOLED 屏幕、Snapdragon 835 处理器、4GB RAM 和 64GB 储存的手机。 采用的,人工智能,Motorola发布5G配件，支持Moto Z系旧手机,http://www.aihot.net/iot/11314.html,2018-08-05 19:40:53
9,「辅助技术」用以改善老年人与肢体障碍人士等需要护理者的生活机能，在这次 Maker Faire Tokyo 2018也能够看到各种相关项目，根据不同族群的需求，量身订制，也是这些创客们正在开展努力的方向。 因为交通事故造成行动不便的仓本义介先生（多摩ファビリティ研究所），受到田中浩也所撰写的《 F,人工智能,东京创客嘉年华maker的技术，与将构想落地的辅助技术,http://www.aihot.net/robot/11313.html,2018-08-05 19:40:53
10,▲VR 模拟通关、登机等手续，有效治疗「搭机恐惧症」。 VR 除了娱乐，事实上也有助于治疗诸如失智症等疾病，甚至连「搭机恐惧症」都能医。由于搭飞机的过程中，需经过报到、通关、安检等多重手续，对很多无经验的人来说，难免会感到恐慌、无措。为此，就有外国团队开发了一款体验 VR。 根据《,人工智能,VR模拟通关、登机等手续，有效治疗「搭机恐惧症」,http://www.aihot.net/other/vrar/2018-08-03/11312.html,2018-08-05 19:40:53
11,▲中国发明家倾家荡产打造「筋斗云」。 你的儿时梦想成真了吗？在中国，有位现年 40 岁的发明家赵德力，从小便对《西游记》中孙悟空的「筋斗云」十分着迷，促使他耗费 2 年时间打造现实版筋斗云─飞天机车。不仅如此，他还要乘着筋斗云横越黄河。 根据陆媒报导，日前于中国广东省东莞市，被称,人工智能,中国发明家倾家荡产打造「筋斗云」，目标飞越黄河,http://www.aihot.net/selfdriving/11311.html,2018-08-05 19:40:53
