,brief,header,pubtime,savetime
0,中国人民银行发布中国人民银行分支机构和直属单位 2019 年度人员录用招考（招聘）公告，中国人民银行直属事业单位中国人民银行数字货币研究所发布对法定数字货币相关人才的招聘需求。本次招聘岗位中包括四名专业为计算机、密码学、微电子的相关人才，负责法定数字货币相关软件系统、加密技术和安全模型、交易终端芯片技术研发等工作；一名经济法专业相关人才，负责数字货币相关法律研究及数字货币研究所的法律事务；一名金融相关专业人才，负责法定数字货币的经济机理分析、机制设计、风险管理、政策研究等工作。,央行发布法定数字货币相关岗位的招聘公告,17:53,2018-10-10 20:15:06
1,据 IMEOS 报道，EOSIO 1.3.2 在 Github 上提交更新，该版本修复了部分 Bug: 为缺省处理的异常文本添加缺少的标签（＃5920）、修复节点日志格式（＃5901）、在 bad_alloc 上提供更清晰的消息并返回一致的错误代码（＃5895）、在 COMMUNITY.md 中添加了 ZMQ 插件（＃5892）。,EOSIO 1.3.2 发布,14:41,2018-10-10 20:15:06
2,瑞士资产管理及大宗商品交易商 Tiberius Group 宣布，推迟之前提出的发行大宗商品加密货币的计划，原因是信用卡交易成本过高。Tiberius Group 表示，收到了价值 100 万美元的信用卡交易费账单，这笔成本远高预期，只能推迟发售加密货币的计划。该公司之前曾计划发行一种加密货币，与金属商品相挂钩。,瑞士大宗商品交易商 Tiberius Group 推迟发售大宗商品加密货币的计划,09:19,2018-10-10 20:15:06
3,2018 胡润百富人榜今天正式发布，区块链行业成为该榜单上升最快行业，共有 14 位区块链行业人士成为该榜单新上榜者，其中，比特大陆贡献最多。该榜单上，三位来自比特大陆的富豪格外亮眼：39 岁的詹克团成区块链行业首富，吴忌寒成「85后」白手起家新首富，葛越晟成「90后」新首富。,区块链成为胡润百富人榜上升最快行业,09:01,2018-10-10 20:15:06
4,瑞士金融市场监管机构向 Crypto Finance AG 旗下的加密货币投资基金 Crypto Fund AG 正式发放牌照，允许该公司管理及分派国内及国外资金，让其合法地从事资产管理公司可以开展的各项业务。这显示出瑞士向机构投资者参与加密资产领域的投资打开大门。 Crypto Fund AG 由瑞士银行家 Jan Brzezek 创立，之前该基金曾在 6 月份获得过一个牌照，限制其活动只能向合格投资者分配资金。,瑞士加密投资基金 Crypto Fund AG 获得牌照，成为真正意义上的资产管理公司,07:00,2018-10-10 20:15:06
5,老牌商业杂志福布斯决定大胆拥抱区块链技术，将联合初创公司 Civil 在区块链上发布内容，同时，还将通过区块链技术实验新型与读者互动的方式。福布斯内容上链的计划将从明年第一季度正式开始，届时将会选择部分文章发布在区块链上作为试验。如果结果满意，福布斯有意在明年晚些时候实现所有内容上链。,福布斯联合 Civil 在区块链上发布内容,05:40,2018-10-10 20:15:06
6,Samourai 钱包和 goTenna 合作，推出一款名为「TxTenna」的移动应用，用户可以在没有互联网连接的情况下发送比特币。目前该应用的安卓版本已经上线。,Samourai 钱包推出不需互联网连接即可发送比特币的移动应用,05:29,2018-10-10 20:15:06
7,有「比特币耶稣」之称的 Bitcoin.com 首席执行官 Roger Ver 表示，考虑推出一个以比特币现金为基础货币的加密货币交易所。他在接受彭博社采访时表示，如果他愿意，可以以「非常便宜」的成本推出交易所。,Roger Ver 考虑推出以 BCH 为基础货币的加密交易所,05:20,2018-10-10 20:15:07
8,信用卡支付网络万事达卡获得一项美国专利，该专利技术允许一个系统推出不同类型的区块链，包括支持多种货币的区块链。该专利解释说，一个集团或公司可能需要在一个平台上存储不同类型的交易信息，但是在目前单一的区块链上很难实现。,万事达卡新专利将允许多货币区块链,04:07,2018-10-10 20:15:07
9,去中心化区块链和物联网平台 Ambrosus 宣布，与韩国食品企业农心集团旗下的大型连锁超市 Mega Mart 合作，追踪该超市出售的牛肉。Ambrosus 计划使用区块链技术，让 Mega Mart 的合作伙伴和消费者可以获得每片牛肉的加工及运输信息。,去中心化物联网平台 Ambrosus 与农心集团子公司合作追踪牛肉,01:21,2018-10-10 20:15:07
