,brief,header,pub_time,type,url
0,“整个劳务工薪市场非常巨大，劳工人数众多，贷款已经达到了万亿的规模。同时政府非常关注建筑劳务工的工资拖欠，各方面的支持力度也很大。”,工商银行区块链实践：基建劳务合同上链，监管工薪链条,48分钟前,AI+,https://www.leiphone.com/news/201810/dGyW590oWr2aRYYi.html
1,关于未来，农业银行从行党委的战略出发，更侧重于普惠金融和公益这方面，尤其是普惠金融和服务小微这块。,农行区块链实践：2018年数字积分、养老金项目的得与思,2小时前,AI+,https://www.leiphone.com/news/201810/lZ87PqQtUQNZn3bH.html
2,区块链实际上就是解决三元悖论，可扩展性、分布式和安全性。郑志明表示，如今很多应用只得其二。,中科院郑志明：下一代区块链底层技术的核心是三元平衡寻优问题,3小时前,AI+,https://www.leiphone.com/news/201810/EZMqu9kCQrLD2RrU.html
3,麦肯锡经验表明，数字化风控可以提高风险管理的效率效能，使风险活动运营成本降低20-30%。,麦肯锡：未来三年，银行风控如何实现数字化转型升级？,6小时前,AI+,https://www.leiphone.com/news/201810/0ELwOebTNMvHnG4p.html
4,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
5,在今天凌晨的Made by Google大会上，谷歌一口气发布了手机、平板电脑、智能音箱等5款硬件，这个气势和前些天的苹果秋季新品发布会有得一拼。,发布5款新硬件，谷歌大秀“AI+硬件+软件”实力,2小时前,业界,https://www.leiphone.com/news/201810/8adi5DxhnzYWTfLR.html
6,Google 在硬件领域总归是一个生手。,在智能手机的硬件外衣下，Google Pixel 3 的本质还是 AI,6小时前,业界,https://www.leiphone.com/news/201810/bXPNwwaQKMKtyoh8.html
7,ALL in Al的华为将如何彻底成为一家AI公司？,华为ALL in Al：全面公布AI战略及全栈全场景解决方案，AI芯片将不单独对外销售,7小时前,业界,https://www.leiphone.com/news/201810/2mibAO8iFqf2A6yI.html
8,把扫地拖地合二为一，一台能顶两台用，绝对是我们“懒人”的终极清扫神器。,科沃斯扫地机器人DJ35评测 站得低也能,10小时前,业界,https://www.leiphone.com/news/201810/5XeTBr007BWGD1A0.html
9,谷歌昨日发布了Google Home Hub智能音箱，竟然没有摄像头。,带屏智能音箱新成员Google Home Hub，为了隐私舍弃了摄像头,11小时前,业界,https://www.leiphone.com/news/201810/A8V3nMVjDCRRtnjJ.html
10,谷歌举行年度新品发布会；滴滴否认收购ofo传闻；戴姆勒或在华成立网约车合资公司,谷歌举行年度新品发布会；滴滴否认收购ofo传闻；戴姆勒或在华成立网约车合资公司 | 雷锋早报,12小时前,业界,https://www.leiphone.com/news/201810/Df7Qfl8UReeHK4dC.html
