,brief,header,pubtime,savetime
0,11月1日，在比特币白皮书发布十周年之际，7名国内区块链行业知名人士，包括：蔡栋、曹辉宁、王峰、雲图、郭宇航、邵建良、胡鹏，联合发布了《区块链治理委员会倡议书》，同时宣布成立区块链治理委员会，号召区块链行业有识之士探索建立区块链行业标准，共同推动区块链产业合规发展。《倡议书》表示，区块链治理委员会将从行业自律、区块链立法、行业道德观建设等方面推动行业发展，改变行业混乱状态，找回共识与初心。,蔡栋、曹辉宁、王峰等7人联合发布倡议书，宣布成立区块链治理委员会,20:12,2018-11-01 20:20:52
1,"据 TokenInsight 数据分析，近 24 小时内，BTC 链上转账数 288,120，达到 2018 年 1 月 18 日以来最高值，同比 24 小时前上升 1%；活跃地址数 616,843，同比 24 小时前上升 2%；交易所成交量 41.9 亿美元，同比 24 小时前上升 10%，存储地址资金同比 24 小时前增加 23,899 枚。独立分析师 James 认为，昨日 23 时 BTC 价格跌破 6,300 美元，但存储地址资金不断流入导致价格急速回升。截至发稿，BTC 各项积极指标处于高位，存储地址资金处于净流入状态，BTC 价格回升可期。",TokenInsight：BTC 各项指标居于高位，存储地址资金处于净流入状态,11:48,2018-11-01 20:20:52
2,据 TokenInsight 数据显示，反映区块链行业整体表现的 TI 指数北京时间 11 月 01 日 8 时报 579.02 点，较昨日同期上涨 4.55 点，涨幅为 0.79%。此外，在 TokenInsight 密切关注的 21 个细分行业板块中，24 小时内涨幅最高的为医疗健康版块，涨幅为 27.83%；24 小时内跌幅最高的为锚定与储备版块，跌幅为 3.22%。 另据监测显示，BTC 人气热度缓慢升至 0.0922。全网交易额同比昨日上升 12.53%，全网转账数处于近六个月第二高位。BCtrend 分析师 Jeffrey 认为，人气回暖带动链上资金活跃度提升，BTC 价格有望企稳。,TokenInsight：BTC 人气持续回暖 链上交易活跃度提升,09:01,2018-11-01 20:20:52
3,ConsenSys 收购了从事勘探太空自然资源的初创公司 Planetary Resources。收购金额及其他交易细节未披露。Planetary Resources 于 2012年在西雅图成立，由「X奖金」基金会主管彼得·戴蒙迪斯和美国国家航空航天局前火星探索项目主管克里斯·列维奇联合创立。包括 Google 创始人拉里·佩奇在那，很多互联网大佬领域的知名人士都曾对其进行投资。,ConsenSys 收购了勘探太空自然资源的初创公司 Planetary Resources,08:21,2018-11-01 20:20:52
4,英国金融服务管理局（FCA）将于明年第一季度进行公众意见征求，探讨是否禁止向散户投资者出售加密货币相关衍生产品。,英国金融服务管理局将就是否禁止向散户出售加密货币衍生品征求公众意见,05:58,2018-11-01 20:20:52
5,会计师事务所安永发布了针对以太坊的零知识证明解决方案。安永表示，这个名为「EY Ops Chain Public Edition」的解决方案是世界上首个在以太坊上实施零知识证明的技术，可以让企业在以太坊上创建并销售产品和服务代币，同时保证交易记录的隐私性。该技术支持的支付代币非常类似以太坊 ERC-20 代币和 ERC-721 代币的标准。该技术尚在申请专利之中。,安永发布针对以太坊的零知识证明解决方案,05:55,2018-11-01 20:20:52
6,以太坊创始人 Vitalik Buterin 在布拉格举行的 Devcon4 上发表主题演讲称，实现以太坊开发工作最后一个里程碑「Serenity」，将进行四个阶段的工作。最初的阶段，将推出「信标链」，一种新的采用权益证明的区块链，其与以太坊共存，可以让 Casper 验证者参与；第二阶段，推出 Serenity 本身的「简化版本」，特色是「分片作为数据链」，可以进行数据存储，但无法将智能合约或资金从一个分片转移到另一个分片；第三阶段，实现跨分片的通信，意味着用户可通过不同的分片向彼此发送消息和资金；第四阶段，进行一些调整和优化。,Vitalik Buterin：以太坊最后的里程碑「Serenity」将分四个阶段推出,03:44,2018-11-01 20:20:52
7,美国最大的加密资产交易所 Coinbase 交易业务负责人 Hunter Merghart 在加入该公司 6 个月后，已经于上周离职。在此之前，Coinbase 第五号员工、负责机构投资者业务的 Adam White 于 10 月初离职，加入了纽约证券交易所母公司 ICE 设立的加密资产交易平台 Bakkt，担任 COO 一职。,Coinbase 交易业务负责人在入职半年后离职,01:29,2018-11-01 20:20:52
8,以太坊轻钱包 Metamask 宣布将在明年年初推出手机移动应用之后，目前最大的移动端以太坊钱包 imToken 向链闻独家回应：「imToken 与 Metamask 优势不同，我们在钱包领域扎根很久，品牌和用户信任度才是我们的护城河。并且，imToken 会在数字资产管理这个领域走得更深。」链闻获悉，imToken 有计划推出硬件钱包解决方案。,imToken：我们与 Metamask 优势不同，品牌和用户信任度才是护城河,00:06,2018-11-01 20:20:52
9,以太坊轻钱包 Metamask 宣布将于明年年初推出移动端应用。MetaMask 目前是一款在谷歌浏览器上使用的插件类型的以太坊钱包，该钱包不需要下载，只需要在谷歌浏览器添加对应的扩展程序即可，随着作为一款移动端应用钱包推出，将与 imToken 这样的移动钱包直接展开竞争。Metamask 表示，该团队关注的不是仅仅作为一款钱包产品，而是希望成为加密世界的一个入口。,Devcon4 直击：以太坊轻钱包 Metamask 将于明年年初推出移动端应用,23:50,2018-11-01 20:20:52
