,brief,header,pub_time,url
0,近日，屈臣氏在微信端小程序“屈臣氏小店”。据了解，屈臣氏小店是新型社交电商平台，消费者可向社交媒体上的朋友推荐及销售屈臣氏产品，还可分享门店购物的体验。屈臣氏小店主打美妆、护肤和日常用品，消费者可直接在微信端下单，根据官方提示，小店中购买的商品是三仓发货，平台会根据收货地址选择最近的仓库发货。（北京商报）,屈臣氏试水微信小程序,2018-11-01 20:10,http://www.bbtnews.com.cn/2018/1101/272160.shtml
1,36氪获悉，快播创始人王欣近日入驻在行，用户只要支付一小笔费用，就有机会与他约见。据该平台上的资料介绍，他将分享他最近几年关于产品与技术的思考等相关话题。王欣的新公司深圳市云歌人工智能科技有限公司相关负责人表示，王欣希望将自己的经验积累和见解与更多有梦想的年轻人分享，也愿意在人才、资金上给年轻的创业团队一些帮助。,快播王欣入驻在行，希望帮助更多有梦想的年轻人,2018-11-01 19:50,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/143144&title=36%E6%B0%AA%E8%8E%B7%E6%82%89%EF%BC%8C%E5%BF%AB%E6%92%AD%E5%88%9B%E5%A7%8B%E4%BA%BA%E7%8E%8B%E6%AC%A3%E8%BF%91%E6%97%A5%E5%85%A5%E9%A9%BB%E5%9C%A8%E8%A1%8C%EF%BC%8C%E7%94%A8%E6%88%B7%E5%8F%AA%E8%A6%81%E6%94%AF%E4%BB%98%E4%B8%80%E5%B0%8F%E7%AC%94%E8%B4%B9%E7%94%A8%EF%BC%8C%E5%B0%B1%E6%9C%89%E6%9C%BA%E4%BC%9A%E4%B8%8E%E4%BB%96%E7%BA%A6%E8%A7%81%E3%80%82%E6%8D%AE%E8%AF%A5%E5%B9%B3%E5%8F%B0%E4%B8%8A%E7%9A%84%E8%B5%84%E6%96%99%E4%BB%8B%E7%BB%8D%EF%BC%8C%E4%BB%96%E5%B0%86%E5%88%86%E4%BA%AB%E4%BB%96%E6%9C%80%E8%BF%91%E5%87%A0%E5%B9%B4%E5%85%B3%E4%BA%8E%E4%BA%A7%E5%93%81%E4%B8%8E%E6%8A%80%E6%9C%AF%E7%9A%84%E6%80%9D%E8%80%83%E7%AD%89%E7%9B%B8%E5%85%B3%E8%AF%9D%E9%A2%98%E3%80%82%E7%8E%8B%E6%AC%A3%E7%9A%84%E6%96%B0%E5%85%AC%E5%8F%B8%E6%B7%B1%E5%9C%B3%E5%B8%82%E4%BA%91%E6%AD%8C%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%B8%E5%85%B3%E8%B4%9F%E8%B4%A3%E4%BA%BA%E8%A1%A8%E7%A4%BA%EF%BC%8C%E7%8E%8B%E6%AC%A3%E5%B8%8C%E6%9C%9B%E5%B0%86%E8%87%AA%E5%B7%B1%E7%9A%84%E7%BB%8F%E9%AA%8C%E7%A7%AF%E7%B4%AF%E5%92%8C%E8%A7%81%E8%A7%A3%E4%B8%8E%E6%9B%B4%E5%A4%9A%E6%9C%89%E6%A2%A6%E6%83%B3%E7%9A%84%E5%B9%B4%E8%BD%BB%E4%BA%BA%E5%88%86%E4%BA%AB%EF%BC%8C%E4%B9%9F%E6%84%BF%E6%84%8F%E5%9C%A8%E4%BA%BA%E6%89%8D%E3%80%81%E8%B5%84%E9%87%91%E4%B8%8A%E7%BB%99%E5%B9%B4%E8%BD%BB%E7%9A%84%E5%88%9B%E4%B8%9A%E5%9B%A2%E9%98%9F%E4%B8%80%E4%BA%9B%E5%B8%AE%E5%8A%A9%E3%80%82
2,36氪讯，乐视网公告称，近期公司收到北京市第三中级人民法院的《执行裁定书》，解除对乐视控股持有的乐融致新中涉及出资额的股权的冻结；天津嘉睿可持裁定书到相关登记部门办理股权变更、登记手续。如若相关司法拍卖工作最终完成，天津嘉睿持有乐融致新注册资本比例提升为46.05%，乐融致新大股东为天津嘉睿，乐融致新成为上市公司参股子公司，乐融致新或将不再纳入上市公司合并报表范围。,乐视网：乐融致新或将不再纳入公司合并报表范围,2018-11-01 19:41,http://www.szse.cn/disclosure/listed/bulletinDetail/index.html?c4d9e7cc-9807-4c78-85a5-a18fdb4d5cc1
3,普华永道思略特发布2018年创新1000强研究报告。在全球研发支出最高的1000家上市公司中，中国企业研发支出增长34.4%，达到600.8亿美元，增幅领跑全球。此次入选“全球创新1000强”的中国企业数量，也由125家增加为145家。阿里巴巴已经连续三年蝉联中国企业研发支出榜首，腾讯、百度、携程、京东等公司均跻身中国研发20强。（界面）,中国企业研发支出增长领跑全球，阿里巴巴在中国榜单上三连冠,2018-11-01 19:32,https://www.jiemian.com/article/2587320.html
4,瑞典流媒体音乐服务提供商Spotify今日发布了2018财年第三季度财报，总营收为13.52亿欧元（约合15.39亿美元），同比增长31%。净利润为4300万欧元（约合4894万美元），而上年同期净亏损2.78亿欧元。（新浪科技）,Spotify第三季度净利润4300万欧元，同比扭亏,2018-11-01 19:20,https://tech.sina.com.cn/i/2018-11-01/doc-ihnfikve4351229.shtml
5,近日，京东成立了直播基地，为直播带货的主播们提供固定的直播场所，一些商家和品牌商则将样品寄到直播基地。据了解，京东从10月末开始筹备，“双11”期间该基地将成为纳入到京东的促销阵地。京东商城时尚事业部市场营销部总经理罗佳称，直播基地首期有60个网红和150家店铺，设有15个直播间，每个直播间会有两个主播搭配，同期将有30个主播一同上线。（北京商报）,京东成立直播基地,2018-11-01 19:19,http://www.bbtnews.com.cn/2018/1101/272143.shtml
6,据DigiTimes消息，三星电子决定与谷歌合作共组任务团队，携手研发折叠式智能手机系统。这是三星首度与谷歌共组团队。（品玩）,传三星与谷歌成立TF小组，研发折叠手机操作系统,2018-11-01 19:17,https://www.pingwest.com/w/179377
7,11月1日，经过两个多月的升级改造，宜家五棵松体验中心重新开业。除了销售面积增加近50%，商品数量增加两倍外，门店更接近智能体验定位。宜家零售中国总裁Anna表示，这家店是全国首家市中心商业模式的试点。宜家将在这里试水线上线下互通，向多渠道零售模式转型。（北京商报）,提货中心变体验中心，宜家五棵松店换模式为电商铺路,2018-11-01 19:13,http://www.bbtnews.com.cn/2018/1101/272136.shtml
8,度小满CEO朱光今日对财联社记者表示，目前度小满暂无上市计划，但未来仍会持续融资。上一轮融资的19亿美元，主要用于补充资本金和技术研发等方面，也将在持牌金融机构方面有所布局，未来将会更多以参股持牌金融公司的形式布局。朱光表示，参股并不是为了控制，而是为了更深刻理解金融本质。（财联社）,度小满CEO朱光：度小满暂无上市计划，未来或参股持牌金融机构,2018-11-01 19:12,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/143137&title=%E5%BA%A6%E5%B0%8F%E6%BB%A1CEO%E6%9C%B1%E5%85%89%E4%BB%8A%E6%97%A5%E5%AF%B9%E8%B4%A2%E8%81%94%E7%A4%BE%E8%AE%B0%E8%80%85%E8%A1%A8%E7%A4%BA%EF%BC%8C%E7%9B%AE%E5%89%8D%E5%BA%A6%E5%B0%8F%E6%BB%A1%E6%9A%82%E6%97%A0%E4%B8%8A%E5%B8%82%E8%AE%A1%E5%88%92%EF%BC%8C%E4%BD%86%E6%9C%AA%E6%9D%A5%E4%BB%8D%E4%BC%9A%E6%8C%81%E7%BB%AD%E8%9E%8D%E8%B5%84%E3%80%82%E4%B8%8A%E4%B8%80%E8%BD%AE%E8%9E%8D%E8%B5%84%E7%9A%8419%E4%BA%BF%E7%BE%8E%E5%85%83%EF%BC%8C%E4%B8%BB%E8%A6%81%E7%94%A8%E4%BA%8E%E8%A1%A5%E5%85%85%E8%B5%84%E6%9C%AC%E9%87%91%E5%92%8C%E6%8A%80%E6%9C%AF%E7%A0%94%E5%8F%91%E7%AD%89%E6%96%B9%E9%9D%A2%EF%BC%8C%E4%B9%9F%E5%B0%86%E5%9C%A8%E6%8C%81%E7%89%8C%E9%87%91%E8%9E%8D%E6%9C%BA%E6%9E%84%E6%96%B9%E9%9D%A2%E6%9C%89%E6%89%80%E5%B8%83%E5%B1%80%EF%BC%8C%E6%9C%AA%E6%9D%A5%E5%B0%86%E4%BC%9A%E6%9B%B4%E5%A4%9A%E4%BB%A5%E5%8F%82%E8%82%A1%E6%8C%81%E7%89%8C%E9%87%91%E8%9E%8D%E5%85%AC%E5%8F%B8%E7%9A%84%E5%BD%A2%E5%BC%8F%E5%B8%83%E5%B1%80%E3%80%82%E6%9C%B1%E5%85%89%E8%A1%A8%E7%A4%BA%EF%BC%8C%E5%8F%82%E8%82%A1%E5%B9%B6%E4%B8%8D%E6%98%AF%E4%B8%BA%E4%BA%86%E6%8E%A7%E5%88%B6%EF%BC%8C%E8%80%8C%E6%98%AF%E4%B8%BA%E4%BA%86%E6%9B%B4%E6%B7%B1%E5%88%BB%E7%90%86%E8%A7%A3%E9%87%91%E8%9E%8D%E6%9C%AC%E8%B4%A8%E3%80%82%EF%BC%88%E8%B4%A2%E8%81%94%E7%A4%BE%EF%BC%89
9,36氪讯，无印良品MUJI在其官方微博发布声明称，不会出现在中国大陆无法使用“无印良品”的情况。此前有报道称，北京棉田纺织品有限公司日前起诉日本无印良品母公司株式会社良品计画以及其中国分公司无印良品（上海）商业有限公司侵犯其商标权并胜诉，无印良品未来在中国销售的产品或只能标示“MUJI”。,无印良品MUJI：不会出现在中国无法用“无印良品”商标的情况,2018-11-01 19:11,http://share.baidu.com/s?type=text&searchPic=1&sign=on&to=tsina&key=595885820&url=https://36kr.com/newsflashes/143136&title=36%E6%B0%AA%E8%AE%AF%EF%BC%8C%E6%97%A0%E5%8D%B0%E8%89%AF%E5%93%81MUJI%E5%9C%A8%E5%85%B6%E5%AE%98%E6%96%B9%E5%BE%AE%E5%8D%9A%E5%8F%91%E5%B8%83%E5%A3%B0%E6%98%8E%E7%A7%B0%EF%BC%8C%E4%B8%8D%E4%BC%9A%E5%87%BA%E7%8E%B0%E5%9C%A8%E4%B8%AD%E5%9B%BD%E5%A4%A7%E9%99%86%E6%97%A0%E6%B3%95%E4%BD%BF%E7%94%A8%E2%80%9C%E6%97%A0%E5%8D%B0%E8%89%AF%E5%93%81%E2%80%9D%E7%9A%84%E6%83%85%E5%86%B5%E3%80%82%E6%AD%A4%E5%89%8D%E6%9C%89%E6%8A%A5%E9%81%93%E7%A7%B0%EF%BC%8C%E5%8C%97%E4%BA%AC%E6%A3%89%E7%94%B0%E7%BA%BA%E7%BB%87%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%97%A5%E5%89%8D%E8%B5%B7%E8%AF%89%E6%97%A5%E6%9C%AC%E6%97%A0%E5%8D%B0%E8%89%AF%E5%93%81%E6%AF%8D%E5%85%AC%E5%8F%B8%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%89%AF%E5%93%81%E8%AE%A1%E7%94%BB%E4%BB%A5%E5%8F%8A%E5%85%B6%E4%B8%AD%E5%9B%BD%E5%88%86%E5%85%AC%E5%8F%B8%E6%97%A0%E5%8D%B0%E8%89%AF%E5%93%81%EF%BC%88%E4%B8%8A%E6%B5%B7%EF%BC%89%E5%95%86%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BE%B5%E7%8A%AF%E5%85%B6%E5%95%86%E6%A0%87%E6%9D%83%E5%B9%B6%E8%83%9C%E8%AF%89%EF%BC%8C%E6%97%A0%E5%8D%B0%E8%89%AF%E5%93%81%E6%9C%AA%E6%9D%A5%E5%9C%A8%E4%B8%AD%E5%9B%BD%E9%94%80%E5%94%AE%E7%9A%84%E4%BA%A7%E5%93%81%E6%88%96%E5%8F%AA%E8%83%BD%E6%A0%87%E7%A4%BA%E2%80%9CMUJI%E2%80%9D%E3%80%82
