,brief,header,pub_time,type,url
0,雷锋网AI金融评论报道，2018年中国金融年度论坛今日在北京开幕。中国人民大学副校长吴晓求表示，中国金融有三个基本的趋势，金融创新是中国金融发展的基本动力，不要,不要认为银行、类银行金融机构是永远的主体,38分钟前,AI+,https://www.leiphone.com/news/201811/BTzMwoow0kXDeDyr.html
1,目前我国科研成果转换率只有10-20%，远远低于发达国家40-60%的水平。,汉口银行董事长陈新民：借鉴硅谷，建立区域科技银行,51分钟前,AI+,https://www.leiphone.com/news/201811/6ti5NEgawshSwB56.html
2,在金融已成标配的互联网变现圈里，金蝶手握什么入场券？,专访金蝶征信总经理董聪：ERP云时代的金融布局,1小时前,AI+,https://www.leiphone.com/news/201811/ceJpxAUuR81kMEE1.html
3,人才已经成为科技企业最宝贵的财富，代表着企业最核心的竞争力。就企业而言，优秀人才的招聘对企业发展起着至关重要的作用，就招聘市场而言，全球年招聘支出已逾5000亿,20:00大讲堂 | 机器学习在百度招聘人岗匹配中的应用,9小时前,AI+,https://www.leiphone.com/news/201811/JrJSowUBnotTNvR3.html
4,“做企业九死一生，我每天都在想着怎么才能活下去。”,ZNV力维董事长徐明：先活下去，再谈未来,11小时前,AI+,https://www.leiphone.com/news/201810/qBw00H1KJZuW15v9.html
5,欢迎加入！,雷锋网大招募！,09月13日 16:23,业界,https://www.leiphone.com/news/201809/amneGfjKmtz17EJD.html
6,今年的主题是 “Yes AI Do”，响亮，温暖，还有一种笃定的回应。,Yes AI Do! 百度从AI技术领先向应用领先强势进化 | 2018百度世界大会,1小时前,业界,https://www.leiphone.com/news/201811/bAmDkkw4rfFPa5oS.html
7,谷歌和iRobot对外公布，双方正在就智能家居方面相关技术进行合作。,iRobot将地图数据共享给了谷歌，谷歌会是好队友吗？,2小时前,业界,https://www.leiphone.com/news/201811/m5RLkd3etAjE4c2G.html
8,国内iPhone Xs/XR用户怕是要伤心了。,中国电信eSIM即将支持Apple Watch    为何说苹果与运营商关系尴尬？,3小时前,业界,https://www.leiphone.com/news/201811/jJcos1Ht4maWhq0T.html
9,“对边缘计算的认识，需要进入到核心”,如何评价邬贺铨院士的《十问边缘计算》？,3小时前,业界,https://www.leiphone.com/news/201811/osNFK6sMQx3edJSZ.html
10,云启产业计划显然只是一个开始，腾讯要做的还有很多。,腾讯正式宣布云启产业计划，用五大助推器拥抱产业互联网,4小时前,业界,https://www.leiphone.com/news/201811/PGJDUbdnRRybruCs.html
11,百度大脑发挥AI“头雁效应”明显。,王海峰百度世界大会2018：百度大脑发挥AI“头雁效应”,8小时前,业界,https://www.leiphone.com/news/201811/5pyzocCpks5dFwwb.html
12,To C + To B 的结合，才是腾讯未来真正的方向。,腾讯全球合作伙伴大会召开：马化腾致信，To B 业务负责人汤道生登台,8小时前,业界,https://www.leiphone.com/news/201811/kGRcok0squldWlPC.html
13,2018年10月末，蔷薇控股旗下独立第三方金融科技平台——大树金融，正式宣布完成Pre-A轮融资，投后估值达20亿。,大树金融Pre-A轮融资落地，估值达20亿，要以科技驱动供应链金融,10小时前,业界,https://www.leiphone.com/news/201811/qP1RcXQAGVQ2PVIW.html
14,习近平：推动我国新一代人工智能健康发展据央视网报道，中共中央政治局10月31日下午就人工智能发展现状和趋势举行第九次集体学习。中共中央总书记习近平在主持学习时强,中共中央政治局举办AI集体学习会；FF联合创始人离职，员工停薪休假|雷锋早报,11小时前,业界,https://www.leiphone.com/news/201811/pwb7I6A728plUPVy.html
