,brief,header,pub_time,type,url
0,8月21日-23日，2018（第四届）中国智慧城市国际博览会在深圳会展中心盛大召开。,重磅亮相智博会，华为打造智慧城市“黑土地”,3小时前,AI+,https://www.leiphone.com/news/201808/NOwQbFzjxJXofo6N.html
1,此类活动以“金融创新”为噱头，实质是“借新还旧”的庞氏骗局，资金运转难以长期维系,银保监会：防范以“虚拟货币”“区块链”名义进行非法集资,5小时前,AI+,https://www.leiphone.com/news/201808/eI1X665AAEPcAJvg.html
2,在跨境支付领域，传统银行拥抱了区块链。,中国银行自主研发区块链跨境支付系统正式落地,8小时前,AI+,https://www.leiphone.com/news/201808/2gY83EVz408nIE5a.html
3,发生云服务故障主要的原因有哪些？智慧城市最需要的是上云还是大数据？什么样的云服务才能支撑智慧城市和数字中国的发展？,阿里云和腾讯云故障连出，真的能支撑智慧城市和数字中国建设？,41分钟前,业界,https://www.leiphone.com/news/201808/QTuFFaKOPVUlj9DV.html
4,在新华三看来，产业互联网相比消费互联网是百倍甚至千倍的市场空间。,互联网+传统行业=产业互联网    新华三如何挖掘产业价值？,53分钟前,业界,https://www.leiphone.com/news/201808/USFa7fp9d9Kjfebf.html
5,智慧城市企业纷纷大秀肌肉,中国智慧城市国际博览会召开，政府相继公布智慧城市建设标准 | 智慧城市周报,1小时前,业界,https://www.leiphone.com/news/201808/MGj7uQDLVFNJrfz4.html
6,众安是一家很特别的公司，他做了很多以往保险公司从未想过的事。,众安：保险业的超级大脑,5小时前,业界,https://www.leiphone.com/news/201808/9f0agaHQvxT5nQZF.html
7,为什么科技巨头和新贵都青睐智慧教育？,新风口 | 抢食校园市场，看巨头如何布局智慧教育,6小时前,业界,https://www.leiphone.com/news/201808/kxGMfzscC6jMQ4at.html
8,黄仁勋说，图灵架构是自 2006 年 CUDA GPU 发明以来最大的飞跃，是计算机图形产品的一次重新发明。,英伟达重新发明了 GPU，然后第一时间让它亮相中国,6小时前,业界,https://www.leiphone.com/news/201808/zEaLlXJrQ3wbtnay.html
9,发布区块链服务；打造“飞象工业互联网”等,阿里云在重庆智博会上的7大“重磅发布”,8小时前,业界,https://www.leiphone.com/news/201808/f2t4amADMOj96qY0.html
10,随着人工智能的飞速发展，“黑科技”正在融入人们的日常生活和工作。,全球首个AI商用同传驻馆 中关村国家示范区添“黑科技”,9小时前,业界,https://www.leiphone.com/news/201808/1glpCcldsEK3FT3a.html
11,A4纸大小的稳定器，能够再次掀起云台变革？,一改非正交云台弊端，智云下一代产品又将带来哪些超前功能,10小时前,业界,https://www.leiphone.com/news/201808/ad62ea7xSs16JSbF.html
