,brief,header,pubtime,savetime
0,"8 月 24 日，Fomo3D 首轮 2,000 万大奖得主「0xa169」再下一城，将山寨版 Fomo3D(Peach Will）大奖收入囊中，斩获 279 个 ETH，约合 50 万人民币。PeckShield 安全人员发现，该黑客采用「阻塞攻击」的方法同时对两款类 Fomo3D 游戏 Peach Will 和 Last Winner 实施攻击，其中针对 Peach Will 在两轮攻击后取得成功。该黑客对Last Winner 展开了 16 轮攻击，投入 43.24 个 ETH，不过最终未能得逞。",山寨 Fomo3D 大奖今日决出，2000 万大奖得主再下一城,18:18,2018-08-24 20:07:53
1,基于点阵技术的高性能链 Jura Protocol 和 Cortex 达成战略合作。Jura Protocol 是以不同的方式处理发送和接收事务，每个用户的帐户形成一个直接非循环图 DAG 以加速系统。发送每个事务时， 它被传递回新一代块，有效地消除了 DAG，提高了显示效率并加速了系统。Cortex 是通过修改和扩展指令集的方式，为智能合约增加人工智能，在区块链上提供最先进的机器学习模型。,高性能链 Jura Protocol 和 Cortex 达成战略合作,17:46,2018-08-24 20:07:54
2,Pchain 宣布将选择 100 个动态超级节点，年收益率为 60%，锁定代币最小额为 10 万 PAI。Pchain 是与以太坊虚拟机 EVM 兼容的多链解决方案，通过分区、多链、跨链等手段提升区块链性能，以智能数据和知识图谱解决智能合约不闭环、依赖外部数据的问题。,Pchain 宣布将选择 100 个动态超级节点,17:43,2018-08-24 20:07:54
3,中国银保监会联合中央网信办、公安部、人民银行和市场监管总局下发通知称，应防范一些不法分子打着「金融创新」「区块链」的旗号，通过发行所谓「虚拟货币」「虚拟资产」「数字资产」等方式吸收资金，侵害公众合法权益。此类活动并非真正基于区块链技术，而是炒作区块链概念行非法集资、传销、诈骗之实，对发现的违法犯罪线索，可积极向有关部门举报反映。,银保监会下发通知：防范以「虚拟货币」「区块链」为幌子的骗局,15:01,2018-08-24 20:07:54
4,全球最大矿机制造商比特大陆发布公告称，将于北京时间 2018 年 8 月 24 日零时开始对客户进行实名认证。比特大陆提醒顾客尽快完成实名认证，否则可能被限制购买或锁定账户。比特大陆称由于监管需求，客户需填写部分个人信息，包括姓名、身份证件类型、身份证号和地址信息。,比特大陆开始要求客户实名认证,14:28,2018-08-24 20:07:55
5,除 GMO 外，另外一家日本矿机制造企业 Triple-1 也在生产 7 纳米矿机芯片，期待在 11 月开始发售 7 纳米芯片矿机，届时预计 GMO 也已开始量产 7 纳米芯片矿机。Triple-1 本周确认已经完成其 7 纳米矿机芯片 Kamikaze 的硅晶圆、样品芯片、样品母板和原型单元，并补充称，该公司合作生产企业是台积电。,另一家日本企业 Triple-1 也在加紧生产 7 纳米矿机芯片,13:43,2018-08-24 20:07:55
6,Vitalik Buterin 近日在微信群中谈到委内瑞拉石油币时，认为其没有加密属性，而且不信任委内瑞拉政府在意去中心化的属性。,Vitalik Buterin：石油币没有加密属性,13:09,2018-08-24 20:07:55
7,据 CCN 消息，此前德国外长 Heiko Maas 呼吁建立一个独立于美国的全球支付系统，作为挽救伊核协议的手段。对此，德国芬兰企业家 Kim Dotcom 表示，欧洲经济体若退出 SWIFT 支付体系对数字货币将是利好消息，因为它会导致美元和其他储备货币贬值，并稳固数字货币如比特币和以太坊作为价值储存工具与交换媒介的地位。如果美国政府失去对全球银行系统的支配地位，更多国家将会选择独立的金融网络，数字货币或将吸引更多的投资者、企业和政府。,德国扬言退出 SWIFT 支付体系或将有利于数字货币,12:22,2018-08-24 20:07:55
8,腾讯正在开发智能合约安全检测系统，进军区块链安全领域。目前该系统仍在测试中，暂时支持用户上传智能合约文件和网站 URL 进行安全监测。此举也意味着腾讯正式进军区块链安全领域，据腾讯此前发布的报告，今年上半年区块链安全问题造成约 27 亿美元损失。,腾讯开发智能合约安全检测系统，进军区块链安全领域,12:15,2018-08-24 20:07:55
9,据腾讯新闻一线消息，世界银行发行全球首个仅使用区块链创建和管理的债券，此次所发行的债券无论是创建、分配、交易、管理均基于区块链技术，但支付环节仍将沿用现已存在的环球同业银行金融电讯协会系统（SWIFT），而非代币支付。世界银行称，使用 SWIFT 系统支付可「避免澳大利亚对代币征收 10%的消费和服务税」。,世界银行区块链债券仍将沿用 SWIFT 系统而非代币支付,12:08,2018-08-24 20:07:55
10,据中国财经时报报道，近日，中国区块链技术研究联盟主席、区块链专家陈清涛在深圳举行的区块链沙龙上。他表示，未来将依托区块链技术实现去中心化交易、跨境支付、购物、理财、资金托管，现今所有的金融运行方式都能经由区块链产生颠覆性的改变。未来数字货币将在更广泛、更日常的场景中得到应用，买卖交易各种数字货币，用数字货币理财、网购、跨境转账、享受医疗等公共事业服务都将成为可能。,中国区块链技术研究联盟主席：区块链未来应用场景有无限可能,12:06,2018-08-24 20:07:55
11,据 coindesk 报道，英国国际贸易部宣布，种子投资公司 Entrepreneur First 现在也在为区块链创业公司提供资金。EF 是政府认可的组织之一，可以为企业签证提供支持。,英国国际贸易部宣布为区块链创业公司提供资金,12:04,2018-08-24 20:07:56
12,币安区块链孵化器近期推出项目孵化计划，旨在通过10 周的项目现场孵化，为早期创业团队提供所需的资源与指导，帮助其打造产品并将其推向市场。,币安区块链孵化器推出项目孵化计划,10:37,2018-08-24 20:07:56
13,瑞典区块链初创企业 SITV 与当地一家银行签订软件授权协议，将为后者打造一款加密基金交易系统。SITV 宣布其子公司 Blocktrade Technology 与 Valens 银行签订了这一协议。该系统可以让专业交易员通过人工智能交易工具「积极管理客户的数字资产」。,初创企业为瑞典一银行打造加密基金交易系统,10:25,2018-08-24 20:07:56
14,美国加密货币交易所 Bittrex 携手受监管的另类资产交易系统 ATS，旨在最终推出加密资产证券交易。Bitrex 周四宣布与目前提供固定收益产品交易的 Rialto Trading 合作，希望监管部门能批准「基于区块链的证券产品」。如果申请获得监管批准，Rialto 计划推出一款综合证券服务，包括发行顾问服务、存储、交易和托管。,Bittrex 携手另类资产交易机构，寻求区块链证券产品获监管批准,10:18,2018-08-24 20:07:56
15,据 Coindesk 消息，美国证券交易委员会 SEC 秘书 Brent Fields 于 23 日向前一日遭拒的三家公司发送信函称，SEC 高级官员将重审被拒 9 项比特币 ETF 申请。信中称：「根据委员会业务规则第 43 条 I 款，委员会将重新审查所授权的行动。在 8 月 22 日所做出的决定将维持原状，除非委员会重新发布决定。」目前尚不清楚审查何时完成。据悉，只需一个专员就可下令进行这样的审查，而此次重审是由专员 Hester Peirce 启动的。,SEC 将重审被拒 9 项比特币ETF,06:25,2018-08-24 20:07:56
16,据路透社消息，世界银行推出的区块链债券邦迪 Bondi 已定价为1亿澳元（约合7316万美元），发行此公共债券旨在测试区块链技术是否可改善已有数十年历史的债券销售操作。该债券为两年期，到期收益率为 2.251％，于 8 月 28 日发售，管理方为澳大利亚联邦银行。,世界银行推出的区块链债券完成定价,06:24,2018-08-24 20:07:56
17,据第一财经消息，阿里巴巴集团公布 2019 财年第一季度财报。当季，阿里巴巴收入同比大增 61% 达到 809.20 亿元人民币。蚂蚁金服的技术发展也在本季度继续取得突破，区块链专利的申请总量位列世界第一。6 月 25 日，蚂蚁金服上线首个基于区块链的电子钱包跨境汇款服务，香港 Alipay HK 及菲律宾持牌电子钱包 GCash 率先分别在香港和菲律宾推出该服务。,一季度蚂蚁金服区块链专利申请总量位列世界第一,06:23,2018-08-24 20:07:56
18,RatingToken 安全团队根据 Game35 项目今天公布的合约代码发现，Game35 存在多级关系的典型传销形式。Game35 存在 5 级推荐人，每次最低买入 5 ETH。参与者每买入一次，一级推荐人可获得 1% 的奖励，二至五级推荐人会获得 0.5% 的奖励。这种拉人头式认购同传销模式如出一辙，具体合约地址：0xD4EaE5676321b4b8289C39C6233561FCD978575a。,Game35 出现传销模式合约代码,06:23,2018-08-24 20:07:56
19,针对美国证券交易委员会 SEC 相继拒绝了 ProShares、Direxion 和 GraniteShares 三家比特币 ETF 申请，美国金融评级机构 Weiss Ratings 在其社交媒体上表示，美国政策制定者过于关注加密技术的负面影响，因而无法拥抱这项技术带来的未来可期的前景。,Weiss Ratings 吐槽 SEC 过于关注加密技术负面影响,06:22,2018-08-24 20:07:56
